nct	group_norm	leaf_group	classification	distinguishing_basis	would_change_selection	source_file
NCT04194775	nofazinlimab + lenvatinib	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.1|RECIST_unversioned	NO	LEAF-QC-group3.tsv
NCT04194775	placebo + lenvatinib	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.1|RECIST_unversioned	NO	LEAF-QC-group3.tsv
NCT03581786	placebo combine with chemotherapy	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1|irRECIST	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03581786	toripalimab injection(js001 )combine with chemotherapy	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1|irRECIST	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04607668	trilaciclib + folfoxiri/bevacizumab	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DURATION_OF_RESPONSE; assessmentCriteria=RECIST1.1|RECIST1.1|none; timeFrame; unitOfMeasure=percentage of participants|percentage of participants|months; paramType=NUMBER|NUMBER|MEDIAN	YES	LEAF-QC-group3.tsv
NCT04607668	placebo + folfoxiri/bevacizumab	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DURATION_OF_RESPONSE; assessmentCriteria=RECIST1.1|RECIST1.1|none; timeFrame; unitOfMeasure=percentage of participants|percentage of participants|months; paramType=NUMBER|NUMBER|MEDIAN	YES	LEAF-QC-group3.tsv
NCT03602859	paclitaxel + carboplatin + dostarlimab pbo +/- bev, then niraparib+dostarlimab pbo +/- bev (arm2)	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03602859	paclitaxel + carboplatin + dostarlimab +/- bev, then niraparib+dostarlimab +/- bev (arm3)	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04060862	phase iii: ipatasertib + palbociclib +fulvestrant	3	BASIS_EXISTS	construct=ORR|DURATION_OF_RESPONSE|CBR; timeFrame	NO	LEAF-QC-group3.tsv
NCT04060862	phase iii: placebo + palbociclib + fulvestrant	3	BASIS_EXISTS	construct=ORR|DURATION_OF_RESPONSE|CBR; timeFrame	NO	LEAF-QC-group3.tsv
NCT04322539	fruquintinib + bsc group	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04322539	placebo + bsc group	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03829969	toripalimab	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.0+RECIST1.1|RECIST1.1	NO	LEAF-QC-group3.tsv
NCT03829969	placebo	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.0+RECIST1.1|RECIST1.1	NO	LEAF-QC-group3.tsv
NCT04902885	part i ( safety run-in and pk evaluation); trilaciclib group	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04902885	part ii ( randomized double-blind, placebo-controlled ), trilaciclib group	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04902885	part ii ( randomized double-blind, placebo-controlled ), placebo group	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03710876	treatment group	3	BASIS_EXISTS	construct=ORR|DCR|CBR; assessmentCriteria=RECIST1.1+mRECIST|none|none	NO	LEAF-QC-group3.tsv
NCT03710876	control group	3	BASIS_EXISTS	construct=ORR|DCR|CBR; assessmentCriteria=RECIST1.1+mRECIST|none|none	NO	LEAF-QC-group3.tsv
NCT03817125	ser-401 matching placebo/ nivolumab	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03817125	ser-401/ nivolumab	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04005716	arm a: tislelizumab + chemotherapy	3	BASIS_EXISTS	construct=DCR|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT04005716	arm b: placebo + chemotherapy	3	BASIS_EXISTS	construct=DCR|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT04428333	feladilimab + pembrolizumab + 5-fu-platinum chemotherapy	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04428333	placebo + pembrolizumab + 5-fu-platinum chemotherapy	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT05269355	unesbulin and dacarbazine	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT05269355	placebo and dacarbazine	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03936959	3 mg - 10 mg ly3434172	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03936959	30 mg ly3434172	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03936959	100 mg ly3434172	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04875806	0.5mg/kg nc762	3	BASIS_EXISTS	construct=ORR|DCR; populationDescription	NO	LEAF-QC-group3.tsv
NCT04875806	1.5mg/kg nc762	3	BASIS_EXISTS	construct=ORR|DCR; populationDescription	NO	LEAF-QC-group3.tsv
NCT04875806	5mg/kg nc762	3	BASIS_EXISTS	construct=ORR|DCR; populationDescription	NO	LEAF-QC-group3.tsv
NCT04875806	10mg/kg nc762	3	BASIS_EXISTS	construct=ORR|DCR; populationDescription	NO	LEAF-QC-group3.tsv
NCT04875806	20mg/kg nc762	3	BASIS_EXISTS	construct=ORR|DCR; populationDescription	NO	LEAF-QC-group3.tsv
NCT03894540	ipn60090 20 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03894540	ipn60090 40 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03894540	ipn60090 80 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03894540	ipn60090 120 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03894540	ipn60090 180 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03894540	ipn60090 240 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03753919	cohort 1: advanced, radioiodine-refractory differentiated thyroid carcinoma (dtc)	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1+iRECIST|RECIST1.1|irRECIST; timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03753919	cohort 2: advanced medullary thyroid carcinoma (mtc)	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1+iRECIST|RECIST1.1|irRECIST; timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03753919	cohort 3: advanced anaplastic thyroid carcinoma (atc)	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1+iRECIST|RECIST1.1|irRECIST; timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04854434	arm c: standard of care (soc)	3	BASIS_EXISTS	populationDescription	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03552029	part 1, cohort 1: quizartinib + milademetan	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; populationDescription	YES	LEAF-QC-group3.tsv
NCT03552029	part 1, cohort 1a: quizartinib + milademetan	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; populationDescription	YES	LEAF-QC-group3.tsv
NCT03639610	cohort 1a, melflufen 40 mg	3	BASIS_EXISTS	construct=ORR|CBR; timeFrame	NO	LEAF-QC-group3.tsv
NCT03639610	cohort 1b, melflufen 30 mg	3	BASIS_EXISTS	construct=ORR|CBR; timeFrame	NO	LEAF-QC-group3.tsv
NCT03639610	cohort 2a, melflufen 20 mg	3	BASIS_EXISTS	construct=ORR|CBR; timeFrame	NO	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: hl	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: cll	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: cll-post btk	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: fl	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: mzl	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: lpl/wm	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: mcl	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose expansion stage: ptcl	3	BASIS_EXISTS	construct=CR_RATE|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 100 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 200 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 400 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 600 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 700 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03779113	dose escalation stage: hmpl-523 800 mg qd	3	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	NO	LEAF-QC-group3.tsv
NCT03713593	lenvatinib + pembrolizumab	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1|mRECIST	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03713593	lenvatinib + placebo	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1|mRECIST	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04082364	trastuzumab and chemotherapy arm	3	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	YES	LEAF-QC-group3.tsv
NCT04082364	margetuximab, retifanlimab, and chemotherapy arm	3	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	YES	LEAF-QC-group3.tsv
NCT04082364	margetuximab, tebotelimab and chemotherapy arm	3	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	YES	LEAF-QC-group3.tsv
NCT04082364	margetuximab and chemotherapy arm	3	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	YES	LEAF-QC-group3.tsv
NCT03911869	safety lead-in phase: encorafenib 300 mg bid + binimetinib 45 mg bid	3	BASIS_EXISTS	assessmentCriteria=RECIST1.1|RECIST1.1+mRECIST	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 0.8 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 2.4 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 24 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 80 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 240 mg	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 8 mg + atezolizumab	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 24 mg + atezolizumab	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03829501	alomfilimab 80 mg + atezolizumab	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	YES	LEAF-QC-group3.tsv
NCT03822117	cohort c: other fgfr mutations or arrangements	3	BASIS_EXISTS	timeFrame; populationDescription	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03822117	other	3	BASIS_EXISTS	timeFrame; populationDescription	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03599518	ds-1205c 200 mg + gefitinib	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.0; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03599518	ds-1205c 400 mg + gefitinib	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.0; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03599518	ds-1205c 800 mg + gefitinib	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.0; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03599518	ds-1205c 1000 mg + gefitinib	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.0; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT03599518	ds-1205c 1200 mg + gefitinib	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.0; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT04154189	treatment arm a: lenvatinib + ifosfamide + etoposide	3	BASIS_EXISTS	timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04154189	treatment arm b: ifosfamide + etoposide	3	BASIS_EXISTS	timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04535401	treatment (elimusertib, folfiri) - dose level -1	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04535401	treatment (elimusertib, folfiri) - dose level -1b	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04535401	treatment (elimusertib, folfiri) - dose level 1	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04535401	treatment (elimusertib, folfiri) - dose level 1b	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04753658	lorlatinib	3	BASIS_EXISTS	construct=ORR|ORR|BOR_DISTRIBUTION|BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=INRC|none|none|none|none|none; timeFrame; populationDescription; unitOfMeasure=participants|participants|participants|participants|percentage of participants|months; paramType=COUNT_OF_PARTICIPANTS|COUNT_OF_PARTICIPANTS|COUNT_OF_PARTICIPANTS|COUNT_OF_PARTICIPANTS|NUMBER|MEDIAN	NO	LEAF-QC-group3.tsv
NCT04134936	arm a	3	BASIS_EXISTS	timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04134936	arm b	3	BASIS_EXISTS	timeFrame	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04238819	part a cohort a1	3	BASIS_EXISTS	construct=ORR|CBR|DCR; timeFrame	NO	LEAF-QC-group3.tsv
NCT04238819	part a cohort a-1	3	BASIS_EXISTS	construct=ORR|CBR|DCR; timeFrame	NO	LEAF-QC-group3.tsv
NCT04524689	tusamitamab ravtansine 150 mg/m^2 + pembrolizumab + cisplatin/carboplatin	3	BASIS_EXISTS	construct=DCR|ORR; timeFrame; populationDescription	YES	LEAF-QC-group3.tsv
NCT04524689	tusamitamab ravtansine 170 mg/m^2 + pembrolizumab + cisplatin/carboplatin	3	BASIS_EXISTS	construct=DCR|ORR; timeFrame; populationDescription	YES	LEAF-QC-group3.tsv
NCT04099888	pci treatment in conjunction with standard of care (soc)	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; timeFrame	YES	LEAF-QC-group3.tsv
NCT04099888	standard of care (soc)	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|DCR; timeFrame	YES	LEAF-QC-group3.tsv
NCT03665285	nc318 8mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 24mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 80mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 240mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 400mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 800mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	nc318 1600mg	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	dose expansion: 400mg q2w	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT03665285	dose expansion: 800mg qw	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04702737	tarlatamab dose expansion	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT05004350	randomized phase: enco + cetux	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.1	NO	LEAF-QC-group3.tsv
NCT05004350	randomized phase: control arm	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST_unversioned|RECIST1.1	NO	LEAF-QC-group3.tsv
NCT04816214	randomized part: capmatinib + osimertinib	3	BASIS_EXISTS	construct=ORR|RESPONSE_RATE_UNQUALIFIED|DCR; assessmentCriteria=RECIST1.1|RANO|RANO	NO	LEAF-QC-group3.tsv
NCT04816214	randomized part: platinum + pemetrexed based doublet chemotherapy	3	BASIS_EXISTS	construct=ORR|RESPONSE_RATE_UNQUALIFIED|DCR; assessmentCriteria=RECIST1.1|RANO|RANO	NO	LEAF-QC-group3.tsv
NCT03773107	phase i 5mg ruxolitinib	3	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=IMWG|none; populationDescription	NO	LEAF-QC-group3.tsv
NCT03773107	phase i 10 mg ruxolitinib	3	BASIS_EXISTS	construct=ORR|CBR|DCR; assessmentCriteria=IMWG|IMWG|none; populationDescription	NO	LEAF-QC-group3.tsv
NCT03773107	phase i 15 mg ruxolitinib	3	BASIS_EXISTS	construct=CBR|DCR; assessmentCriteria=IMWG|none; populationDescription	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
NCT04764474	cohort 1: hmpl-306 dose level 1	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 2: hmpl-306 dose level 2	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 3: hmpl-306 dose level 3	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 4: hmpl-306 dose level 4	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 5: hmpl-306 dose level 5	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 6: hmpl-306 dose level 6	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 7: hmpl-306 dose level 7	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04764474	cohort 8: hmpl-306 dose level 8	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT04822350	all participants	3	BASIS_EXISTS	populationDescription	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module c, cohort 1: gec patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module c, cohort 2: 2ary resistance patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module c, cohort 3: 1ary resistance patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module c, cohort 4: crc patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module c, cohort 5: ec patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module a, cohort 1: gec patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module a, cohort 2: 2ary resistance patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT03697304	module a, cohort 3: 1ary resistance patients	3	BASIS_EXISTS	paramType=NUMBER|MEDIAN	DEPENDS(no preregistered ordering for this field)	LEAF-QC-group3.tsv
NCT04182204	stage 2: r-gemox	3	BASIS_EXISTS	construct=CR_RATE|ORR	YES	LEAF-QC-group3.tsv
NCT04182204	stage 2: pola-r-gemox	3	BASIS_EXISTS	construct=CR_RATE|ORR	YES	LEAF-QC-group3.tsv
NCT04182204	stage 1: pola-r-gemox	3	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; timeFrame	YES	LEAF-QC-group3.tsv
NCT03934684	carfilzomib, lenalidomide and dexamethasone (krd)	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT03934684	carfilzomib and dexamethasone (kd)	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT03725605	ltx-315 plus til infusion	3	BASIS_EXISTS	construct=ORR|CBR|RESPONSE_RATE_UNQUALIFIED; assessmentCriteria=RECIST1.0|RECIST1.1|none; timeFrame; populationDescription; paramType=NUMBER|NUMBER|COUNT_OF_PARTICIPANTS	NO	LEAF-QC-group3.tsv
NCT04128696	participants receiving feladilimab and pembrolizumab	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04128696	participants receiving placebo and pembrolizumab	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04282980	dcc-2618	3	BASIS_EXISTS	construct=ORR|DCR	NO	LEAF-QC-group3.tsv
NCT04514484	treatment (cabozantinib s-malate, nivolumab)	3	BASIS_EXISTS	construct=ORR|BOR_DISTRIBUTION|BOR_DISTRIBUTION; populationDescription; paramType=NUMBER|NUMBER|MEDIAN	NO	LEAF-QC-group3.tsv
NCT03828292	main study - part 1: belantamab mafodotin 2.5 milligram/ kilogram (mg/kg)	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT03828292	main study - part 1: belantamab mafodotin 3.4 mg/kg	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT03828292	main study - part 2: arma-belantamab mafodotin 2.5 mg/kg + bortezomib and dexamethasone (bor/dex)	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT03828292	main study - part2: armb- belantamab mafodotin 2.5 mg/kg + pomalidomide and dexamethasone (pom/dex)	3	BASIS_EXISTS	construct=ORR|CBR	NO	LEAF-QC-group3.tsv
NCT05091346	phase 1b, dose escalation: e7386 100 mg + pembrolizumab 200 mg	3	BASIS_EXISTS	construct=DCR|CBR	UNDETERMINED(no ORR-type candidate)	LEAF-QC-group3.tsv
