job2_artifact	job2_key	job2_value_summary	corrected_b_disposition	corrected_b_key	reason
EXCLUSIONS.tsv	NCT02514447||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03325166||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02825420||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02907359||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02996474||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02783690||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02499770||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02975882||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03347617||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02900560||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02752685||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT02348489||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02839720||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02075606||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03049449||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02569242||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02658097||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02621398||om2	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT02614560||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02661815||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT02038777||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02653976||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02805179||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03301220||om2	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT02269280||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03285763||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02659943||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02466009||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT02296242||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02249091||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02139592||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02723864||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02287311||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT01931098||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04115189||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04213209||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04848337||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04488822||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04804813||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03655444||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03306264||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03455829||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03414034||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04752163||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT05228470||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05228470||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05228470||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03468985||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04055844||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04113018||om1	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04484623||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04484623||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03839524||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT05071209||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03470922||om2	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03490292||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04649359||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04649359||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04649359||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04281498||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03748953||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04751929||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03833934||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04088188||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03323034||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03899792||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03899792||om10	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03899792||om11	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03899792||om17	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03899792||om18	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03625323||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03625323||om8	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04632459||om1	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03999749||om2	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03999749||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03999749||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03999749||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03999749||om9	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04288089||om12	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04288089||om14	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04240002||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03504644||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT05085002||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04015700||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04491084||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04181788||om9	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04181788||om11	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04396626||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04623775||om12	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04623775||om13	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03772925||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03646461||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03431350||om17	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03431350||om18	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03431350||om19	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05090566||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05090566||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05090566||om22	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03975647||om10	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03975647||om11	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04488068||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04359784||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04175210||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03806179||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03872427||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03872427||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03813147||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT02859415||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT03425331||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04629443||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04148651||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04090164||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT05923112||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04477486||om1	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om2	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04477486||om7	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT03671564||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT04194944||om21	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04194944||om22	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT04579380||om1	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT06956170||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT06956170||om5	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05678257||om	no response-titled outcome	UPHELD__OUTSIDE_THE_JOB2_TITLE_BOUNDARY		retained as an explicit inclusion-boundary limitation, not as an absence of data.
EXCLUSIONS.tsv	NCT05740566||om3	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05740566||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05198934||om1	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05198934||om4	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05198934||om6	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
EXCLUSIONS.tsv	NCT05463952||om17	reportingStatus=NOT_POSTED	REINSTATED_AS_SOURCE_FACT__RETAINED_UNUSABLE		a non-POSTED response measure is retained in the ledger as a source record with usable_for_proportion=False, not deleted.
