nct	canonical_payload	results_group_id	n_distinct_titles	titles
NCT02228096	ctg_results_bor_2014_2017.txt	OG001	4	grade 1/2|no response|no response (nr)|tisagenlecleucel (ctl019) - irc assessment
NCT02228096	ctg_results_bor_2014_2017.txt	OG002	2	grade 3|unknown
NCT02443324	ctg_results_bor_2014_2017.txt	OG000	3	cohort a|cohort a and b|phase 1a: gastric-gej or btc
NCT02443324	ctg_results_bor_2014_2017.txt	OG001	3	cohort a1|cohort c|phase 1 a: gastric, nsclc, or urothelial patients
NCT02443324	ctg_results_bor_2014_2017.txt	OG002	2	cohort a|cohort a2
NCT02443324	ctg_results_bor_2014_2017.txt	OG003	2	cohort a1|cohort c
NCT02443324	ctg_results_bor_2014_2017.txt	OG004	2	cohort a2|cohort d
NCT02443324	ctg_results_bor_2014_2017.txt	OG005	2	cohort b|cohort e
NCT02451930	ctg_results_bor_2014_2017.txt	OG000	5	part a cohort 1: 600 mg neci + 200 mg pembro|part a cohort 1: 600mg neci + 200mg pembro|part a cohort 2 and part b: 800 mg neci + 200 mg pembro|part a cohort 2, part b and part c: 800 mg neci + 200mg pembro|part a cohort 2, part b: 800 mg neci + 200 mg pembro
NCT02451930	ctg_results_bor_2014_2017.txt	OG001	3	part a cohort 2 and part b: 800 mg neci + 200 mg pembro|part a cohort 2, part b: 800 mg neci + 200 mg pembro|part a cohort 2: 800 mg neci + 200 mg pembro
NCT02451930	ctg_results_bor_2014_2017.txt	OG002	2	part b: 800mg neci + 200mg pembro|part c: 800 mg neci + 200 mg pembro
NCT03410030	ctg_results_bor_2014_2017.txt	OG000	4	ascorbic acid|ascorbic acid 25 g/m2|ascorbic acid 25 g/m^2|ascorbic acid 25g/m^2
NCT03410030	ctg_results_bor_2014_2017.txt	OG001	3	ascorbic acid 37.5 g/m^2|ascorbic acid 37.5 gm^2|ascorbic acid 37.50 gm/m2
NCT03410030	ctg_results_bor_2014_2017.txt	OG002	2	ascorbic acid 56.25 g/m^2|ascorbic acid 56.25 gm/m2
NCT02723864	ctg_results_bor_2014_2017.txt	OG000	2	dose level 1|grade 2 adverse events - dose level 1
NCT02723864	ctg_results_bor_2014_2017.txt	OG001	2	dose level 2|grade 3 adverse events - dose level 1
NCT02723864	ctg_results_bor_2014_2017.txt	OG002	2	dose level 3|grade 4 adverse events - dose level 1
NCT02723864	ctg_results_bor_2014_2017.txt	OG003	2	dose level 4|grade 2 adverse events - dose level 2
NCT02723864	ctg_results_bor_2014_2017.txt	OG004	2	dose level 5|grade 3 adverse events - dose level 2
NCT02723864	ctg_results_bor_2014_2017.txt	OG005	2	dose level 6|grade 4 adverse events - dose level 2
NCT02723864	ctg_results_bor_2014_2017.txt	OG006	2	dose level 7|grade 2 adverse events - dose level 3
NCT02959437	ctg_results_bor_2014_2017.txt	OG000	2	treatment group a :100 or 300mg of incb24360|treatment group a :100mg of incb24360
NCT02959437	ctg_results_bor_2014_2017.txt	OG001	2	treatment group a :300mg of incb24360|treatment group b :incb057643+pembrolizumab+epacadostat
NCT02959437	ctg_results_bor_2014_2017.txt	OG002	2	treatment group b :incb057643+pembrolizumab+epacadostat|treatment group c :incb059872+pembrolizumab+epacadostat
NCT02729896	ctg_results_bor_2014_2017.txt	OG000	2	dose-escalation fl cohort 1.4 mg|safety run-in phase
NCT03006926	ctg_results_bor_2014_2017.txt	OG000	6	dlt part: lenvatinib 12 mg or 8 mg + pembrolizumab 200 mg|dlt+expansion part, japanese participants: lenvatinib 8 mg|dlt+expansion part: pembrolizumab 200 mg|expansion part: lenvatinib 12 mg or 8 mg+ pembrolizumab 200 mg|hcc 1l: lenvatinib 12 mg or 8 mg+ pembrolizumab 200 mg|hcc-1l: lenvatinib 12 mg or 8 mg+ pembrolizumab 200 mg
NCT02341625	ctg_results_bor_2014_2017.txt	OG000	2	bms-986148 0.1mg/kg q3w|bms-986148 mesothelioma
NCT02341625	ctg_results_bor_2014_2017.txt	OG001	2	bms-986148 0.2mg/kg q3w|bms-986148+nivolumab mesothelioma
NCT02341625	ctg_results_bor_2014_2017.txt	OG002	2	bms-986148 0.4mg/kg q3w|bms-986148 ovarian
NCT02341625	ctg_results_bor_2014_2017.txt	OG003	2	bms-986148 0.8mg/kg q3w|bms-986148+nivolumab ovarian
NCT02341625	ctg_results_bor_2014_2017.txt	OG004	3	bms-986148 1.6mg/kg q3w|bms-986148 pancreatic|bms-986148 pancreatic part 1b
NCT02341625	ctg_results_bor_2014_2017.txt	OG005	3	bms-986148 1.2mg/kg q3w es|bms-986148 pancreatic|bms-986148+nivolumab pancreatic
NCT02341625	ctg_results_bor_2014_2017.txt	OG006	4	bms 1.2mg/kg q3w ex|bms-986148 0.4mg/kg qw|bms-986148 nsclc|bms-986148+nivolumab pancreatic
NCT02341625	ctg_results_bor_2014_2017.txt	OG007	4	bms-986148 0.4mg/kg qw|bms-986148 0.6mg/kg qw|bms-986148 nsclc|bms-986148+nivolumab nsclc
NCT02341625	ctg_results_bor_2014_2017.txt	OG008	4	bms-986148 0.6mg/kg qw|bms-986148 0.8mg/kg q3w+nivolumab|bms-986148 gastric|bms-986148+nivolumab nsclc
NCT02341625	ctg_results_bor_2014_2017.txt	OG009	5	bms 0.8mg/kg q3w+nivolumab es|bms 1.2mg/kg q3w ex|bms-986148 0.8mg/kg q3w+nivolumab|bms-986148 gastric|bms-986148+nivolumab gastric
NCT02341625	ctg_results_bor_2014_2017.txt	OG010	2	bms 0.8mg/kg q3w+nivolumab ex|bms-986148+nivolumab gastric
NCT02874404	ctg_results_bor_2014_2017.txt	OG000	2	all patients|all subjects
NCT02737475	ctg_results_bor_2014_2017.txt	OG000	5	escalation part 1: bms 20 mg q2w|escalation part 2 bms 20 mg + nivo 240 mg q2w|escalation part 3: bms 20 mg + ipi 1 mg/kg q3w|exploration part 9 cohort 1: bms 40 mg q4w + nivo 480 mg q4w + dribble vaccine|schedule and dose exploration part 8: cohort 1- bms 20 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG001	4	escalation part 1: bms 40 mg q2w|escalation part 2: bms 40 mg + nivo 240 mg q2w|escalation part 3: bms 40 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 2- bms 40 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG002	4	escalation part 1: bms 80 mg q2w|escalation part 2: bms 80 mg + nivo 240 mg q2w|escalation part 3: bms 80 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 3- bms 80 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG003	4	escalation part 1: bms 160 mg q2w|escalation part 2: bms 160 mg + nivo 240 mg q2w|escalation part 3: bms 160 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 4- nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG004	3	escalation part 1: bms 320 mg q2w|escalation part 2: bms 320 mg + nivo 240 mg q2w|escalation part 3: bms 320 mg + ipi 1 mg/kg q3w
NCT02737475	ctg_results_bor_2014_2017.txt	OG005	3	escalation part 2 bms 20 mg + nivo 240 mg q2w|expansion part 2c: bms 80 mg + nivo 240 mg q2w (bdc)|schedule and dose exploration part 5: bms 80 mg + ipi 3 mg/kg q3w
NCT02737475	ctg_results_bor_2014_2017.txt	OG006	3	escalation part 2: bms 40 mg + nivo 240 mg q2w|safety part 6a: bms 40 mg + nivo 240 mg + ipi 1 mg/kg q3w / bms 40 mg + nivo 480 mg q4w (rcc)|schedule and dose exploration part 4: bms 80 mg + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG007	3	escalation part 2: bms 80 mg + nivo 240 mg q2w|expansion part 6b: bms 40 mg + nivo 240 mg + ipi 1 mg/kg q3w / bms 40 mg + nivo 480 mg q4w (rcc)|safety part 6a: bms 40 mg + nivo 240 mg + ipi 1 mg/kg q3w / bms 40 mg + nivo 480 mg q4w (rcc)
NCT02737475	ctg_results_bor_2014_2017.txt	OG008	3	escalation part 2: bms 160 mg + nivo 240 mg q2w|expansion part 6b: bms 40 mg + nivo 240 mg + ipi 1 mg/kg q3w / bms 40 mg + nivo 480 mg q4w (rcc)|safety cohort part 7a: bms 40mg q2w + nivo 240 mg q2w + ipi 1 mg/kg q6w (nsclc)
NCT02737475	ctg_results_bor_2014_2017.txt	OG009	3	escalation part 2: bms 320 mg + nivo 240 mg q2w|expansion part 7b: bms 40mg q2w + nivo 240 mg q2w + ipi 1 mg/kg q6w (nsclc)|safety cohort part 7a: bms 40mg q2w + nivo 240 mg q2w + ipi 1 mg/kg q6w (nsclc)
NCT02737475	ctg_results_bor_2014_2017.txt	OG010	2	escalation part 3: bms 20 mg + ipi 1 mg/kg q3w|expansion part 7b: bms 40mg q2w + nivo 240 mg q2w + ipi 1 mg/kg q6w (nsclc)
NCT02737475	ctg_results_bor_2014_2017.txt	OG011	2	escalation part 3: bms 40 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 1- bms 20 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG012	2	escalation part 3: bms 80 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 2- bms 40 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG013	2	escalation part 3: bms 160 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 3- bms 80 mg q12w + nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG014	2	escalation part 3: bms 320 mg + ipi 1 mg/kg q3w|schedule and dose exploration part 8: cohort 4- nivo 480 mg q4w
NCT02737475	ctg_results_bor_2014_2017.txt	OG015	2	expansion part 2c: bms 80 mg + nivo 240 mg q2w (bdc)|exploration part 9 cohort 1: bms 40 mg q4w + nivo 480 mg q4w + dribble vaccine
NCT02737475	ctg_results_bor_2014_2017.txt	OG025	2	exploration part 9 cohort 1: bms 40 mg q4w + nivo 480 mg q4w + dribble vaccine|schedule and dose exploration part 8: cohort 4- nivo 480 mg q4w
NCT03269136	ctg_results_bor_2014_2017.txt	OG000	3	part 1: pf-06863135 0.1 mcg/kg iv|part 1c: pf-06863135 + lenalidomide sc|part 2a: pf-06863135 sc
NCT03269136	ctg_results_bor_2014_2017.txt	OG001	2	part 1: pf-06863135 0.3 mcg/kg iv|part 1d: pf-06863135 + pomalidomide sc
NCT03974022	ctg_results_bor_2018_2021.txt	OG000	4	part a dose escalation cohort 1: sunvozertinib 50 mg|part a dose expansion cohort 5: treatment naïve, sunvozertinib 300 mg, dosing with a low-fat meal|part a food effect cohort: sunvozertinib 300 mg|part b dose extension cohort 1: egfr exon20ins, previously treated; sunvozertinib 200 mg
NCT03974022	ctg_results_bor_2018_2021.txt	OG001	2	part a dose escalation cohort 2: sunvozertinib 100 mg|part b dose extension cohort 2: egfr exon20ins, previously treated; sunvozertinib 300 mg
NCT03974022	ctg_results_bor_2018_2021.txt	OG010	2	part a dose expansion cohort 6: previously treated with amivantamab; sunvozertinib 300 mg|part a dose expansion cohort 6: previously treated with amivantamab; sunvozertinib 300 mg daily
NCT03744468	ctg_results_bor_2018_2021.txt	OG000	9	phase 1 (dose escalation): surzebiclimab + tislelizumab|phase 1 (dose escalation): surzebiclimab 2 mg + tislelizumab|phase 2 (dose expansion): cohort 1: hnscc: bgb a425 600 mg + tislelizumab|phase 2 (dose expansion): cohort 1: hnscc: surzebiclimab 600 mg + tislelizumab|phase 2 (dose expansion): cohort 4: hnscc surzebiclimab 600 mg + alcestobart 600 mg + tislelizumab|phase 2 (safety lead-in): alcestobart + surzebiclimab + tislelizumab|phase 2 (safety lead-in): alcestobart + tislelizumab|phase 2 (safety lead-in): cohort a: alcestobart 300 mg + tislelizumab|phase 2 (safety lead-in): cohort b: lbl-007 300 mg + surzebiclimab + tislelizumab
NCT03744468	ctg_results_bor_2018_2021.txt	OG001	6	phase 1 (dose escalation): surzebiclimab 6 mg + tislelizumab|phase 2 (dose expansion): cohort 2: nsclc: bgb a425 600 mg + tislelizumab|phase 2 (dose expansion): cohort 2: nsclc: surzebiclimab 600 mg + tislelizumab|phase 2 (dose expansion): cohort 5: nsclc: surzebiclimab 600 mg + alcestobart 600 mg + tislelizumab|phase 2 (safety lead-in): cohort a: alcestobart 600 mg + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 600 mg + surzebiclimab + tislelizumab
NCT03744468	ctg_results_bor_2018_2021.txt	OG002	4	phase 1 (dose escalation): surzebiclimab 20 mg + tislelizumab|phase 2 (dose expansion): cohort 4: hnscc surzebiclimab 600 mg + alcestobart 600 mg + tislelizumab|phase 2 (safety lead-in): cohort a: alcestobart 1200 mg + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 900 mg + surzebiclimab + tislelizumab
NCT03744468	ctg_results_bor_2018_2021.txt	OG003	3	phase 1 (dose escalation): surzebiclimab 60 mg + tislelizumab|phase 2 (dose expansion): cohort 5: nsclc: surzebiclimab 600 mg + alcestobart 600 mg + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 300 mg + surzebiclimab + tislelizumab
NCT03744468	ctg_results_bor_2018_2021.txt	OG004	2	phase 1 (dose escalation): surzebiclimab 200 mg + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 600 mg + surzebiclimab + tislelizumab
NCT03744468	ctg_results_bor_2018_2021.txt	OG005	3	phase 1 (dose escalation): surzebiclimab 400 mg + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 900 mg + bgb-a425 + tislelizumab|phase 2 (safety lead-in): cohort b: alcestobart 900 mg + surzebiclimab + tislelizumab
NCT03729596	ctg_results_bor_2018_2021.txt	OG000	2	cohort 1|mcrpc
NCT05061420	ctg_results_bor_2018_2021.txt	OG000	3	cohort b1: r/m hnscc: pegenzileukin 24 mcg/kg + pembrolizumab as 2/3l therapy|cohort b2: r/m hnscc: pegenzileukin 24 mcg/kg + cetuximab as 2/3l therapy|cohorta1:r/m hnscc treatment-naïve for r/m disease:pegenzileukin 24mcg/kg+pembrolizumab as 1ltherapy
NCT04996004	ctg_results_bor_2018_2021.txt	OG000	2	phase i: ontorpacept 0.2 mg/kg + doxorubicin|phase ii: ontorpacept 0.2 mg/kg + doxorubicin (cohort a)
NCT04996004	ctg_results_bor_2018_2021.txt	OG001	3	phase i : ontorpacept 0.7 mg/kg + doxorubicin|phase i: ontorpacept 0.7 mg/kg + doxorubicin|phase ii: ontorpacept 1.0 mg/kg + doxorubicin (cohort c)
NCT04996004	ctg_results_bor_2018_2021.txt	OG002	2	phase i: ontorpacept 2.0 mg/kg + doxorubicin|phase ii: ontorpacept 2.0 mg/kg + doxorubicin (cohort b)
NCT03894540	ctg_results_bor_2018_2021.txt	OG000	3	dlt evaluable population analysis set|ipn60090 120 mg|ipn60090 20 mg
NCT03894540	ctg_results_bor_2018_2021.txt	OG001	2	ipn60090 180 mg|ipn60090 40 mg
NCT03894540	ctg_results_bor_2018_2021.txt	OG002	2	ipn60090 240 mg|ipn60090 80 mg
NCT04115189	ctg_results_bor_2018_2021.txt	OG000	2	sunitinib: switched from 4/2 to 2/1 schedule|sunitinib: switched from 4/2 to 2/1 schedule (4/2 schedule)
NCT04115189	ctg_results_bor_2018_2021.txt	OG001	2	sunitinib 2/1 schedule|sunitinib: switched from 4/2 to 2/1 schedule
NCT04627064	ctg_results_bor_2018_2021.txt	OG000	2	abemaciclib and mk-6482-arm 2|abemaciclib-arm 1
NCT04213209	ctg_results_bor_2018_2021.txt	OG000	3	adult participants with atll|adult participants with ptcl-nos|pediatric participants with ptcl
NCT04213209	ctg_results_bor_2018_2021.txt	OG001	2	adult participants with aitl|pediatric participants with hl
NCT04213209	ctg_results_bor_2018_2021.txt	OG002	2	adult participants with atll|adult participants with other ptcl
NCT04213209	ctg_results_bor_2018_2021.txt	OG003	2	adult participants with other ptcl|pediatric participants with ptcl
NCT04854434	ctg_results_bor_2018_2021.txt	OG000	2	arm a: selinexor 80 mg|arm b: selinexor 80 mg and pembrolizumab 400 mg
NCT04854434	ctg_results_bor_2018_2021.txt	OG001	2	arm b: selinexor 80 mg and pembrolizumab 400 mg|arm c: standard of care (soc)
NCT03484923	ctg_results_bor_2018_2021.txt	OG000	2	arm 1: lag525 + pdr001 (randomized section)|arm 3: acz885 + pdr001 (randomized section)
NCT03484923	ctg_results_bor_2018_2021.txt	OG001	2	arm 1a: lag525 + pdr001 (non-randomized section)|arm 2: inc280+pdr001 (randomized section)
NCT03779113	ctg_results_bor_2018_2021.txt	OG000	3	dose escalation stage: hmpl-523|dose escalation stage: hmpl-523 100 mg qd|dose expansion stage: hl
NCT03779113	ctg_results_bor_2018_2021.txt	OG001	2	dose escalation stage: hmpl-523 200 mg qd|dose expansion stage: cll
NCT03779113	ctg_results_bor_2018_2021.txt	OG002	2	dose escalation stage: hmpl-523 400 mg qd|dose expansion stage: cll-post btk
NCT03779113	ctg_results_bor_2018_2021.txt	OG003	2	dose escalation stage: hmpl-523 600 mg qd|dose expansion stage: fl
NCT03779113	ctg_results_bor_2018_2021.txt	OG004	2	dose escalation stage: hmpl-523 700 mg qd|dose expansion stage: mzl
NCT03779113	ctg_results_bor_2018_2021.txt	OG005	2	dose escalation stage: hmpl-523 800 mg qd|dose expansion stage: lpl/wm
NCT03779113	ctg_results_bor_2018_2021.txt	OG006	2	dose expansion stage: hl|dose expansion stage: mcl
NCT03779113	ctg_results_bor_2018_2021.txt	OG007	2	dose expansion stage: cll and cll-post btk|dose expansion stage: ptcl
NCT03871829	ctg_results_bor_2018_2021.txt	OG000	2	arm a: carfilzomib+dexamethasone (kd)|arm b: dara-sc in combination with kd (dkd)
NCT03481556	ctg_results_bor_2018_2021.txt	OG000	2	a (melflufen+bortezomib+dex) 30 mg|regimen a - melflufen 30mg + bortezomib + dexamethasone
NCT03481556	ctg_results_bor_2018_2021.txt	OG001	2	a (melflufen+bortezomib+dex) 40 mg|regimen a - melflufen 40mg + bortezomib + dexamethasone
NCT03481556	ctg_results_bor_2018_2021.txt	OG002	2	b (melflufen+daratumumab+dex) 30 mg|regimen b - melflufen 30mg + daratumumab + dexamethasone
NCT03481556	ctg_results_bor_2018_2021.txt	OG003	2	b (melflufen+daratumumab+dex) 40 mg|regimen b - melflufen 40mg + daratumumab + dexamethasone
NCT04082364	ctg_results_bor_2018_2021.txt	OG000	3	chemotherapy-free arm|margetuximab, tebotelimab and chemotherapy arm|trastuzumab and chemotherapy arm
NCT04082364	ctg_results_bor_2018_2021.txt	OG001	2	margetuximab, retifanlimab, and chemotherapy arm|trastuzumab and chemotherapy arm
NCT04082364	ctg_results_bor_2018_2021.txt	OG002	2	margetuximab, retifanlimab, and chemotherapy arm|margetuximab, tebotelimab and chemotherapy arm
NCT04082364	ctg_results_bor_2018_2021.txt	OG003	2	margetuximab and chemotherapy arm|margetuximab, tebotelimab and chemotherapy arm
NCT04762602	ctg_results_bor_2018_2021.txt	OG000	2	part 1: cohort-1: hmpl-306 50 mg|part 1: cohorts-1 to 8: hmpl-306
NCT05104567	ctg_results_bor_2018_2021.txt	OG000	6	all cohorts: pegenzileukin 24 mcg/kg|cohort a: escc post pd-1/pd-l1: pegenzileukin 24 mcg/kg + pembrolizumab as 2/3l therapy|cohort c: hcc post pd-1/pd-l1: pegenzileukin 24 mcg/kg + pembrolizumab as 2/3l therapy|cohort d1: crc non-msi-h any ras: pegenzileukin 24 mcg/kg + pembrolizumab as 3-6l therapy|cohort d2: crc non-msi-h ras wild type: pegenzileukin 24 mcg/kg + cetuximab as 3-6l therapy|cohortb1:gc/gej pd-1/pd-l1 naïve non-msi-h cps>=1:pegenzileukin24mcg/kg+pembrolizumab as 1-3ltherapy
NCT05104567	ctg_results_bor_2018_2021.txt	OG001	3	cohort d2: crc non-msi-h ras wild type: pegenzileukin 24 mcg/kg + cetuximab as 3-6l therapy|cohortb1:gc/gej pd-1/pd-l1 naïve non-msi-h cps>=1:pegenzileukin24mcg/kg+pembrolizumab as 1-3ltherapy|cohortb2:gc/gej pd-1/pd-l1 naïve non-msi-h cps<1:pegenzileukin24 mcg/kg+pembrolizumab as 1-3ltherapy
NCT05104567	ctg_results_bor_2018_2021.txt	OG002	2	cohort b3: gc/gej post pd-1/pd-l1 non-msi-h: pegenzileukin 24 mcg/kg + pembrolizumab as 2-4l therapy|cohortb2:gc/gej pd-1/pd-l1 naïve non-msi-h cps<1:pegenzileukin24 mcg/kg+pembrolizumab as 1-3ltherapy
NCT03911869	ctg_results_bor_2018_2021.txt	OG000	2	phase 2, standard dose arm: encorafenib 450 mg qd + binimetinib 45 mg bid|safety lead-in phase: encorafenib 300 mg bid + binimetinib 45 mg bid
NCT04296942	ctg_results_bor_2018_2021.txt	OG000	2	1/m7824 (bintrafusp alfa) + bavarian nordic (bn)-brachyury|2/m7824 + bn-brachyury + ado-trastuzumab emtansine (t-dm1)
NCT04296942	ctg_results_bor_2018_2021.txt	OG001	2	2/m7824 + bn-brachyury + ado-trastuzumab emtansine (t-dm1)|3/m7824 + bn-brachyury + t-dm1 + entinostat
NCT03565991	ctg_results_bor_2018_2021.txt	OG000	3	avelumab 800 mg intravenous (iv) q2w plus talazoparib|avelumab 800 mg iv q2w plus talazoparib|cohort 1 (brca 1/2 defect)
NCT03794349	ctg_results_bor_2018_2021.txt	OG000	2	regimen a (chemotherapy, dinutuximab, sargramostim)|regimen b (eflornithine, chemotherapy, dinutuximab)
NCT03447314	ctg_results_bor_2018_2021.txt	OG000	6	part 1a: 50ng gsk1795091 + 24mg gsk3174998|part 1b: 50ng gsk1795091 + 80mg gsk3359609|part 1c: 50ng gsk1795091 + 200mg pembrolizumab|part 2a: gsk1795091 + 24 mg gsk3174998|part 2b: gsk1795091 + 80 mg gsk3359609|part 2c: gsk1795091 + 200 mg pembrolizumab
NCT03447314	ctg_results_bor_2018_2021.txt	OG001	4	part 1a: 100ng gsk1795091 + 24mg gsk3174998|part 1b: 100ng gsk1795091 + 80mg gsk3359609|part 1c: 100ng gsk1795091 + 200mg pembrolizumab|part 2b: gsk1795091 + 80 mg gsk3359609
NCT03447314	ctg_results_bor_2018_2021.txt	OG002	4	part 1a: 150ng gsk1795091 + 24mg gsk3174998|part 1b: 150ng gsk1795091 + 80mg gsk3359609|part 1c: 150ng gsk1795091 + 200mg pembrolizumab|part 2c: gsk1795091 + 200 mg pembrolizumab
NCT03447314	ctg_results_bor_2018_2021.txt	OG003	3	part 1a: 200ng gsk1795091 + 24mg gsk3174998|part 1b: 200ng gsk1795091 + 80mg gsk3359609|part 1c: 200ng gsk1795091 + 200mg pembrolizumab
NCT03447314	ctg_results_bor_2018_2021.txt	OG004	3	part 1a: 250ng gsk1795091 + 24mg gsk3174998|part 1b: 250ng gsk1795091 + 80mg gsk3359609|part 1c: 250ng gsk1795091 + 200mg pembrolizumab
NCT04849416	ctg_results_bor_2018_2021.txt	OG000	2	200 mg loxo-305 qd|pas - mcl group
NCT04306900	ctg_results_bor_2018_2021.txt	OG000	3	cohort 1 - safety lead-in (ttx-030 + budigalimab + mfolfox6)|cohort 3b - gastric (ttx-030 + budigalimab + mfolfox6)|ttx-030 (load+q2w) + budigalimab (q4w) + mfolfox6 (q2w)
NCT04306900	ctg_results_bor_2018_2021.txt	OG001	3	cohort 12 - gastric (budigalimab + mfolfox6)|cohort 3b - gastric (ttx-030 + budigalimab + mfolfox6)|ttx-030 (load+q2w) + mfolfox6 (q2w)
NCT04306900	ctg_results_bor_2018_2021.txt	OG002	3	cohort 12 - gastric (budigalimab + mfolfox6)|cohort 3a - gastric (ttx-030 + mfolfox6)|ttx-030 (load+q3w) + budigalimab (q3w) + docetaxel (q3w)
NCT04306900	ctg_results_bor_2018_2021.txt	OG003	3	cohort 3a - gastric (ttx-030 + mfolfox6)|cohort 9 - pancreatic (ttx-030 + budigalimab + gemcitabine + nab-paclitaxel)|ttx-030 (load+q2w) + budigalimab (q4w) + gemcitabine + nab-paclitaxel (days 1, 8, 15)
NCT04306900	ctg_results_bor_2018_2021.txt	OG004	3	cohort 11 - pancreatic (ttx-030 + gemcitabine + nab-paclitaxel)|cohort 2 - mcrpc (ttx-030 + budigalimab + docetaxel)|ttx-030 (load+q2w) + gemcitabine + nab-paclitaxel (days 1, 8, 15)
NCT04306900	ctg_results_bor_2018_2021.txt	OG005	3	cohort 8 - gec (ttx-030 + budigalimab)|cohort 9 - pancreatic (ttx-030 + budigalimab + gemcitabine + nab-paclitaxel)|ttx-030 (load+q3w) + budigalimab (q3w)
NCT04306900	ctg_results_bor_2018_2021.txt	OG006	3	cohort 10 - ucc (ttx-030 + pembrolizumab)|cohort 11 - pancreatic (ttx-030 + gemcitabine + nab-paclitaxel)|ttx-030 (load+q3w) + pembrolizumab (q3w)
NCT04157517	ctg_results_bor_2018_2021.txt	OG000	3	phase 1b, dose escalation: all participants|phase 1b, dose escalation: modakafusp alfa 0.1 mg/kg|phase 2, expansion, cohort i: modakafusp alfa 1.0 mg/kg + pembrolizumab 400 mg
NCT04157517	ctg_results_bor_2018_2021.txt	OG001	3	phase 1b, dose escalation: modakafusp alfa 0.2 mg/kg|phase 2, expansion, cohort ii: modakafusp alfa 1.0 mg/kg + pembrolizumab 400 mg|phase 2, safety lead-in: modakafusp 1.0 mg/kg alfa + pembrolizumab 400 mg
NCT04157517	ctg_results_bor_2018_2021.txt	OG006	2	phase 2, safety lead-in: modakafusp 1.0 mg/kg alfa + pembrolizumab 400 mg|phase 2, safety lead-in: modakafusp 1.0 mg/kg alfa + pembrolizumab 400mg
NCT03932331	ctg_results_bor_2018_2021.txt	OG000	3	phase i|phase ii cll|phase ii mcl
NCT04539327	ctg_results_bor_2018_2021.txt	OG000	2	rucaparib - maintenance|rucaparib - treatment
NCT04539327	ctg_results_bor_2018_2021.txt	OG001	3	rucaparib - maintenance|rucaparib - treatment|rucaparib maintenance
NCT04189445	ctg_results_bor_2018_2021.txt	OG000	2	futibatinib (cohort a)|futibatinib (cohort c)
NCT03829501	ctg_results_bor_2018_2021.txt	OG000	2	alomfilimab 0.8 mg|alomfilimab 2.4 mg + atezolizumab in anti-pd-(l)1 naïve pancreatic cancer
NCT03829501	ctg_results_bor_2018_2021.txt	OG001	2	alomfilimab 2.4 mg|alomfilimab 8 mg + atezolizumab in anti-pd-(l)1 naïve pancreatic cancer
NCT03829501	ctg_results_bor_2018_2021.txt	OG002	2	alomfilimab 2.4 mg + atezolizumab in anti-pd-(l)1 naïve triple negative bc|alomfilimab 8 mg
NCT03829501	ctg_results_bor_2018_2021.txt	OG003	2	alomfilimab 24 mg|alomfilimab 8 mg + atezolizumab in anti-pd-(l)1 naïve triple negative bc
NCT03829501	ctg_results_bor_2018_2021.txt	OG004	2	alomfilimab 8 mg + atezolizumab in anti-pd-(l)1 naïve hnscc|alomfilimab 80 mg
NCT03829501	ctg_results_bor_2018_2021.txt	OG005	2	alomfilimab 24 mg + atezolizumab in anti-pd-(l)1 naïve hnscc|alomfilimab 240 mg
NCT03829501	ctg_results_bor_2018_2021.txt	OG006	2	alomfilimab 0.8 mg + atezolizumab|alomfilimab 2.4 mg + atezolizumab in anti-pd-(l)1 pre-treated pancreatic cancer
NCT03829501	ctg_results_bor_2018_2021.txt	OG007	2	alomfilimab 2.4 mg + atezolizumab|alomfilimab 8 mg + atezolizumab in anti-pd-(l)1 pre-treated pancreatic cancer
NCT03829501	ctg_results_bor_2018_2021.txt	OG008	2	alomfilimab 2.4 mg + atezolizumab in anti-pd-(l)1 pre-treated triple negative bc|alomfilimab 8 mg + atezolizumab
NCT03829501	ctg_results_bor_2018_2021.txt	OG009	2	alomfilimab 24 mg + atezolizumab|alomfilimab 8 mg + atezolizumab in anti-pd-(l)1 pre-treated triple negative bc
