cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT04579679||cohort c (net, other)	NCT04579679	cohort c (net, other)	2	NCT04579679#om0#OG002|NCT04579679#om3#OG002	0|3	PRIMARY|SECONDARY	2	1	2	1	1	1	1	1	19	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579679||cohort d (net, any)	NCT04579679	cohort d (net, any)	2	NCT04579679#om0#OG003|NCT04579679#om3#OG003	0|3	PRIMARY|SECONDARY	2	1	2	1	1	1	1	1	5	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose escalation phase: surufatinib 250 mg + tislelizumab	NCT04579757	dose escalation phase: surufatinib 250 mg + tislelizumab	3	NCT04579757#om3#OG000|NCT04579757#om5#OG000|NCT04579757#om6#OG000	3|5|6	SECONDARY	3	1	3	1	1	1	1	1	6	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose escalation phase: surufatinib 300 mg + tislelizumab	NCT04579757	dose escalation phase: surufatinib 300 mg + tislelizumab	3	NCT04579757#om3#OG001|NCT04579757#om5#OG001|NCT04579757#om6#OG001	3|5|6	SECONDARY	3	1	3	1	1	1	1	1	6	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort a: crc	NCT04579757	dose expansion phase: cohort a: crc	3	NCT04579757#om2#OG000|NCT04579757#om5#OG002|NCT04579757#om6#OG002	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	15	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort b1: thoracic nets	NCT04579757	dose expansion phase: cohort b1: thoracic nets	3	NCT04579757#om2#OG001|NCT04579757#om5#OG003|NCT04579757#om6#OG003	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	10	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort b2: gep nets	NCT04579757	dose expansion phase: cohort b2: gep nets	3	NCT04579757#om2#OG002|NCT04579757#om5#OG004|NCT04579757#om6#OG004	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	20	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort c: sclc	NCT04579757	dose expansion phase: cohort c: sclc	3	NCT04579757#om2#OG003|NCT04579757#om5#OG005|NCT04579757#om6#OG005	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	15	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort d: gc	NCT04579757	dose expansion phase: cohort d: gc	3	NCT04579757#om2#OG004|NCT04579757#om5#OG006|NCT04579757#om6#OG006	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	3	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort e2: ups	NCT04579757	dose expansion phase: cohort e2: ups	3	NCT04579757#om2#OG005|NCT04579757#om5#OG007|NCT04579757#om6#OG007	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	9	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04579757||dose expansion phase: cohort f: atc	NCT04579757	dose expansion phase: cohort f: atc	3	NCT04579757#om2#OG006|NCT04579757#om5#OG008|NCT04579757#om6#OG008	2|5|6	PRIMARY|SECONDARY	3	2	3	1	1	1	1	1	3	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04581824||dostarlimab + chemotherapy	NCT04581824	dostarlimab + chemotherapy	1	NCT04581824#om17#OG000	17	PRIMARY	1	1	1	1	1	1	1	1	121	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04581824||pembrolizumab + chemotherapy	NCT04581824	pembrolizumab + chemotherapy	1	NCT04581824#om17#OG001	17	PRIMARY	1	1	1	1	1	1	1	1	122	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 1b of ssa: sasanlimab (300mg) + encorafenib (300mg) + binimetinib (45mg)	NCT04585815	phase 1b of ssa: sasanlimab (300mg) + encorafenib (300mg) + binimetinib (45mg)	2	NCT04585815#om9#OG000|NCT04585815#om10#OG000	9|10	SECONDARY	2	1	2	1	1	1	1	1	4	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 1b of ssa: sasanlimab (300mg) + encorafenib (450mg) + binimetinib (45mg)	NCT04585815	phase 1b of ssa: sasanlimab (300mg) + encorafenib (450mg) + binimetinib (45mg)	2	NCT04585815#om9#OG001|NCT04585815#om10#OG001	9|10	SECONDARY	2	1	2	1	1	1	1	1	9	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 1b of ssb: sasanlimab (225 mg) + axitinib (5 mg)	NCT04585815	phase 1b of ssb: sasanlimab (225 mg) + axitinib (5 mg)	1	NCT04585815#om39#OG000	39	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 1b of ssb: sasanlimab (225mg) + axitinib (5 mg) + sea-tgt(1mg/kg)	NCT04585815	phase 1b of ssb: sasanlimab (225mg) + axitinib (5 mg) + sea-tgt(1mg/kg)	1	NCT04585815#om39#OG001	39	SECONDARY	1	1	1	1	1	1	1	1	6	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 2 of ssb: 1l nsclc / pd-l1: tps >=50% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	NCT04585815	phase 2 of ssb: 1l nsclc / pd-l1: tps >=50% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	2	NCT04585815#om3#OG001|NCT04585815#om61#OG001	3|61	PRIMARY|SECONDARY	2	1	1	1	1	1	2	1	2	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 2 of ssb: 1l nsclc pd-l1: tps 1-49% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	NCT04585815	phase 2 of ssb: 1l nsclc pd-l1: tps 1-49% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	2	NCT04585815#om3#OG000|NCT04585815#om61#OG000	3|61	PRIMARY|SECONDARY	2	1	1	1	1	1	2	1	3	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 2 of ssb: 2/3l nsclc / pd-l1: tps >=1% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	NCT04585815	phase 2 of ssb: 2/3l nsclc / pd-l1: tps >=1% (sasanlimab (225mg)+axitinib (5mg)+sea-tgt (1mg/kg)	2	NCT04585815#om3#OG002|NCT04585815#om61#OG002	3|61	PRIMARY|SECONDARY	2	1	1	1	1	1	2	1	7	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04585815||phase 2: sasanlimab + encorafenib + binimetinib	NCT04585815	phase 2: sasanlimab + encorafenib + binimetinib	3	NCT04585815#om1#OG000|NCT04585815#om11#OG000|NCT04585815#om30#OG000	1|11|30	PRIMARY|SECONDARY	3	1	3	1	1	1	1	1	0	REPORTED_ZERO	0	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04601857||cohort a	NCT04601857	cohort a	2	NCT04601857#om0#OG000|NCT04601857#om1#OG000	0|1	PRIMARY|SECONDARY	2	1	2	2	2	1	1	1	17	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04601857||cohort b	NCT04601857	cohort b	2	NCT04601857#om0#OG001|NCT04601857#om1#OG001	0|1	PRIMARY|SECONDARY	2	1	2	2	2	1	1	1	26	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04602078||aurea single-arm	NCT04602078	aurea single-arm	3	NCT04602078#om0#OG000|NCT04602078#om3#OG000|NCT04602078#om10#OG000	0|3|10	PRIMARY|SECONDARY|OTHER_PRE_SPECIFIED	3	3	3	2	2	2	2	2	66|40	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||cohort 3: arm d [ec + folfiri]	NCT04607421	cohort 3: arm d [ec + folfiri]	2	NCT04607421#om3#OG000|NCT04607421#om65#OG000	3|65	PRIMARY|SECONDARY	2	2	1	1	1	2	1	1	73	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||cohort 3: arm e [folfiri with or without bevacizumab]	NCT04607421	cohort 3: arm e [folfiri with or without bevacizumab]	2	NCT04607421#om3#OG001|NCT04607421#om65#OG001	3|65	PRIMARY|SECONDARY	2	2	1	1	1	2	1	1	74	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||phase 3: arm a [ec]	NCT04607421	phase 3: arm a [ec]	1	NCT04607421#om36#OG000	36	SECONDARY	1	1	1	1	1	1	1	1	158	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||phase 3: arm b [ec + mfolfox6]	NCT04607421	phase 3: arm b [ec + mfolfox6]	7	NCT04607421#om2#OG000|NCT04607421#om35#OG000|NCT04607421#om36#OG001|NCT04607421#om37#OG000|NCT04607421#om38#OG000|NCT04607421#om42#OG000|NCT04607421#om43#OG000	2|35|36|37|38|42|43	PRIMARY|SECONDARY	7	5	4	1	1	7	2	3	110|236|67|71	PRESENT	7	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||phase 3: arm c [standard of care chemotherapy, control arm]	NCT04607421	phase 3: arm c [standard of care chemotherapy, control arm]	7	NCT04607421#om2#OG001|NCT04607421#om35#OG001|NCT04607421#om36#OG002|NCT04607421#om37#OG001|NCT04607421#om38#OG001|NCT04607421#om42#OG001|NCT04607421#om43#OG001	2|35|36|37|38|42|43	PRIMARY|SECONDARY	7	5	4	1	1	7	2	3	110|243|44	PRESENT	7	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||sli: cohort 1 [ec + folfiri]	NCT04607421	sli: cohort 1 [ec + folfiri]	1	NCT04607421#om12#OG000	12	SECONDARY	1	1	1	1	1	1	1	1	30	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607421||sli: cohort 2 [ec + mfolfox6]	NCT04607421	sli: cohort 2 [ec + mfolfox6]	1	NCT04607421#om12#OG001	12	SECONDARY	1	1	1	1	1	1	1	1	27	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607668||placebo + folfoxiri/bevacizumab	NCT04607668	placebo + folfoxiri/bevacizumab	3	NCT04607668#om9#OG001|NCT04607668#om10#OG001|NCT04607668#om11#OG001	9|10|11	SECONDARY	3	2	3	2	2	1	2	2	140	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04607668||trilaciclib + folfoxiri/bevacizumab	NCT04607668	trilaciclib + folfoxiri/bevacizumab	3	NCT04607668#om9#OG000|NCT04607668#om10#OG000|NCT04607668#om11#OG000	9|10|11	SECONDARY	3	2	3	2	2	1	2	2	137	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04611126||with ipilimumab	NCT04611126	with ipilimumab	1	NCT04611126#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	0	REPORTED_ZERO	0	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04611126||without ipilimumab	NCT04611126	without ipilimumab	1	NCT04611126#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	5	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04619004||patritumab deruxtecan 5.6 mg/kg	NCT04619004	patritumab deruxtecan 5.6 mg/kg	3	NCT04619004#om0#OG000|NCT04619004#om3#OG000|NCT04619004#om4#OG000	0|3|4	PRIMARY|SECONDARY	3	2	3	1	1	2	1	1	225	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04619004||patritumab deruxtecan up-titration	NCT04619004	patritumab deruxtecan up-titration	3	NCT04619004#om0#OG001|NCT04619004#om3#OG001|NCT04619004#om4#OG001	0|3|4	PRIMARY|SECONDARY	3	2	3	1	1	2	1	1	50	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04619797||placebo + pembrolizumab + chemotherapy	NCT04619797	placebo + pembrolizumab + chemotherapy	1	NCT04619797#om10#OG000	10	SECONDARY	1	1	1	1	1	1	1	1	272	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04619797||tiragolumab + atezolizumab + chemotherapy	NCT04619797	tiragolumab + atezolizumab + chemotherapy	1	NCT04619797#om10#OG001	10	SECONDARY	1	1	1	1	1	1	1	1	269	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 0.5 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 0.5 mg/kg	1	NCT04622774#om5#OG000	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 1.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 1.0 mg/kg	1	NCT04622774#om5#OG001	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 2.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 2.0 mg/kg	1	NCT04622774#om5#OG002	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 4.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 4.0 mg/kg	1	NCT04622774#om5#OG003	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 5.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 5.0 mg/kg	1	NCT04622774#om5#OG004	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 6.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 6.0 mg/kg	1	NCT04622774#om5#OG005	5	SECONDARY	1	1	1	1	1	1	1	1	10	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule a: imgc936 7.0 mg/kg	NCT04622774	dose escalation - schedule a: imgc936 7.0 mg/kg	1	NCT04622774#om5#OG006	5	SECONDARY	1	1	1	1	1	1	1	1	9	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose escalation - schedule b: imgc936 2.0 mg/kg	NCT04622774	dose escalation - schedule b: imgc936 2.0 mg/kg	1	NCT04622774#om5#OG007	5	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose expansion - nsclc: imgc936 6.0 mg/kg	NCT04622774	dose expansion - nsclc: imgc936 6.0 mg/kg	1	NCT04622774#om2#OG000	2	PRIMARY	1	1	1	1	1	1	1	1	13	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04622774||dose expansion - tnbc: imgc936 6.0 mg/kg	NCT04622774	dose expansion - tnbc: imgc936 6.0 mg/kg	1	NCT04622774#om2#OG001	2	PRIMARY	1	1	1	1	1	1	1	1	6	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT04623775||part 2: treatment c	NCT04623775	part 2: treatment c	2	NCT04623775#om1#OG000|NCT04623775#om6#OG000	1|6	PRIMARY|SECONDARY	2	1	1	1	1	1	1	1	158	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
