nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record_verbatim	arm_link_state	arm_link_relation	arm_link_source	arm_link_source_locator	n_candidate_arms	candidate_arm_indices	candidate_arm_labels	candidate_arm_types_verbatim	bound_arm_index	bound_arm_label	bound_arm_registered_type_verbatim	downgraded_candidate_arm_index	downgraded_candidate_arm_label	downgraded_candidate_registered_type_verbatim	contrary_description_locator	contrary_description_evidence_excerpt	comparator_role	comparator_role_basis	comparator_role_identity_assumption	group_text_comparator_wording_unverified	source_join_verification	registry_type_statement	registry_type_statement_assumption	contested_flags	leaf_claim_state	leaf_claim_arm_label	leaf_claim_locator	leaf_claim_verification	leaf_claim_verification_before_downgrade	leaf_narrative_transformed_excerpt_not_parsed	leaf_excerpt_transform	leaf_excerpt_original_chars	leaf_excerpt_at_400_char_cap	sole_arm_multi_results_group_flag	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	job3_control_status	disposition_vs_v1	group_description_transformed_excerpt	group_description_transform	group_description_original_chars
NCT00654238	To Determine the Efficacy (Best Response) of BAY 43-9006 (Objective Response Rate and Stable Disease) in Patients With Metastatic Thyroid Carcinoma.	Sorafenib	1	1999_2009	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 13; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	1	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	1	LEAF-OUT/LEAF-QD-group0.tsv:line 13	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description ('This is a single arm study.') is the verbatim opening of the group description; armGroups[0].interventionNames 'Drug: sorafenib' equals group_title; armGroups cardinality = 1	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	201	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	1	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	This is a single arm study.  sorafenib: 400mg PO BID daily	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	58
NCT00756509	Proportion of Participants With Best Overall Response at Month 6 (Core Phase) Determined According to the RECIST v1.0.	Nilotinib	41	1999_2009	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	nilotinib	EXPERIMENTAL	0	nilotinib	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	nilotinib	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Participants who received 400 mg bid of nilotinib	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	49
NCT01648764	Number of Participants With Best Overall Response (BOR)	40 mg LY - Arm A Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 70; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 70	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	40 milligrams (mg) LY2334737 (LY) administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	247
NCT01648764	Number of Participants With Best Overall Response (BOR)	50 mg LY - Arm A Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 72; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 72	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	50 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	229
NCT01648764	Number of Participants With Best Overall Response (BOR)	60 mg LY - Arm A Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 74; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 74	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	60 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	229
NCT01648764	Number of Participants With Best Overall Response (BOR)	70 mg LY - Arm A Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 76; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 76	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	70 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	229
NCT01648764	Number of Participants With Best Overall Response (BOR)	80 mg LY - Arm A Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 78; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 78	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	80 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	229
NCT01648764	Number of Participants With Best Overall Response (BOR)	90 mg LY - Arm A Dose Escalation	2	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 81; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 81	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	90 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	229
NCT01648764	Number of Participants With Best Overall Response (BOR)	100 mg LY - Arm A Dose Escalation	5	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 69; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	LY2334737 - Arm A	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm A	LEAF-OUT/LEAF-QD-group0.tsv:line 69	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm A	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	100 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	230
NCT01648764	Number of Participants With Best Overall Response (BOR)	40 mg LY - Arm B Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 71; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	LY2334737 - Arm B	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm B	LEAF-OUT/LEAF-QD-group0.tsv:line 71	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm B	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	40 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	236
NCT01648764	Number of Participants With Best Overall Response (BOR)	50 mg LY - Arm B Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 73; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	LY2334737 - Arm B	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm B	LEAF-OUT/LEAF-QD-group0.tsv:line 73	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm B	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	50 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	236
NCT01648764	Number of Participants With Best Overall Response (BOR)	60 mg LY - Arm B Dose Escalation	5	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 75; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	LY2334737 - Arm B	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm B	LEAF-OUT/LEAF-QD-group0.tsv:line 75	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm B	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	60 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	236
NCT01648764	Number of Participants With Best Overall Response (BOR)	70 mg LY - Arm B Dose Escalation	3	1999_2009	bor	2	14	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 77; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	LY2334737 - Arm B	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	LY2334737 - Arm B	LEAF-OUT/LEAF-QD-group0.tsv:line 77	RETAINED_UNVERIFIED_WITH_LOCATOR		group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	180	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	LY2334737 - Arm B	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	70 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	236
