nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record	arm_link_state	arm_link_evidence_code	arm_link_source	confirmed_registry_arm_label	confirmed_registry_arm_type	candidate_registry_arm_labels	candidate_registry_arm_types	candidate_evidence	control_status	control_basis	contested_flag	sole_arm_multi_results_group_flag	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	disposition_vs_job3	group_description
NCT04764474	Number of Patients With Best Overall Response (BOR)	Cohort 7: HMPL-306 Dose Level 7	2	2018_2021	bor	1	8	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Treatment	EXPERIMENTAL			sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	NOT_CONTROL_CONFIRMED	confirmed arm 'Treatment' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	Patients received HMPL-306 Dose Level 7 tablet orally once on Day 1 of the PK week (7 days prior to Cycle 1 Day 1) (applicable for dose escalation part) and then QD from Cycle 1 Day 1 until PD, death, intolerable toxicity, withdrawal of consent, lost to follow-up, meeting conditions for treatment discontinuation specified in protocol, or end of study, whichever came first. Each cycle duration was 
NCT04764474	Number of Patients With Best Overall Response (BOR)	Cohort 8: HMPL-306 Dose Level 8	5	2018_2021	bor	1	8	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Treatment	EXPERIMENTAL			sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	NOT_CONTROL_CONFIRMED	confirmed arm 'Treatment' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	Patients received HMPL-306 Dose Level 8 tablet orally once on Day 1 of the PK week (7 days prior to Cycle 1 Day 1) (applicable for dose escalation part) and then QD from Cycle 1 Day 1 until PD, death, intolerable toxicity, withdrawal of consent, lost to follow-up, meeting conditions for treatment discontinuation specified in protocol, or end of study, whichever came first. Each cycle duration was 
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm A: Ipilimumab	176	2018_2021	bor	2	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Arm A: ipilimumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Arm A: ipilimumab' type=EXPERIMENTAL		NO	NORMALIZED	Arm A: ipilimumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	ipilimumab 3 mg/kg intravenous  Ipilimumab: Arm A: 4 doses administered intravenously at a dose of 3 mg/kg over 90 minutes on Weeks 1, 4, 7, and 10.
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm B: IMO-2125 Plus Ipilimumab	171	2018_2021	bor	2	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Arm B: IMO-2125 plus ipilimumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Arm B: IMO-2125 plus ipilimumab' type=EXPERIMENTAL		NO	NORMALIZED	Arm B: IMO-2125 plus ipilimumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	IMO-2125 by intratumoral injection plus ipilimumab 3 mg/kg intravenous  Tilsotolimod with Ipilimumab: IMO-2125 intratumoral injection administered as 9 doses on Weeks 1, 2, 3, 5, 8, 11, 16, 20, and 24. WITH (Arm B): Ipilimumab administered as 4 doses on Weeks 2, 5, 8, and 11. in combination with tilsotolimod
NCT02913430	Best Overall Response (BOR)	Fulvestrant + Palbociclib	5	2018_2021	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Arm A	ACTIVE_COMPARATOR			armGroups[].interventionNames (['Drug: Fulvestrant','Drug: Palbociclib'] vs ['Drug: Tamoxifen','Drug: Palbociclib']) plus armGroups[].description dose text, both reproduced verbatim in the group description	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Arm A' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Fulvestrant: 500mg IM Q28 days  Palbociclib: 125mg/day PO on a 21 days on/7 days off schedule
NCT02913430	Best Overall Response (BOR)	Tamoxifen + Palbociclib	2	2018_2021	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Arm B	ACTIVE_COMPARATOR			armGroups[].interventionNames (['Drug: Fulvestrant','Drug: Palbociclib'] vs ['Drug: Tamoxifen','Drug: Palbociclib']) plus armGroups[].description dose text, both reproduced verbatim in the group description	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Arm B' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Tamoxifen: 20mg PO Q-daily  Palbociclib: 125mg/day PO on a 21 days on/7 days off schedule
NCT04313504	Overall Response	Niraparib & Dostarlimab	10	2018_2021	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Niraparib & Dostarlimab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Niraparib & Dostarlimab' type=EXPERIMENTAL		NO	EXACT	Niraparib & Dostarlimab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Niraparib starting on Day 0. Niraparib will be administered as continuous daily dose, orally 200 or 300 mg.  Dostarlimab IV administered via a 30-minute infusion on Day 1 of every 21 day cycle. 500mg for first 4 doses followed by 1000 mg every 6 weeks.  Niraparib: Niraparib \& Dostarlimab combination  Dostarlimab: Niraparib \& Dostarlimab combination
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 100 mg BID + Avelumab 800 mg Q2W	4	2018_2021	bor	3	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED	DELIVERED_LEAF:LEAF-QD-group3.tsv			Part A: M3814 + Avelumab	EXPERIMENTAL	armGroups[0].label 'Part' token shared with group title prefix	UNKNOWN_IN_THIS_CACHE	no confirmed arm link and no control language in the group record		NO	NONE			UNKNOWN	UNCHANGED_CLASS	Participants received 100 milligrams (mg) of M3814 orally twice daily (BID) along with 800 mg of Avelumab once every 2 weeks (Q2W) from Day 1 until progressive disease (PD) or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 200 mg BID + Avelumab 800 mg Q2W	8	2018_2021	bor	3	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED	DELIVERED_LEAF:LEAF-QD-group3.tsv			Part A: M3814 + Avelumab	EXPERIMENTAL	armGroups[0].label 'Part' token shared with group title prefix	UNKNOWN_IN_THIS_CACHE	no confirmed arm link and no control language in the group record		NO	NONE			UNKNOWN	UNCHANGED_CLASS	Participants received 200 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 250 mg BID + Avelumab 800 mg Q2W	1	2018_2021	bor	3	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED	DELIVERED_LEAF:LEAF-QD-group3.tsv			Part A: M3814 + Avelumab	EXPERIMENTAL	armGroups[0].label 'Part' token shared with group title prefix	UNKNOWN_IN_THIS_CACHE	no confirmed arm link and no control language in the group record		NO	NONE			UNKNOWN	UNCHANGED_CLASS	Participants received 250 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 300 mg BID + Avelumab 800 mg Q2W	2	2018_2021	bor	3	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED	DELIVERED_LEAF:LEAF-QD-group3.tsv			Part A: M3814 + Avelumab	EXPERIMENTAL	armGroups[0].label 'Part' token shared with group title prefix	UNKNOWN_IN_THIS_CACHE	no confirmed arm link and no control language in the group record		NO	NONE			UNKNOWN	UNCHANGED_CLASS	Participants received 300 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 400 mg BID + Avelumab 800 mg Q2W	2	2018_2021	bor	3	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED	DELIVERED_LEAF:LEAF-QD-group3.tsv			Part A: M3814 + Avelumab	EXPERIMENTAL	armGroups[0].label 'Part' token shared with group title prefix	UNKNOWN_IN_THIS_CACHE	no confirmed arm link and no control language in the group record		NO	NONE			UNKNOWN	UNCHANGED_CLASS	Participants received 400 mg of M3814 orally BID along with 800 mg of Avelumab Q2W from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 100 mg BID + Avelumab 800 mg Q2W + RT	3	2018_2021	bor	3	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part B: M3814 + Avelumab + Radiotherapy (RT)	EXPERIMENTAL			armGroups[1].label 'Part' token shared with group title prefix; group description names radiotherapy, present only in armGroups[1].interventionNames	NOT_CONTROL_CONFIRMED	confirmed arm 'Part B: M3814 + Avelumab + Radiotherapy (RT)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received 100 mg of M3814 along with radiotherapy (RT) at 3 grays (Gy) once daily (QD) starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 150 mg BID +Avelumab 800 mg Q2W + RT	3	2018_2021	bor	3	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part B: M3814 + Avelumab + Radiotherapy (RT)	EXPERIMENTAL			armGroups[1].label 'Part' token shared with group title prefix; group description names radiotherapy, present only in armGroups[1].interventionNames	NOT_CONTROL_CONFIRMED	confirmed arm 'Part B: M3814 + Avelumab + Radiotherapy (RT)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received 150 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 200 mg BID + Avelumab 800 mg Q2W + RT	3	2018_2021	bor	3	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part B: M3814 + Avelumab + Radiotherapy (RT)	EXPERIMENTAL			armGroups[1].label 'Part' token shared with group title prefix; group description names radiotherapy, present only in armGroups[1].interventionNames	NOT_CONTROL_CONFIRMED	confirmed arm 'Part B: M3814 + Avelumab + Radiotherapy (RT)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received 200 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part B: M3814 250 mg BID + Avelumab 800 mg Q2W + RT	5	2018_2021	bor	3	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part B: M3814 + Avelumab + Radiotherapy (RT)	EXPERIMENTAL			armGroups[1].label 'Part' token shared with group title prefix; group description names radiotherapy, present only in armGroups[1].interventionNames	NOT_CONTROL_CONFIRMED	confirmed arm 'Part B: M3814 + Avelumab + Radiotherapy (RT)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received 250 mg of M3814 along with RT at 3 Gy QD starting on Day 1 for 5 days per week for 2 weeks in combination with intravenous infusion of Avelumab at a dose of 800 mg Q2W starting from Day 1 until PD or unacceptable toxicity. M3814 will be administered without food.
NCT03724890	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part Food Effect: M3814 100 mg BID + Avelumab 800 mg Q2W	3	2018_2021	bor	3	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part FE: M3814 + Avelumab (fasted/fed state)	EXPERIMENTAL			armGroups[2].label 'Part' token shared with group title prefix; group description names fasted/fed, matching armGroups[2].label '(fasted/fed state)'	NOT_CONTROL_CONFIRMED	confirmed arm 'Part FE: M3814 + Avelumab (fasted/fed state)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants were administered 100 mg M3814 tablet orally BID in combination with i.v of avelumab at a dose of 800 mg Q2W throughout the whole study under fasted condition with the exception of fed condition on Day 1 and Day 22. The summary statistics for demographics, safety and efficacy is based on dose level but not fast/fed condition which is not fit for purpose.
NCT03724890	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part Food Effect: M3814 200 mg BID + Avelumab 800 mg Q2W	3	2018_2021	bor	3	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Part FE: M3814 + Avelumab (fasted/fed state)	EXPERIMENTAL			armGroups[2].label 'Part' token shared with group title prefix; group description names fasted/fed, matching armGroups[2].label '(fasted/fed state)'	NOT_CONTROL_CONFIRMED	confirmed arm 'Part FE: M3814 + Avelumab (fasted/fed state)' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants were administered 200 mg M3814 tablet orally BID in combination with i.v of avelumab at a dose of 800 mg Q2W throughout the whole study under fasted condition with the exception of fed condition on Day 1 and Day 22. The summary statistics for demographics, safety and efficacy is based on dose level but not fast/fed condition which is not fit for purpose.
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Cemiplimab + Chemotherapy	89	2018_2021	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	OTHER | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	REGN2810+Chemo Part 1	EXPERIMENTAL			armGroups[1].description 'Part 1: REGN2810+chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	NOT_CONTROL_CONFIRMED	confirmed arm 'REGN2810+Chemo Part 1' type=EXPERIMENTAL		NO	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received cemiplimab plus platinum-based doublet chemotherapy
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	99	2018_2021	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	OTHER | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	REGN2810+AbbrevChemo+ipi	EXPERIMENTAL			armGroups[2].description 'Part 1: REGN2810+abbrev chemo+ipi' (unique on the abbrev-chemo + ipilimumab tokens); the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	NOT_CONTROL_CONFIRMED	confirmed arm 'REGN2810+AbbrevChemo+ipi' type=EXPERIMENTAL		NO	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received cemiplimab plus platinum-based doublet chemotherapy and ipilimumab
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Chemotherapy	89	2018_2021	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	OTHER | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Chemo	OTHER			armGroups[0].label 'Chemo', description 'Part 1: Chemotherapy'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	NOT_CONTROL_CONFIRMED	confirmed arm 'Chemo' type=OTHER		NO	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received platinum-based doublet chemotherapy
NCT03409614	Part 2: BOR Per IRC	Part 2: Cemiplimab + Chemotherapy	279	2018_2021	bor	5	2	ALL_ARMS_NON_CONTROL_TYPED	OTHER | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	REGN2810+Chemo Part 2	EXPERIMENTAL			armGroups[4].description 'Part 2: REGN2810+chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	NOT_CONTROL_CONFIRMED	confirmed arm 'REGN2810+Chemo Part 2' type=EXPERIMENTAL		NO	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants received cemiplimab plus platinum-based doublet chemotherapy
NCT03409614	Part 2: BOR Per IRC	Part 2: Placebo + Chemotherapy	133	2018_2021	bor	5	2	ALL_ARMS_NON_CONTROL_TYPED	OTHER | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Placebo+Chemo	EXPERIMENTAL			armGroups[3].label 'Placebo+Chemo', description 'Part 2: Placebo plus chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	CONTESTED	group record states placebo/no-intervention but the CONFIRMED registry arm 'Placebo+Chemo' is typed EXPERIMENTAL; neither field wins	PLACEBO_OR_NOINT_TEXT_VS_NONCONTROL_REGISTRY_TYPE	NO	AMBIGUOUS_MULTI			CONTROL_PLACEBO_BY_GROUP_TEXT	CHANGED_CLASS:CONTROL_PROPOSED->CONTESTED	Placebo matching cemiplimab plus platinum-based doublet chemotherapy
NCT03750786	Overall Response Rate	Group A	231	2018_2021	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Group A	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Group A' type=EXPERIMENTAL		NO	EXACT	Group A	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	ARFOX (Arfolitixorin and 5-FU and Oxaliplatin) and Bevacizumab  Arfolitixorin: Arfolitixorin and 5-FU and Oxaliplatin and Bevacizumab
NCT03750786	Overall Response Rate	Group B	218	2018_2021	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Group B	ACTIVE_COMPARATOR				CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Group B' type=ACTIVE_COMPARATOR		NO	EXACT	Group B	ACTIVE_COMPARATOR	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS	mFOLFOX-6 (Leucovorin and 5-FU and Oxaliplatin) and Bevacizumab  Leucovorin: Leucovorin and 5-FU and Oxaliplatin and Bevacizumab
NCT04387071	Disease Control Rate	Treatment (CMP-001, INCAGN01949)	2	2018_2021	bor	7	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED_TYPE_ONLY	LEAF_ARM_SET_TYPE_INVARIANT	DELIVERED_LEAF:LEAF-QD-group3.tsv					armGroups[*].type: all 7 registered dose-level arms are EXPERIMENTAL	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	arm identity not resolved; all 7 registered arm(s) typed ['EXPERIMENTAL'] in this cache		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Patients receive CMP-001 SC on day 1 of weeks 1 and 2 and IT on day 1 of weeks 3-6 in the absence of disease progression or unacceptable toxicity. Patients also receive INCAGN01949 IT on day 1 of weeks 3-6 in the absence of disease progression or unacceptable toxicity.  Agonistic Anti-OX40 Monoclonal Antibody INCAGN01949: Given IT  VLP-encapsulated TLR9 Agonist CMP-001: Given SC and IT
NCT03386357	Response Rate According to RECIST	A (Pembrolizumab+RT)	47	2018_2021	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	A (pembrolizumab+RT)	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'A (pembrolizumab+RT)' type=EXPERIMENTAL		NO	NORMALIZED	A (pembrolizumab+RT)	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Pembrolizumab (200mg absolute, q3w) combined with radiotherapy (12x3Gy) of one, two or three metastases.  A (pembrolizumab+RT): Pembrolizumab (200mg absolute, q3w) combined with radiotherapy (12x3Gy) of one, two or three metastases. Only metastases that perspectively require radiotherapy will be treated. The irradiated tumor volume must be at least 10cm³. Radiotherapy of brain metastases is not al
NCT03386357	Response Rate According to RECIST	B (Pembrolizumab)	46	2018_2021	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	B (pembrolizumab)	ACTIVE_COMPARATOR				CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'B (pembrolizumab)' type=ACTIVE_COMPARATOR		NO	NORMALIZED	B (pembrolizumab)	ACTIVE_COMPARATOR	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS	Pembrolizumab (200mg absolute, q3w) without radiotherapy  B (pembrolizumab): Pembrolizumab (200mg absolute, q3w)
NCT03854227	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	Part 2A: [2L+ Non-small Cell Lung Cancer (NSCLC)] PF-06939999 6mg QD	9	2018_2021	bor	6	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group3.tsv	Non small cell lung cancer monotherapy	EXPERIMENTAL			armGroups[1] tumour-type label matches the group-title tumour type; group description states 6 mg QD with no docetaxel, excluding armGroups[4]/[5] (PF-06939999 + docetaxel)	NOT_CONTROL_CONFIRMED	confirmed arm 'Non small cell lung cancer monotherapy' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Part 2 is dose expansion part. Participants with NSCLC who had progressed after at least 1 line of checkpoint inhibitors and 1 line of platinum based chemotherapy (2L+) received PF-06939999 6 mg QD in 28-day cycles up to 2 years or until disease progression.
