nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT01374451	everolimus	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Objective Response Rate (ORR) as Per Radiology Review | tf=Once 80 PFS events had occurred | pop=The FAS consisted of all randomized patients. | NUMBER/Percentage of participant || om6:Disease Control Rate (DCR) as Per Radiology Review | tf=Once 80 PFS events had occurred | pop=The FAS consisted of all randomized patients. | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01374451	paseriotide lar + everolimus	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Objective Response Rate (ORR) as Per Radiology Review | tf=Once 80 PFS events had occurred | pop=The FAS consisted of all randomized patients. | NUMBER/Percentage of participant || om6:Disease Control Rate (DCR) as Per Radiology Review | tf=Once 80 PFS events had occurred | pop=The FAS consisted of all randomized patients. | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01378975	cohort 2: previously treated participants	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response Rate (BORR) in the Brain of Participants With Previously T | tf=Baseline up to the disease progression or dea | pop=The ITT population included all participants  | NUMBER/percentage of participant || om2:Best Overall Response Rate (BORR) in the Brain of Participants With Previously T | tf=Baseline up to the disease progression or dea | pop=The ITT population included all participants  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01379521	everolimus + tace	2	1|3	1	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Overall Response Rate (ORR) and Disease Control Rate (DCR) Based on the Modified | tf=6, 12 months, end of study | pop=Full Analysis Set (FAS) comprises all randomi | / || om3:Overall Response Rate (ORR) and Disease Control Rate (DCR) Based on Original REC | tf=6, 12 months, end of study | pop=Full Analysis Set (FAS) comprises all randomi | /	ctg_placebo_onc_2010_2013.txt
NCT01379521	placebo + tace	2	1|3	1	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Overall Response Rate (ORR) and Disease Control Rate (DCR) Based on the Modified | tf=6, 12 months, end of study | pop=Full Analysis Set (FAS) comprises all randomi | / || om3:Overall Response Rate (ORR) and Disease Control Rate (DCR) Based on Original REC | tf=6, 12 months, end of study | pop=Full Analysis Set (FAS) comprises all randomi | /	ctg_placebo_onc_2010_2013.txt
NCT01379534	fgfr2 (mut)	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om1:Overall Response Rate (ORR) | tf=Baseline and every 6 weeks until disease prog | pop=Primary endpoint analysis set (PEAS): The PEA | NUMBER/Percentage of participant || om2:Disease Control Rate (DCR) | tf=Baseline and every 6 weeks until disease prog | pop=Primary endpoint analysis set (PEAS): The PEA | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01379534	fgfr2 (wt)	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om1:Overall Response Rate (ORR) | tf=Baseline and every 6 weeks until disease prog | pop=Primary endpoint analysis set (PEAS): The PEA | NUMBER/Percentage of participant || om2:Disease Control Rate (DCR) | tf=Baseline and every 6 weeks until disease prog | pop=Primary endpoint analysis set (PEAS): The PEA | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01381874	abiraterone acetate + exemestane + prednisone	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant || om3:Clinical Benefit Rate | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01381874	abiraterone acetate + prednisone	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant || om3:Clinical Benefit Rate | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01381874	exemestane	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant || om3:Clinical Benefit Rate | tf=Approximately 2 years | pop=ITT analysis set with measurable disease at b | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01391130	ly2510924 + sunitinib	2	1|3	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om1:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to Date of Tumor Response or Measure | pop=All participants who received at least one do | NUMBER/percentage of participant || om3:Duration of Overall Response (DOR) | tf=Date of First Response to Date of Progressive | pop=All participants who received at least one do | MEDIAN/Months	ctg_results_bor_2010_2013.txt
NCT01391130	sunitinib	2	1|3	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om1:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to Date of Tumor Response or Measure | pop=All participants who received at least one do | NUMBER/percentage of participant || om3:Duration of Overall Response (DOR) | tf=Date of First Response to Date of Progressive | pop=All participants who received at least one do | MEDIAN/Months	ctg_results_bor_2010_2013.txt
NCT01391962	sunitinib malate 37.5 mg followed by azd2171 (cediranib) 30 mg	2	1|3	1	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om1:Part I: Objective Response Rate (ORR) of Single-agent Sunitinib in Participants  | tf=Time on treatment (an average of 497 days or  | pop=A total of 14/34 participants were analyzed:  | COUNT_OF_PARTICIPANTS/Participants || om3:Part II: Objective Response Rate (ORR) of Cediranib in Participants Who Progress | tf=Time on treatment (an average of 497 days or  | pop=A total of 10/34 participants were analyzed:  | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01416389	ixabepilone	2	1|3	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants Achieving an Overall Response (Overall Response Rate) | tf=Baseline to measured progressive disease or d | pop=Participants who received at least 1 dose of  | NUMBER/percentage of responders || om3:Percentage of Participants Achieving a Clinical Benefit (Clinical Benefit Rate) | tf=Baseline to measured progressive disease or d | pop=Participants who received at least 1 dose of  | NUMBER/percentage of responders	ctg_results_bor_2010_2013.txt
NCT01416389	ly2523355 + pegfilgrastim or filgrastim	2	1|3	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants Achieving an Overall Response (Overall Response Rate) | tf=Baseline to measured progressive disease or d | pop=Participants who received at least 1 dose of  | NUMBER/percentage of responders || om3:Percentage of Participants Achieving a Clinical Benefit (Clinical Benefit Rate) | tf=Baseline to measured progressive disease or d | pop=Participants who received at least 1 dose of  | NUMBER/percentage of responders	ctg_results_bor_2010_2013.txt
NCT01439568	carboplatin + etoposide	2	1|3	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om1:Number of Participants Achieving Complete Response (CR) or Partial Response (PR) | tf=Baseline to Date of Tumor Response or Measure | pop=All participants who received at least one do | COUNT_OF_PARTICIPANTS/Participants || om3:Duration of Overall Response (DOR) | tf=Date of Response to Date of Progressive Disea | pop=All participants who received at least one do | MEDIAN/Months	ctg_results_bor_2010_2013.txt
NCT01439568	ly2510924 + carboplatin + etoposide	2	1|3	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om1:Number of Participants Achieving Complete Response (CR) or Partial Response (PR) | tf=Baseline to Date of Tumor Response or Measure | pop=All participants who received at least one do | COUNT_OF_PARTICIPANTS/Participants || om3:Duration of Overall Response (DOR) | tf=Date of Response to Date of Progressive Disea | pop=All participants who received at least one do | MEDIAN/Months	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 100 milligram (mg), once daily (qd)	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 1200 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 150 mg, qd	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 200 mg, mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 200 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 200 mg, qd	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 300 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 300 mg, qd	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 400 mg, mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 400 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 600 mg, mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 600 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 900 mg, mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process a: tak-117 900 mg, mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 1200 mg fm mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 1200 mg fm mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 1500 mg fm mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 300 mg fm twice daily (bid) mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 400 mg fm bid mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 500 mg fm bid mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 600 mg fm bid mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 600 mg fm mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 600 mg process b capsule (fm) mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 900 mg fm mtw qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01449370	process b: tak-117 900 mg fm mwf qw	2	6|8	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om6:Overall Response Rate (ORR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The full analysis set (FAS) population includ | NUMBER/percentage of participant || om8:Clinical Benefit Rate (CBR) | tf=Cycle 1 Day 8 up to Cycle 27 Day 1 or disease | pop=The FAS population included participants who  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01453153	pegph20 1.0 μg/kg	2	18|19	18	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om18:Objective Response Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants || om19:Disease Control Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01453153	pegph20 1.6 μg/kg	2	18|19	18	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om18:Objective Response Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants || om19:Disease Control Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01453153	pegph20 3.0 μg/kg	2	18|19	18	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om18:Objective Response Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants || om19:Disease Control Rate | tf=up to approximately 2 years 4 months | pop=Intent-to-Treat Population. This study was to | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01458249	arm 1: participants with adi or lms	2	3|7	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om3:Objective Response Rate (ORR) | tf=Date of CR or PR to the date of PD or death,  | pop=Full analysis set included all participants w | NUMBER/Percentage of participant || om7:Best Overall Response (BOR) | tf=Date of CR, PR, SD to PD or death of any caus | pop=Full analysis set included all participants w | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01458249	arm 2: participants with oth	2	3|7	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om3:Objective Response Rate (ORR) | tf=Date of CR or PR to the date of PD or death,  | pop=Full analysis set included all participants w | NUMBER/Percentage of participant || om7:Best Overall Response (BOR) | tf=Date of CR, PR, SD to PD or death of any caus | pop=Full analysis set included all participants w | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm i-1: ipi1 + niv3	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm i-3: ipi3 + niv1	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm in-3: ipi3 + niv3	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm p: paz + niv2	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm s: sun + niv2	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01472081	arm s: sun + niv5	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response Rate (BOR) | tf=From date of first dose to date of disease pr | pop=All treated participants | NUMBER/percentage of participant || om2:Objective Response Rate (ORR) | tf=From date of first dose to interim analysis ( | pop=All treated participants | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
