nct	group_norm	payload	results_group_id	om_type	participants_denom	n_competing	om_indices	constructs	assessment_criteria	classification	distinguishing_fields	selected_om_index	selected_title	would_change_selection	alternative_if_construct_rule_added	competing_titles	competing_timeframes	competing_population_descriptions	competing_paramtypes	competing_units	notes
NCT03685344	dose escalation: loncastuximab tesirine 90 μg/kg	ctg_results_bor_2018_2021	OG000	SECONDARY	3	2	4;6	ORR;CR_RATE	Lugano;Lugano	BASIS_EXISTS	construct=ORR|CR_RATE	4	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Complete Response Rate (CRR)	Up to 1.5 years ||| Up to 1.5 years	Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation. ||| Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03685344	dose escalation: loncastuximab tesirine 120 μg/kg	ctg_results_bor_2018_2021	OG001	SECONDARY	2	2	4;6	ORR;CR_RATE	Lugano;Lugano	BASIS_EXISTS	construct=ORR|CR_RATE	4	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Complete Response Rate (CRR)	Up to 1.5 years ||| Up to 1.5 years	Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation. ||| Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03685344	dose escalation: loncastuximab tesirine 150 μg/kg	ctg_results_bor_2018_2021	OG002	SECONDARY	7	2	4;6	ORR;CR_RATE	Lugano;Lugano	BASIS_EXISTS	construct=ORR|CR_RATE	4	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Complete Response Rate (CRR)	Up to 1.5 years ||| Up to 1.5 years	Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation. ||| Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03685344	dose expansion: loncastuximab tesirine	ctg_results_bor_2018_2021	OG003	SECONDARY	0	2	4;6	ORR;CR_RATE	Lugano;Lugano	BASIS_EXISTS	construct=ORR|CR_RATE	4	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Complete Response Rate (CRR)	Up to 1.5 years ||| Up to 1.5 years	Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation. ||| Efficacy analysis set - All participants who received at least one dose of study drug, had valid baseline disease assessment(s) and at least one valid post-baseline disease assessment. Participants who did not have a post-baseline assessment due to early clinical progression or death (after receiving study drug) were also included. The study was terminated prior to initiation of the dose expansion, so results are only presented for the dose escalation.	NUMBER;NUMBER	percentage of participants;percentage of participants	Participants denominator = 0 for this group
NCT03906071	nivolumab and sitravatinib	ctg_results_bor_2018_2021	OG000	SECONDARY	282	2	5;7	ORR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|CBR; populationDescription	5	Objective Response Rate (ORR) Per Central Radiographic Assessment	NO		Objective Response Rate (ORR) Per Central Radiographic Assessment ||| Clinical Benefit Rate Per Central Radiographic Assessment	From randomization until disease progression or start of new anti-cancer therapy (Up to approximately 44 months) ||| From randomization until disease progression or start of new anti-cancer therapy (Up to approximately 44 months)	The Modified Intent-to-Treat Population: all patients who are randomized into this study and have measurable disease (per RECIST 1.1) at baseline per central radiographic assessment. ||| The Modified Intent-to-Treat Population: all patients who are randomized into this study and have measurable disease (per RECIST 1.1) at baseline.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03906071	docetaxel	ctg_results_bor_2018_2021	OG001	SECONDARY	290	2	5;7	ORR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|CBR; populationDescription	5	Objective Response Rate (ORR) Per Central Radiographic Assessment	NO		Objective Response Rate (ORR) Per Central Radiographic Assessment ||| Clinical Benefit Rate Per Central Radiographic Assessment	From randomization until disease progression or start of new anti-cancer therapy (Up to approximately 44 months) ||| From randomization until disease progression or start of new anti-cancer therapy (Up to approximately 44 months)	The Modified Intent-to-Treat Population: all patients who are randomized into this study and have measurable disease (per RECIST 1.1) at baseline per central radiographic assessment. ||| The Modified Intent-to-Treat Population: all patients who are randomized into this study and have measurable disease (per RECIST 1.1) at baseline.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03969420	lead-in cohort: arm 1	ctg_results_bor_2018_2021	OG000	SECONDARY	0	2	2;4	CR_RATE;COMBINED_RESPONSE_RATE	none;none	BASIS_EXISTS	construct=CR_RATE|COMBINED_RESPONSE_RATE	2	Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Complete Response Rate ||| Combined Response Rate	Response assessments were measured from date of first dose through end of treatment date, an average of 3 months ||| Response assessments were measured from date of first dose through end of treatment date, an average of 3 months	The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted. ||| The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted.	None;None	;	Participants denominator = 0 for this group
NCT03969420	lead-in cohort: arm 2	ctg_results_bor_2018_2021	OG001	SECONDARY	0	2	2;4	CR_RATE;COMBINED_RESPONSE_RATE	none;none	BASIS_EXISTS	construct=CR_RATE|COMBINED_RESPONSE_RATE	2	Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Complete Response Rate ||| Combined Response Rate	Response assessments were measured from date of first dose through end of treatment date, an average of 3 months ||| Response assessments were measured from date of first dose through end of treatment date, an average of 3 months	The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted. ||| The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted.	None;None	;	Participants denominator = 0 for this group
NCT03969420	stage 1: arm 1	ctg_results_bor_2018_2021	OG002	SECONDARY	0	2	2;4	CR_RATE;COMBINED_RESPONSE_RATE	none;none	BASIS_EXISTS	construct=CR_RATE|COMBINED_RESPONSE_RATE	2	Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Complete Response Rate ||| Combined Response Rate	Response assessments were measured from date of first dose through end of treatment date, an average of 3 months ||| Response assessments were measured from date of first dose through end of treatment date, an average of 3 months	The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted. ||| The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted.	None;None	;	Participants denominator = 0 for this group
NCT03969420	stage 1: arm 2	ctg_results_bor_2018_2021	OG003	SECONDARY	0	2	2;4	CR_RATE;COMBINED_RESPONSE_RATE	none;none	BASIS_EXISTS	construct=CR_RATE|COMBINED_RESPONSE_RATE	2	Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Complete Response Rate ||| Combined Response Rate	Response assessments were measured from date of first dose through end of treatment date, an average of 3 months ||| Response assessments were measured from date of first dose through end of treatment date, an average of 3 months	The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted. ||| The sponsor decided not to continue the study based on the overall company strategy in AML. Data collection and analysis were not conducted.	None;None	;	Participants denominator = 0 for this group
NCT04282109	arm 1	ctg_results_bor_2018_2021	OG000	SECONDARY	93	2	2;3	ORR;DCR	none;none	BASIS_EXISTS	construct=ORR|DCR	2	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Disease Control Rate (DCR)	Up to 2 years ||| Up to 2 years	(empty) ||| (empty)	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04282109	arm 2	ctg_results_bor_2018_2021	OG001	SECONDARY	48	2	2;3	ORR;DCR	none;none	BASIS_EXISTS	construct=ORR|DCR	2	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Disease Control Rate (DCR)	Up to 2 years ||| Up to 2 years	(empty) ||| (empty)	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04979988	lorlatinib 2l	ctg_results_bor_2018_2021	OG000	SECONDARY	29	2	26;29	ORR;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	timeFrame	26	Objective Response Rate for Lorlatinib as the Second Line Therapy and the Third Line or Later Therapy	DEPENDS(no preregistered ordering for this field)		Objective Response Rate for Lorlatinib as the Second Line Therapy and the Third Line or Later Therapy ||| Objective Response Rate for Alectinib	From the date of initiation of lorlatinib treatment to the date of treatment discontinuation, from 01-May-2019 to 15-Oct-2021 (approximately 30 months); retrospective data was retrieved and analyzed during 4 months of this observational study ||| From the date of initiation of alectinib treatment to the date of any-cause treatment discontinuation (maximum of 61.8 months of alectinib treatment); retrospective data was retrieved and analyzed during 4 months of this observational study	FAS comprised of participants with confirmed ALK+ NSCLC who started treatment with lorlatinib as the second-line or later therapy from 01-May-2019 to 31-Dec-2020 and had confirmed treatment with alectinib in the first line setting in a medical record. ||| FAS comprised of participants with confirmed ALK+ NSCLC who started treatment with lorlatinib as the second-line or later therapy from 01-May-2019 to 31-Dec-2020 and had confirmed treatment with alectinib in the first line setting in a medical record.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04979988	lorlatinib 3l or later	ctg_results_bor_2018_2021	OG001	SECONDARY	22	2	26;29	ORR;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	timeFrame	26	Objective Response Rate for Lorlatinib as the Second Line Therapy and the Third Line or Later Therapy	DEPENDS(no preregistered ordering for this field)		Objective Response Rate for Lorlatinib as the Second Line Therapy and the Third Line or Later Therapy ||| Objective Response Rate for Alectinib	From the date of initiation of lorlatinib treatment to the date of treatment discontinuation, from 01-May-2019 to 15-Oct-2021 (approximately 30 months); retrospective data was retrieved and analyzed during 4 months of this observational study ||| From the date of initiation of alectinib treatment to the date of any-cause treatment discontinuation (maximum of 61.8 months of alectinib treatment); retrospective data was retrieved and analyzed during 4 months of this observational study	FAS comprised of participants with confirmed ALK+ NSCLC who started treatment with lorlatinib as the second-line or later therapy from 01-May-2019 to 31-Dec-2020 and had confirmed treatment with alectinib in the first line setting in a medical record. ||| FAS comprised of participants with confirmed ALK+ NSCLC who started treatment with lorlatinib as the second-line or later therapy from 01-May-2019 to 31-Dec-2020 and had confirmed treatment with alectinib in the first line setting in a medical record.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03583086	dose expansion - non small-cell-lung cancer acquired resistance	ctg_results_bor_2018_2021	OG000	PRIMARY	18	2	1;4	ORR;DCR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|DCR; timeFrame	1	Objective Response Rate in Phase II.	NO		Objective Response Rate in Phase II. ||| Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 1 year. ||| Up to 1 year	Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response. ||| Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03583086	dose expansion - non small-cell-lung cancer naive	ctg_results_bor_2018_2021	OG001	PRIMARY	15	2	1;4	ORR;DCR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|DCR; timeFrame	1	Objective Response Rate in Phase II.	NO		Objective Response Rate in Phase II. ||| Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 1 year. ||| Up to 1 year	Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response. ||| Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03583086	dose expansion - non small-cell-lung cancer primary refractory	ctg_results_bor_2018_2021	OG002	PRIMARY	17	2	1;4	ORR;DCR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|DCR; timeFrame	1	Objective Response Rate in Phase II.	NO		Objective Response Rate in Phase II. ||| Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 1 year. ||| Up to 1 year	Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response. ||| Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03583086	dose expansion - small cell lung cancer - progressed on platinum-based chemotherapy	ctg_results_bor_2018_2021	OG003	PRIMARY	18	2	1;4	ORR;DCR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|DCR; timeFrame	1	Objective Response Rate in Phase II.	NO		Objective Response Rate in Phase II. ||| Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 1 year. ||| Up to 1 year	Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response. ||| Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03583086	dose expansion - thymic carcinoma	ctg_results_bor_2018_2021	OG004	PRIMARY	9	2	1;4	ORR;DCR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|DCR; timeFrame	1	Objective Response Rate in Phase II.	NO		Objective Response Rate in Phase II. ||| Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 1 year. ||| Up to 1 year	Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response. ||| Patients who received 200mg vorolanib daily with 240mg nivolumab every two weeks and were available for measurement of tumor response.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT05113966	trilaciclib + sacituzumab govitecan-hziy	ctg_results_bor_2018_2021	OG000	SECONDARY	30	2	1;2	ORR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|CBR; populationDescription	1	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Clinical Benefit Rate (CBR)	Up to approximately 24 months ||| Up to approximately 24 months	The Response Evaluable (RE) population included all participants who were in the FAS and who had measurable (target) tumor lesion(s) at the baseline tumor assessment and either (i) had at least 1 post-baseline tumor assessment, or (ii) do not have post-dose tumor assessment but had clinical progression as noted by the Investigator, or (iii) died due to disease progression prior to their first post-baseline tumor scan. ||| RE: population included all participants who were in the FAS and who had measurable (target) tumor lesion(s) at the baseline tumor assessment and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have post-dose tumor assessment but had clinical progression as noted by the Investigator, or (iii) died due to disease progression prior to their first post-baseline tumor scan.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04033991	participants with mrcc and/or arcc: first line sunitinib treatment	ctg_results_bor_2018_2021	OG000	SECONDARY	622	2	6;7	BOR_DISTRIBUTION;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; timeFrame; unitOfMeasure=participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER	6	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1	YES	om 7: Objective Response Rate (ORR)	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1 ||| Objective Response Rate (ORR)	Start of treatment till BOR of CR, PR, PD, SD, Surgical CR, or death/initiation of new therapy, whichever occurred first; from 2002 to 30 June 2018, anytime in these 16 years (data retrieved and observed retrospectively for approximately 1.2 years) ||| From start of treatment until CR,PR,PD,death/initiation of new therapy, whichever occurred first, from inception of database(2002) until 30 June 2018, anytime in these 16 years (from data retrieved and observed retrospectively for approximately 1.2 years)	Analysis population included all eligible participants with mRCC and/or aRCC, received sunitinib as first-line treatment and/or axitinib as second-line treatment from 2002 till 30 June 2018. ||| Analysis population included all eligible participants with mRCC and/or aRCC, received sunitinib as first-line treatment and/or axitinib as second-line treatment from 2002 till 30 June 2018.	COUNT_OF_PARTICIPANTS;NUMBER	participants;percentage of participants	
NCT04033991	participants with mrcc and/or arcc: second line axitinib treatment	ctg_results_bor_2018_2021	OG001	SECONDARY	121	2	6;7	BOR_DISTRIBUTION;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; timeFrame; unitOfMeasure=participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER	6	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1	YES	om 7: Objective Response Rate (ORR)	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1 ||| Objective Response Rate (ORR)	Start of treatment till BOR of CR, PR, PD, SD, Surgical CR, or death/initiation of new therapy, whichever occurred first; from 2002 to 30 June 2018, anytime in these 16 years (data retrieved and observed retrospectively for approximately 1.2 years) ||| From start of treatment until CR,PR,PD,death/initiation of new therapy, whichever occurred first, from inception of database(2002) until 30 June 2018, anytime in these 16 years (from data retrieved and observed retrospectively for approximately 1.2 years)	Analysis population included all eligible participants with mRCC and/or aRCC, received sunitinib as first-line treatment and/or axitinib as second-line treatment from 2002 till 30 June 2018. ||| Analysis population included all eligible participants with mRCC and/or aRCC, received sunitinib as first-line treatment and/or axitinib as second-line treatment from 2002 till 30 June 2018.	COUNT_OF_PARTICIPANTS;NUMBER	participants;percentage of participants	
NCT03792750	bms-986205 monotherapy and in combination with nivolumab	ctg_results_bor_2018_2021	OG000	SECONDARY	12	2	15;16	ORR;BOR_DISTRIBUTION	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	construct=ORR|BOR_DISTRIBUTION; populationDescription	15	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Best Overall Response (BOR)	From first dose up to approximately 2 years ||| From first dose up to approximately 2 years	All Treated Participants ||| All treated Participants	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04035486	randomized: azd9291 + chemo	ctg_results_bor_2018_2021	OG000	SECONDARY	279	2	10;13	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	10	Objective Response Rate (ORR) (Randomized Component)	NO		Objective Response Rate (ORR) (Randomized Component) ||| Disease Control Rate (DCR) by Investigator (Randomized Component)	Up to approximately 33 months after the first patient is randomized. ||| Up to approximately 33 months after the first patient is randomized.	Full Analysis Set, includes all randomized participants. ||| Full Analysis Set, includes all randomized participants.	NUMBER;NUMBER	percent of participants;percent of participants	
NCT04035486	randomized: azd9291	ctg_results_bor_2018_2021	OG001	SECONDARY	278	2	10;13	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	10	Objective Response Rate (ORR) (Randomized Component)	NO		Objective Response Rate (ORR) (Randomized Component) ||| Disease Control Rate (DCR) by Investigator (Randomized Component)	Up to approximately 33 months after the first patient is randomized. ||| Up to approximately 33 months after the first patient is randomized.	Full Analysis Set, includes all randomized participants. ||| Full Analysis Set, includes all randomized participants.	NUMBER;NUMBER	percent of participants;percent of participants	
NCT04222972	arm a: treatment period- soc	ctg_results_bor_2018_2021	OG000	SECONDARY	113	3	1;6;7	ORR;CBR;DCR	RECIST1.1;RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|CBR|DCR	1	Arm A vs Arm B: Objective Response Rate (ORR)	NO		Arm A vs Arm B: Objective Response Rate (ORR) ||| Arm A vs Arm B: Clinical Benefit Rate (CBR) ||| Arm A vs Arm B: Disease Control Rate (DCR)	Up to approximately 50 months ||| Up to approximately 50 months ||| Up to approximately 50 months	ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens. ||| ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens. ||| ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens.	NUMBER;NUMBER;NUMBER	percentage of participants;percentage of participants;percentage of participants	
NCT04222972	arm b: treatment period- pralsetinib	ctg_results_bor_2018_2021	OG001	SECONDARY	110	3	1;6;7	ORR;CBR;DCR	RECIST1.1;RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|CBR|DCR	1	Arm A vs Arm B: Objective Response Rate (ORR)	NO		Arm A vs Arm B: Objective Response Rate (ORR) ||| Arm A vs Arm B: Clinical Benefit Rate (CBR) ||| Arm A vs Arm B: Disease Control Rate (DCR)	Up to approximately 50 months ||| Up to approximately 50 months ||| Up to approximately 50 months	ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens. ||| ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens. ||| ITT population included all randomized participants whether or not the assigned study treatment is received. As specified in the protocol, assessment of this outcome measure was limited to Arms A and B, as the objective was to compare pralsetinib with SOC platinum-containing anticancer treatment regimens.	NUMBER;NUMBER;NUMBER	percentage of participants;percentage of participants;percentage of participants	
NCT03744676	lisocabtagene maraleucel (jcar017)	ctg_results_bor_2018_2021	OG000	SECONDARY	82	2	12;13	ORR;CR_RATE	Lugano;Lugano	BASIS_EXISTS	construct=ORR|CR_RATE	12	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Complete Response Rate (CRR)	From first dose to up to approximately 41 months ||| From first dose to up to approximately 41 months	All participants who received at least one JCAR017 infusion ||| All participants who received at least one JCAR017 infusion	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04248829	lazertinib 240 mg	ctg_results_bor_2018_2021	OG000	SECONDARY	196	2	1;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	1	Objective Response Rate (ORR) According to RECIST v1.1 by Investigator Assessments	NO		Objective Response Rate (ORR) According to RECIST v1.1 by Investigator Assessments ||| Disease Control Rate (DCR) According to RECIST v1.1 by Investigator Assessments	At baseline and every 6 weeks for the first 18 months and then every 12 weeks relative to randomization until progression, assessed up to 29 months per participant. ||| At baseline and every 6 weeks for the first 18 months and then every 12 weeks relative to randomization until progression, assessed up to 29 months per participant.	The full analysis set (FAS), FAS included all randomized participants. ||| The full analysis set (FAS), FAS included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04248829	gefitnib 250 mg	ctg_results_bor_2018_2021	OG001	SECONDARY	197	2	1;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	1	Objective Response Rate (ORR) According to RECIST v1.1 by Investigator Assessments	NO		Objective Response Rate (ORR) According to RECIST v1.1 by Investigator Assessments ||| Disease Control Rate (DCR) According to RECIST v1.1 by Investigator Assessments	At baseline and every 6 weeks for the first 18 months and then every 12 weeks relative to randomization until progression, assessed up to 29 months per participant. ||| At baseline and every 6 weeks for the first 18 months and then every 12 weeks relative to randomization until progression, assessed up to 29 months per participant.	The full analysis set (FAS), FAS included all randomized participants. ||| The full analysis set (FAS), FAS included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03849768	hs-10296	ctg_results_bor_2018_2021	OG000	SECONDARY	214	2	1;3	ORR;DCR	RECIST1.1;none	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.1|none; timeFrame; unitOfMeasure=percentage of participants|percentage	1	Percentage of Participants With Objective Response Rate (ORR)	NO		Percentage of Participants With Objective Response Rate (ORR) ||| Assess the Anti-tumor Activity: Disease Control Rate (DCR)	From baseline, then every 6 weeks, until disease progression or discontinuation from study.（up to 24 months） ||| From baseline, then every 6 weeks, until disease progression or discontinuation from study.	(empty) ||| (empty)	NUMBER;NUMBER	percentage of participants;percentage	
NCT03849768	gefitinib	ctg_results_bor_2018_2021	OG001	SECONDARY	215	2	1;3	ORR;DCR	RECIST1.1;none	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.1|none; timeFrame; unitOfMeasure=percentage of participants|percentage	1	Percentage of Participants With Objective Response Rate (ORR)	NO		Percentage of Participants With Objective Response Rate (ORR) ||| Assess the Anti-tumor Activity: Disease Control Rate (DCR)	From baseline, then every 6 weeks, until disease progression or discontinuation from study.（up to 24 months） ||| From baseline, then every 6 weeks, until disease progression or discontinuation from study.	(empty) ||| (empty)	NUMBER;NUMBER	percentage of participants;percentage	
NCT04014075	trastuzumab deruxtecan	ctg_results_bor_2018_2021	OG000	PRIMARY	79	2	0;1	ORR;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	timeFrame; populationDescription	0	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review Following Treatment With DS8201a in Participants With HER2-Positive Unresectable or Metastatic Gastric or Gastro-Esophageal Junction (GEJ) Adenocarcinoma	DEPENDS(no preregistered ordering for this field)		Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review Following Treatment With DS8201a in Participants With HER2-Positive Unresectable or Metastatic Gastric or Gastro-Esophageal Junction (GEJ) Adenocarcinoma ||| Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review Following Treatment With DS8201a in Participants With HER2-Positive Unresectable or Metastatic Gastric or Gastro-Esophageal Junction (GEJ) Adenocarcinoma	Up to 16 months (data cut-off) ||| Up to 23 months (data cut-off)	Objective response rate was assessed in the Full Analysis Set at data cut-off date of 09 April 2021. ||| Objective response rate was assessed in the Full Analysis Set at data cut-off date of 08 Nov 2021.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04649060	arm a (melflufen+dexamethasone+daratumumab)	ctg_results_bor_2018_2021	OG000	SECONDARY	27	2	1;4	ORR;CBR	none;none	BASIS_EXISTS	construct=ORR|CBR	1	Overall Response Rate (ORR)	NO		Overall Response Rate (ORR) ||| Clinical Benefit Rate (CBR)	From the date of randomization until the end of study (approximately 12 months). ||| From the date of randomization until the end of study (approximately 12 months).	Analysis was performed using the Full Analysis Set (FAS). ||| Analysis was performed using the Full Analysis Set (FAS).	NUMBER;NUMBER	percentage of patients;percentage of patients	
