row_type	nct	mechanism_code	mechanism	enrollment_type	enrollment_is_estimated	registered_enrollment	selected_cohorts	sum_selected_denominators	excess	reducible_to_nonoverlapping	nonoverlapping_set	nonoverlapping_sum	group_title	denominator	om_index	om_type	om_title	timeframe	pooled_label	payload	driver_or_note
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort B-ID: All Other FGF/FGFR Alterations	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Other-CD	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Other-ID	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort A-ID + Cohort B-ID + Cohort A-CD	248	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort A-ID + Cohort A-CD	204	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort A-ID + Cohort B-ID	147	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	False	ctg_results_bor_2014_2017	
TRIAL	NCT02895360	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	43	5	59	16	YES	{'Phase 1- in the FAP' 20, 'Phase 2a - Ovarian Cancer in the FAP' 11, 'Phase 2a - Recurrent Glioblastoma in the FAP' 12} = 43	43									om6 reports each phase-2a disease cohort twice, once in the FAP (full analysis population) and once in the EEP (efficacy-evaluable population): Ovarian FAP 11 vs EEP 8; Glioblastoma FAP 12 vs EEP 8. The EEP rows are subsets of the matching FAP rows. || Excess 16 = 8 + 8 exactly. The three FAP rows sum to 43 = registered ACTUAL enrollment exactly.
COHORT	NCT02895360	M2		ACTUAL	NO	43							Phase 1- in the FAP	20	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	False	ctg_results_bor_2014_2017	
COHORT	NCT02895360	M2		ACTUAL	NO	43							Phase 2a - Patients With Recurrent Glioblastoma in the FAP	12	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	False	ctg_results_bor_2014_2017	
COHORT	NCT02895360	M2		ACTUAL	NO	43							Phase 2a - Patients With Ovarian Cancer in the FAP	11	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	False	ctg_results_bor_2014_2017	
COHORT	NCT02895360	M2		ACTUAL	NO	43							Phase 2a - Patients With Ovarian Cancer in the EEP	8	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	False	ctg_results_bor_2014_2017	
COHORT	NCT02895360	M2		ACTUAL	NO	43							Phase 2a - Patients With Recurrent Glioblastoma in the EEP	8	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	False	ctg_results_bor_2014_2017	
TRIAL	NCT02910583	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	323	7	608	285	YES	{'Fixed Duration (FD) Cohort: All Treated' 159, 'MRD Cohort: All Treated' 164} = 323	323									om1: 'FD Cohort, Non-Del 17p Population' 136 is nested in 'Fixed Duration (FD) Cohort: All Treated' 159 (om1 popDesc: 'the primary analysis of the primary endpoint for the FD cohort was based on the FD Cohort, Non-Del 17p Population only'). om3: 'MRD Cohort: All Treated' 164 contains the four randomised MRD sub-rows (Confirmed uMRD ibrutinib 43, Confirmed uMRD placebo 43, uMRD-not-confirmed open-label ibrutinib+venetoclax 32, uMRD-not-confirmed open-label ibrutinib 31 = 149). || Excess 285 = 136 + 149. The two 'All Treated' rows sum to 323 = registered ACTUAL enrollment exactly.
COHORT	NCT02910583	M2		ACTUAL	NO	323							Fixed Duration (FD) Cohort: All Treated	159	1	PRIMARY	FD Cohort: Complete Response Rate (CRR; Complete Response/Complete Response With Incomplete Blood Count Recovery [CR/CRi]) Rate	From the first dose of ibrutinib to the first confirmed PD, for a median follow-up of 69.0 months.	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							FD Cohort, Non-Del 17p Population	136	1	PRIMARY	FD Cohort: Complete Response Rate (CRR; Complete Response/Complete Response With Incomplete Blood Count Recovery [CR/CRi]) Rate	From the first dose of ibrutinib to the first confirmed PD, for a median follow-up of 69.0 months.	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							MRD Cohort: All Treated	164	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							MRD Cohort/Confirmed uMRD: Randomized to Ibrutinib (Blinded)	43	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							MRD Cohort/Confirmed uMRD: Randomized to Placebo (Blinded)	43	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							MRD Cohort/uMRD Not Confirmed: Randomized to Open-Label Ibrutinib + Venetoclax	32	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02910583	M2		ACTUAL	NO	323							MRD Cohort/uMRD Not Confirmed: Randomized to Open-Label Ibrutinib	31	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
TRIAL	NCT02924376	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	147	5	236	89	YES	{'Cohort A + Cohort B' 128} plus the three zero-denominator rows	128									om2 'Cohort A + Cohort B' 128 contains om0 'Cohort A: FGFR2 Rearrangements or Fusions' 108; om0 also contributes 'Cohort B', 'Cohort C' and 'Other' rows with a Participants denominator of 0. || Selected total 128 + 108 + 0 + 0 + 0 = 236; excess 89 = 236 - 147. Cohort B = 128 - 108 = 20 is derivable but not reported. 128 <= 147 registered; om2 popDesc notes two participants were excluded from the Efficacy Evaluable Population as 'Other'.
COHORT	NCT02924376	M1		ACTUAL	NO	147							Cohort A: FGFR2 Rearrangements or Fusions	108	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR2 Rearrangements or Fusions	up to 1527 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02924376	M1		ACTUAL	NO	147							Cohort B: FGF/FGFR Alterations Other Than FGFR2 Rearrangements or Fusions	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR2 Rearrangements or Fusions	up to 1527 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02924376	M1		ACTUAL	NO	147							Cohort C: Negative for FGF/FGFR Alterations	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR2 Rearrangements or Fusions	up to 1527 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02924376	M1		ACTUAL	NO	147							Other	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR2 Rearrangements or Fusions	up to 1527 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02924376	M1		ACTUAL	NO	147							Cohort A + Cohort B	128	2	SECONDARY	ORR in All Participants With FGF/FGFR Alterations	up to 1527 days	False	ctg_results_bor_2014_2017	
TRIAL	NCT02935634	M6	REGISTRY_INCONSISTENCY - cohorts that are mutually exclusive as recorded whose denominators nonetheless exceed the ACTUAL enrollment field, with no overlap mechanism in the record	ACTUAL	NO	190	12	195	5	NO											All 12 rows come from om0 ('Objective Response Rate (ORR) by Investigator', popDesc 'All treated participants') and their group descriptions are mutually exclusive by construction - Track 1 = 'Treatment naive participants', Track 2 = 'Treatment experienced participants', six distinct regimens in each. Denominators sum to 195 against a registered ACTUAL enrollment of 190. || UNRESOLVED. Unlike the two sibling records in this group, this record contains no re-randomisation statement, no pooled row and no nested subgroup; the cache holds only the outcomeMeasuresModule, so the 5-participant discrepancy cannot be attributed. The 12 cohorts are already non-overlapping as recorded. The wording found in NCT02750514 and NCT02996110 is not evidence about this trial.
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Nivolumab + BMS-986205	38	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Nivolumab + BMS-986016	36	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Nivolumab + Ipilimumab	23	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Nivolumab + Ipilimumab	23	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Nivolumab + BMS-986205	22	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Nivolumab + BMS-986016	20	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Ipilimumab + Rucaparib	8	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Nivolumab + Rucaparib	7	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 1: Nivolumab + Ipilimumab + Rucaparib	6	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Nivolumab + Rucaparib	6	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Nivolumab + Ipilimumab + Rucaparib	4	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02935634	M6		ACTUAL	NO	190							Track 2: Ipilimumab + Rucaparib	2	0	PRIMARY	Objective Response Rate (ORR) by Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (up to approximately 65 months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02963493	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	157	3	331	174	YES	{'Melphalan Flufenamide (Melflufen) + Dexamethasone: Full Analysis Set' 157}	157									om0 carries the FAS 157 plus two subgroups drawn from it: 'Patients With Triple Class Refractory Disease' 119 ('refractory to or intolerant of at least one immunomodulatory drug, at least one proteasome inhibitor...') and 'Patients With Extramedullary Disease' 55. || Excess 174 = 119 + 55. The FAS row alone equals registered ACTUAL enrollment 157 exactly.
COHORT	NCT02963493	M2		ACTUAL	NO	157							Melphalan Flufenamide (Melflufen) + Dexamethasone: Full Analysis Set	157	0	PRIMARY	Overall Response Rate (ORR)	Patients were followed until documented progression, unacceptable toxicity, patient/physician decision to withdraw or date of death, whichever came first. Longest time to response in study recorded as 15.3 months. Longest time on treatment 35 months.	False	ctg_results_bor_2014_2017	
COHORT	NCT02963493	M2		ACTUAL	NO	157							Melphalan Flufenamide (Melflufen) + Dexamethasone: Patients With Triple Class Refractory Disease	119	0	PRIMARY	Overall Response Rate (ORR)	Patients were followed until documented progression, unacceptable toxicity, patient/physician decision to withdraw or date of death, whichever came first. Longest time to response in study recorded as 15.3 months. Longest time on treatment 35 months.	False	ctg_results_bor_2014_2017	
COHORT	NCT02963493	M2		ACTUAL	NO	157							Melphalan Flufenamide (Melflufen) + Dexamethasone: Patients With Extramedullary Disease	55	0	PRIMARY	Overall Response Rate (ORR)	Patients were followed until documented progression, unacceptable toxicity, patient/physician decision to withdraw or date of death, whichever came first. Longest time to response in study recorded as 15.3 months. Longest time on treatment 35 months.	False	ctg_results_bor_2014_2017	
TRIAL	NCT02983799	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	272	9	423	151	YES	{Cohort 1 75, Cohort 2 25, COHORT 3 68, COHORT 4 89, Unassigned 13} = 270	270									om0 carries the five primary cohorts (75 + 25 + 68 + 89 + 13 = 270). om7 partitions Cohorts 3 and 4 by HRRm status: 'Cohort 3, HRRm Neg' 56 + 'Cohort 3, HRRm Pos' 9 = 65 (of Cohort 3's 68); 'Cohort 4, HRRm Neg' 76 + 'Cohort 4, HRRm Pos' 12 = 88 (of Cohort 4's 89). || Selected total 270 + 153 = 423; excess 151 = 423 - 272, of which 153 is the om7 duplication. The om7 rows are also drawn at a different timepoint ('At baseline') from the om0 rows ('From first dose up until progression'). Reduced set 270 <= 272 registered.
COHORT	NCT02983799	M2		ACTUAL	NO	272							COHORT 4	89	0	PRIMARY	Objective Response Rate, Defined as the Percentage of Subjects With a Best Overall Response of Confirmed Complete Response (CR) or Partial Response (PR)	From first dose up until progression, or last evaluable assessment in the absence of progression (up to 36 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 1	75	0	PRIMARY	Objective Response Rate, Defined as the Percentage of Subjects With a Best Overall Response of Confirmed Complete Response (CR) or Partial Response (PR)	From first dose up until progression, or last evaluable assessment in the absence of progression (up to 36 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							COHORT 3	68	0	PRIMARY	Objective Response Rate, Defined as the Percentage of Subjects With a Best Overall Response of Confirmed Complete Response (CR) or Partial Response (PR)	From first dose up until progression, or last evaluable assessment in the absence of progression (up to 36 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 2	25	0	PRIMARY	Objective Response Rate, Defined as the Percentage of Subjects With a Best Overall Response of Confirmed Complete Response (CR) or Partial Response (PR)	From first dose up until progression, or last evaluable assessment in the absence of progression (up to 36 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Unassigned	13	0	PRIMARY	Objective Response Rate, Defined as the Percentage of Subjects With a Best Overall Response of Confirmed Complete Response (CR) or Partial Response (PR)	From first dose up until progression, or last evaluable assessment in the absence of progression (up to 36 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 4, HRRm Neg	76	7	SECONDARY	HRD Status as Per HRRm Gene Panel Assessment Will be Correlated With Clinical Outcome (ORR) for Subjects Enrolled in the 2 Cohorts With BRCAwt (Cohorts 3 and 4)	At baseline	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 3, HRRm Neg	56	7	SECONDARY	HRD Status as Per HRRm Gene Panel Assessment Will be Correlated With Clinical Outcome (ORR) for Subjects Enrolled in the 2 Cohorts With BRCAwt (Cohorts 3 and 4)	At baseline	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 4, HRRm Pos	12	7	SECONDARY	HRD Status as Per HRRm Gene Panel Assessment Will be Correlated With Clinical Outcome (ORR) for Subjects Enrolled in the 2 Cohorts With BRCAwt (Cohorts 3 and 4)	At baseline	False	ctg_results_bor_2014_2017	
COHORT	NCT02983799	M2		ACTUAL	NO	272							Cohort 3, HRRm Pos	9	7	SECONDARY	HRD Status as Per HRRm Gene Panel Assessment Will be Correlated With Clinical Outcome (ORR) for Subjects Enrolled in the 2 Cohorts With BRCAwt (Cohorts 3 and 4)	At baseline	False	ctg_results_bor_2014_2017	
TRIAL	NCT02984995	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	37	3	54	17	YES	{'Total' 27} OR {20 mg/day 3, 30 mg/day 24} = 27	27									om2: 'Total' 27 (pooled_label=True) = 'Initial Dose 20 mg/Day Quizartinib' 3 + 'Initial Dose 30 mg/Day Quizartinib' 24. || Selected total 27 + 24 + 3 = 54; excess 17 = 54 - 37. Reduced set 27 <= 37 registered.
COHORT	NCT02984995	M1		ACTUAL	NO	37							Total	27	2	SECONDARY	Response Rate After Treatment With Quizartinib in Japanese Participants With FLT3-ITD Positive Relapsed or Refractory AML	Baseline, cycle 2 day 1, cycle 3 day 1, cycle 4 day 1 until the end of treatment, except for responses from any subsequent AML	True	ctg_results_bor_2014_2017	
COHORT	NCT02984995	M1		ACTUAL	NO	37							Initial Dose 30 mg/Day Quizartinib	24	2	SECONDARY	Response Rate After Treatment With Quizartinib in Japanese Participants With FLT3-ITD Positive Relapsed or Refractory AML	Baseline, cycle 2 day 1, cycle 3 day 1, cycle 4 day 1 until the end of treatment, except for responses from any subsequent AML	False	ctg_results_bor_2014_2017	
COHORT	NCT02984995	M1		ACTUAL	NO	37							Initial Dose 20 mg/Day Quizartinib	3	2	SECONDARY	Response Rate After Treatment With Quizartinib in Japanese Participants With FLT3-ITD Positive Relapsed or Refractory AML	Baseline, cycle 2 day 1, cycle 3 day 1, cycle 4 day 1 until the end of treatment, except for responses from any subsequent AML	False	ctg_results_bor_2014_2017	
TRIAL	NCT02996110	M5	DOCUMENTED_REALLOCATION - the record states participants were re-randomised or crossed over and analysed under more than one group	ACTUAL	NO	182	5	212	30	NO											om0 popDesc, verbatim: 'All treated participants. Some participants were re-randomized to receive multiple treatment options during the course of the study.' Denominators: Arm 1 Nivo+Ipi 76, Arm 2 Nivo+Relatlimab 62, Arm 3 Nivo+BMS-986205 31, Arm 4 Nivo+BMS-813160 150mg 21, Arm 5 Nivo+BMS-813160 300mg 22 = 212. || UNRESOLVED as a reduction. The mechanism is named by the record but not quantified ('some participants'), so the 30-participant excess cannot be assigned to particular arms and no non-overlapping subset of the five arm denominators follows from the record.
COHORT	NCT02996110	M5		ACTUAL	NO	182							Arm 1: Nivolumab Plus Ipilimumab (BMS-734016)	76	0	PRIMARY	Objective Response Rate (ORR) Per Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (assessed up to approximately 247 weeks)	False	ctg_results_bor_2014_2017	
COHORT	NCT02996110	M5		ACTUAL	NO	182							Arm 2: Nivolumab Plus Relatlimab (BMS-986016)	62	0	PRIMARY	Objective Response Rate (ORR) Per Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (assessed up to approximately 247 weeks)	False	ctg_results_bor_2014_2017	
COHORT	NCT02996110	M5		ACTUAL	NO	182							Arm 3: Nivolumab Plus BMS-986205	31	0	PRIMARY	Objective Response Rate (ORR) Per Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (assessed up to approximately 247 weeks)	False	ctg_results_bor_2014_2017	
COHORT	NCT02996110	M5		ACTUAL	NO	182							Arm 5: Nivolumab Plus BMS-813160 300mg	22	0	PRIMARY	Objective Response Rate (ORR) Per Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (assessed up to approximately 247 weeks)	False	ctg_results_bor_2014_2017	
COHORT	NCT02996110	M5		ACTUAL	NO	182							Arm 4: Nivolumab Plus BMS-813160 150 mg	21	0	PRIMARY	Objective Response Rate (ORR) Per Investigator	From first dose of study treatment until progression or subsequent anticancer therapy, whichever occurs first (assessed up to approximately 247 weeks)	False	ctg_results_bor_2014_2017	
