record_type	nct_id	shard	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_index	category_title	category_value	category_is_integer	producer_label	producer_kept	class_all_category_sum	reported_denominator	contributing_class_sum	residual_sum_minus_reported	n_contributing_classes	verdict	note	source_pointer
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	0	Complete response (CR)	1	yes	CR	overwritten	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	1	Partial response (PR)	2	yes	PR	overwritten	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	2	CR+PR	3	yes	CR	overwritten	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	3	Stable disease	10	yes	SD	overwritten	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	4	Progressive disease	5	yes	PD	overwritten	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	5	Unable to access	0	yes		dropped	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	2	Complete resection	6	Unknown	0	yes		dropped	21	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[2] :: categories[6]
CLASS	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection							27	53	197	144	8	UNRESOLVED	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	0	Complete response (CR)	1	yes	CR	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	1	Partial response (PR)	3	yes	PR	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	2	CR+PR	4	yes	CR	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	3	Stable disease	13	yes	SD	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	4	Progressive disease	6	yes	PD	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	5	Unable to access	0	yes		dropped	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	3	Partial resection	6	Unknown	0	yes		dropped	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[3] :: categories[6]
CLASS	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89							17	53	197	144	8	UNRESOLVED	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	0	Complete response (CR)	0	yes	CR	overwritten	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	1	Partial response (PR)	1	yes	PR	overwritten	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	2	CR+PR	1	yes	CR	overwritten	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	3	Stable disease	7	yes	SD	overwritten	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	4	Progressive disease	8	yes	PD	overwritten	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	5	Unable to access	0	yes		dropped	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	4	Baseline KPS: 70-89	6	Unknown	0	yes		dropped	17	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[4] :: categories[6]
CLASS	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100							33	53	197	144	8	UNRESOLVED	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	0	Complete response (CR)	2	yes	CR	overwritten	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	1	Partial response (PR)	4	yes	PR	overwritten	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	2	CR+PR	6	yes	CR	overwritten	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	3	Stable disease	17	yes	SD	overwritten	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	4	Progressive disease	4	yes	PD	overwritten	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	5	Unable to access	0	yes		dropped	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	5	Baseline KPS: 90-100	6	Unknown	0	yes		dropped	33	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[5] :: categories[6]
CLASS	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated							22	53	197	144	8	UNRESOLVED	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	0	Complete response (CR)	1	yes	CR	overwritten	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	1	Partial response (PR)	3	yes	PR	overwritten	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	2	CR+PR	4	yes	CR	overwritten	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	3	Stable disease	11	yes	SD	overwritten	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	4	Progressive disease	3	yes	PD	overwritten	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	5	Unable to access	0	yes		dropped	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	6	MGMT status: methylated	6	Unknown	0	yes		dropped	22	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[6] :: categories[6]
CLASS	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated							27	53	197	144	8	UNRESOLVED	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	0	Complete response (CR)	1	yes	CR	overwritten	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[0]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	1	Partial response (PR)	2	yes	PR	yes	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[1]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	2	CR+PR	3	yes	CR	yes	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[2]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	3	Stable disease	12	yes	SD	yes	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[3]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	4	Progressive disease	9	yes	PD	yes	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[4]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	5	Unable to access	0	yes		dropped	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[5]
CATEGORY	NCT01790503	ctg_results_bor_2010_2013	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	OG000	Combined 800 mg, 5 Days/Week	7	MGMT status: unmethylated	6	Unknown	0	yes		dropped	27	53	197	144	8	UNRESOLVED		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000] :: classes[7] :: categories[6]
CLASS	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0								100	100	100	0	1	RECOVERABLE	sum of cells 75 != reported denominator 100 (difference -25)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		0	Complete Response (CR)	7	yes	CR	yes	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		1	Partial Response (PR)	11	yes	PR	yes	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		2	Stable Disease (SD)	24	yes	SD	yes	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		3	Progressive Disease (PD)	33	yes	PD	yes	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		4	Unevaluable (UE)	17	yes		dropped	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[4]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG000	Phase 2: Ipilimumab	0		5	Not Done (ND)	8	yes		dropped	100	100	100	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[5]
CLASS	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0								98	98	98	0	1	RECOVERABLE	sum of cells 88 != reported denominator 98 (difference -10)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		0	Complete Response (CR)	13	yes	CR	yes	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		1	Partial Response (PR)	25	yes	PR	yes	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		2	Stable Disease (SD)	19	yes	SD	yes	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		3	Progressive Disease (PD)	31	yes	PD	yes	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		4	Unevaluable (UE)	4	yes		dropped	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[4]
CATEGORY	NCT01740297	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Response	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	0		5	Not Done (ND)	6	yes		dropped	98	98	98	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[5]
CLASS	NCT01746225	ctg_results_bor_2010_2013	3	Best Overall Response	OG000	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	0								83	83	83	0	1	RECOVERABLE	sum of cells 81 != reported denominator 83 (difference -2)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG000] :: classes[0]
CATEGORY	NCT01746225	ctg_results_bor_2010_2013	3	Best Overall Response	OG000	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	0		0	Complete Response (CR)	5	yes	CR	yes	83	83	83	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[0]
