nct	group_norm	payload	n_competing_at_step_f	om_indices	participants_denoms	selected_om_index	selected_om_title	classification	basis_fields	basis_detail	selection_effect	alt_om_index	alt_om_title	note
NCT02401815	part 2e: cgt9486 500 mg qd + sunitinib 25 mg	ctg_results_bor_2014_2017	2	13|14	3|3	13	Part 2: Overall Response Rate (ORR): Percentage of Participants With Best Overall Response of Complete Response (CR) or Partial Response (PR), as Assessed Using RECIST V1.1	BASIS_EXISTS	title/construct;timeFrame	om[13] type=SECONDARY title='Part 2: Overall Response Rate (ORR): Percentage of Participants With Best Overall Response of Complete Response (CR) or Partial Response (PR), as Assessed Using RECIST V1.1' timeFrame='From the date of first dose of study drug until the first appearance of CR or PR (maximum exposure: 868 days)' populationDescription='Efficacy evaluable population included all participants who received at least 1 dose of study drug and had at least 1 post-baseline tumor assessment or disconti' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[14] type=SECONDARY title='Part 2: Clinical Benefit Rate (CBR): Percentage of Participants With Clinical Benefit, as Assessed Using RECIST V1.1' timeFrame='From the date of first dose of study drug until the first appearance of CR, PR, or SD (maximum exposure: 868 days)' populationDescription='Efficacy evaluable population included all participants who received at least 1 dose of study drug and had at least 1 post-baseline tumor assessment or disconti' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02404441	10mg/kg q2w	ctg_results_bor_2014_2017	4	11|12|15|16	11|11|11|11	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	1mg/kg q2w	ctg_results_bor_2014_2017	4	11|12|15|16	16|16|16|16	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	3mg/kg q2w	ctg_results_bor_2014_2017	4	11|12|15|16	15|15|15|15	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	3mg/kg q4w	ctg_results_bor_2014_2017	4	11|12|15|16	6|6|6|6	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	5mg/kg q4w	ctg_results_bor_2014_2017	4	11|12|15|16	10|10|10|10	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	all phase i patients	ctg_results_bor_2014_2017	4	11|12|15|16	58|58|58|58	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	all phase i q2w	ctg_results_bor_2014_2017	4	11|12|15|16	42|42|42|42	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02404441	all phase i q4w	ctg_results_bor_2014_2017	4	11|12|15|16	16|16|16|16	11	Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[11] type=SECONDARY title='Phase l: Overall Response Rate (ORR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[12] type=SECONDARY title='Phase l: Disease Control Rate (DCR) as Per Investigator Based on RECIST v1.1' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[15] type=SECONDARY title='Phase l Only: Overall Response Rate (ORR) as Per Investigator Based on Immune Related Response Criteria (irRC)' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST || om[16] type=SECONDARY title='Phase l Only: Disease Control Rate (DCR) as Per Investigator Based on irRC' timeFrame='27 months' populationDescription='Full Analysis Set (FAS): The FAS included all subjects who received at least one dose of spartalizumab. Subjects were analyzed according to the planned treatmen' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02406742	arm a	ctg_results_bor_2014_2017	2	4|5	14|14	4	Best Overall Response (BOR)	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none || om[5] type=SECONDARY title='Minimal Residual Disease Response Rate' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none	NO_CHANGE_SAME_PICK			
NCT02406742	arm b	ctg_results_bor_2014_2017	2	4|5	16|16	4	Best Overall Response (BOR)	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none || om[5] type=SECONDARY title='Minimal Residual Disease Response Rate' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none	NO_CHANGE_SAME_PICK			
NCT02406742	arm c	ctg_results_bor_2014_2017	2	4|5	16|16	4	Best Overall Response (BOR)	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none || om[5] type=SECONDARY title='Minimal Residual Disease Response Rate' timeFrame='Approximately 60 Months' populationDescription='Safety Population' paramType='NUMBER' unitOfMeasure='Percentage' criteria=none	NO_CHANGE_SAME_PICK			
NCT02411448	part b: placebo+ erlotinib	ctg_placebo_onc_2014_2017	2	3|4	225|225	3	Part B: Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Part B: Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])' timeFrame='Randomization to Progressive Disease (Up To 37 Months)' populationDescription='Part B: All randomized participants grouped according to their assigned treatment at randomization. Per protocol, Part A did not evaluate efficacy.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST (unversioned) || om[4] type=SECONDARY title='Part B: Percentage of Participants With CR, PR, or Stable Disease (SD) (Disease Control Rate [DCR])' timeFrame='Randomization to Progressive Disease (Up To 37 Months)' populationDescription='Part B: All randomized participants grouped according to their assigned treatment at randomization. Per protocol, Part A did not evaluate efficacy.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST (unversioned)	NO_CHANGE_SAME_PICK			
NCT02411448	part b: ramucirumab+ erlotinib	ctg_placebo_onc_2014_2017	2	3|4	224|224	3	Part B: Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Part B: Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])' timeFrame='Randomization to Progressive Disease (Up To 37 Months)' populationDescription='Part B: All randomized participants grouped according to their assigned treatment at randomization. Per protocol, Part A did not evaluate efficacy.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST (unversioned) || om[4] type=SECONDARY title='Part B: Percentage of Participants With CR, PR, or Stable Disease (SD) (Disease Control Rate [DCR])' timeFrame='Randomization to Progressive Disease (Up To 37 Months)' populationDescription='Part B: All randomized participants grouped according to their assigned treatment at randomization. Per protocol, Part A did not evaluate efficacy.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST (unversioned)	NO_CHANGE_SAME_PICK			
NCT02422615	placebo + fulvestrant	ctg_placebo_onc_2014_2017	2	3|4	242|242	3	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to approximately 26 months' populationDescription='FAS including all randomized participants.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to approximately 26 months' populationDescription='FAS including all randomized participants.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02422615	ribociclib + fulvestrant	ctg_placebo_onc_2014_2017	2	3|4	484|484	3	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to approximately 26 months' populationDescription='FAS including all randomized participants.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to approximately 26 months' populationDescription='FAS including all randomized participants.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02423902	her2+ subjects	ctg_results_bor_2014_2017	2	2|3	1|1	2	Overall Response Rate (ORR), Defined as the Rate of Complete Response (CR) Plus the Rate of Partial Response (PR) at 12 Weeks Following the Start of Ad-RTS-hIL-12 Immunotherapy	BASIS_EXISTS	title/construct;assessment_criteria;unitOfMeasure	om[2] type=SECONDARY title='Overall Response Rate (ORR), Defined as the Rate of Complete Response (CR) Plus the Rate of Partial Response (PR) at 12 Weeks Following the Start of Ad-RTS-hIL-12 Immunotherapy' timeFrame='12 weeks' populationDescription='The veledimex-treated population will comprise subjects who have received the injection of Ad-RTS-hIL-12 and at least one dose of veledimex' paramType='NUMBER' unitOfMeasure='Percentage of subjects with CR or PR' criteria=none || om[3] type=SECONDARY title='Disease Control Rate (DCR), Defined as the Proportion of Subjects Who Have a Complete Response (CR), Partial Response (PR), or Stable Disease (SD) at 12 Weeks Following the Start of One Cycle of Ad-RTS-hIL-12 Immunotherapy' timeFrame='12 weeks' populationDescription='The veledimex-treated population will comprise subjects who have received the injection of Ad-RTS-hIL-12 and at least one dose of veledimex' paramType='NUMBER' unitOfMeasure='Percentage of subjects with CR, PR, or S' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02423902	her2- subjects	ctg_results_bor_2014_2017	2	2|3	8|8	2	Overall Response Rate (ORR), Defined as the Rate of Complete Response (CR) Plus the Rate of Partial Response (PR) at 12 Weeks Following the Start of Ad-RTS-hIL-12 Immunotherapy	BASIS_EXISTS	title/construct;assessment_criteria;unitOfMeasure	om[2] type=SECONDARY title='Overall Response Rate (ORR), Defined as the Rate of Complete Response (CR) Plus the Rate of Partial Response (PR) at 12 Weeks Following the Start of Ad-RTS-hIL-12 Immunotherapy' timeFrame='12 weeks' populationDescription='The veledimex-treated population will comprise subjects who have received the injection of Ad-RTS-hIL-12 and at least one dose of veledimex' paramType='NUMBER' unitOfMeasure='Percentage of subjects with CR or PR' criteria=none || om[3] type=SECONDARY title='Disease Control Rate (DCR), Defined as the Proportion of Subjects Who Have a Complete Response (CR), Partial Response (PR), or Stable Disease (SD) at 12 Weeks Following the Start of One Cycle of Ad-RTS-hIL-12 Immunotherapy' timeFrame='12 weeks' populationDescription='The veledimex-treated population will comprise subjects who have received the injection of Ad-RTS-hIL-12 and at least one dose of veledimex' paramType='NUMBER' unitOfMeasure='Percentage of subjects with CR, PR, or S' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02426125	placebo + docetaxel	ctg_placebo_onc_2014_2017	2	2|3	267|267	2	Percentage of Participants With an Objective Response Rate (ORR)	BASIS_EXISTS	title/construct	om[2] type=SECONDARY title='Percentage of Participants With an Objective Response Rate (ORR)' timeFrame='Randomization to Disease Progression (Up to 29.7 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[3] type=SECONDARY title='Percentage of Participants With Disease Control Rate (DCR)' timeFrame='Randomization to Disease Progression (Up to 29.7 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02426125	ramucirumab + docetaxel	ctg_placebo_onc_2014_2017	2	2|3	263|263	2	Percentage of Participants With an Objective Response Rate (ORR)	BASIS_EXISTS	title/construct	om[2] type=SECONDARY title='Percentage of Participants With an Objective Response Rate (ORR)' timeFrame='Randomization to Disease Progression (Up to 29.7 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[3] type=SECONDARY title='Percentage of Participants With Disease Control Rate (DCR)' timeFrame='Randomization to Disease Progression (Up to 29.7 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, high-risk	ctg_results_bor_2014_2017	3	5|6|7	13|13|13	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, intermediate-risk	ctg_results_bor_2014_2017	3	5|6|7	32|32|32	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, total (both strata)	ctg_results_bor_2014_2017	3	5|6|7	45|45|45	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
NCT02432846	sunitinib-only, high-risk	ctg_results_bor_2014_2017	3	5|6|7	6|6|6	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
NCT02432846	sunitinib-only, intermediate-risk	ctg_results_bor_2014_2017	3	5|6|7	19|19|19	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
