level	nct	payload	payload_line	enrollment	enrollment_type	enrollment_is_estimated	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible_to_non_overlapping_set	non_overlapping_set_sum	non_overlapping_set_source	om_index	group_title	denominator	cohort_role	in_non_overlapping_set	outcome_measure_title	time_frame	note
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								15	Savo 600 mg QD + Osi	44	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by BICR Assessment; Safety Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progressionuntil the end of the study, or an approximate maximum of 5.6 years.	
TRIAL	NCT04033432	ctg_results_bor_2018_2021	381	14	ACTUAL	NO	2	17	3	DUPLICATE_TITLE_VARIANT+NESTED_SUBSET	YES	14	om0 OG000								"Single-arm trial: om0 group (n=14, PSA-evaluable) and om3 group ""Treatment"" (n=3, RECIST-evaluable) are the same arm at two evaluability denominators."
COHORT	NCT04033432	ctg_results_bor_2018_2021	381	14	ACTUAL	NO								0	Treatment (Recombinant EphB4-HSA Fusion Protein)	14	COMPONENT_KEPT	YES	Prostate Specific Antigen (PSA) Response Rate	Up to 1 year	
COHORT	NCT04033432	ctg_results_bor_2018_2021	381	14	ACTUAL	NO								3	Treatment	3	NESTED_SUBSET	NO	Overall Response Rate	Up to 1 year	
TRIAL	NCT04033991	ctg_results_bor_2018_2021	488	684	ACTUAL	NO	2	743	59	MULTILINE_DOUBLE_COUNT	UNRESOLVED	UNRESOLVED	n/a								"Retrospective chart review; om6 pop: participants ""received sunitinib as first-line treatment and/or axitinib as second-line treatment"". A patient who received both is counted in both groups. 622+121=743 vs 684 registered; the record never states how many received both, so the 59 cannot be assigned."
COHORT	NCT04033991	ctg_results_bor_2018_2021	488	684	ACTUAL	NO								6	Participants With mRCC and/or aRCC: First Line Sunitinib Treatment	622	UNRESOLVED_DECLARED_OVERLAP	NO	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1	Start of treatment till BOR of CR, PR, PD, SD, Surgical CR, or death/initiation of new therapy, whichever occurred first; from 2002 to 30 June 2018, anytime in these 16 years (data retrieved and observed retrospectively for approximately 1.2 years)	
COHORT	NCT04033991	ctg_results_bor_2018_2021	488	684	ACTUAL	NO								6	Participants With mRCC and/or aRCC: Second Line Axitinib Treatment	121	UNRESOLVED_DECLARED_OVERLAP	NO	Number of Participants With Best Overall Response (BOR) for Complete Response (CR), Partial Response (PR), Stable Disease (SD), PD and Surgical CR as Per RECIST v 1.1	Start of treatment till BOR of CR, PR, PD, SD, Surgical CR, or death/initiation of new therapy, whichever occurred first; from 2002 to 30 June 2018, anytime in these 16 years (data retrieved and observed retrospectively for approximately 1.2 years)	
TRIAL	NCT04194944	ctg_results_bor_2018_2021	613	261	ACTUAL	NO	3	344	83	NESTED_SUBSET	YES	261	om7 OG000-OG001 (159+102)								om2 group is the ITT-Pembrolizumab stratum (n=83) of the same control arm whose full ITT is om7 OG001 (n=102). om7 sums to 261 = registered enrollment.
COHORT	NCT04194944	ctg_results_bor_2018_2021	613	261	ACTUAL	NO								2	Pemetrexed and Platinum With Pembrolizumab (TRT B)	83	NESTED_SUBSET	NO	Percentage of Participant With Disease Control Rate (DCR) by BICR (With Pembrolizumab)	Baseline to Progressive Disease or Death from Any Cause Up to 31 Months	
COHORT	NCT04194944	ctg_results_bor_2018_2021	613	261	ACTUAL	NO								7	Pemetrexed and Platinum With or Without Pembrolizumab (TRT B)	102	COMPONENT_KEPT	YES	ORR: Percentage of Participants With CR or PR by BICR (With or Without Pembrolizumab)	Baseline through Disease Progression or Death Up to 31 Months	
COHORT	NCT04194944	ctg_results_bor_2018_2021	613	261	ACTUAL	NO								7	Selpercatinib (TRT A)	159	COMPONENT_KEPT	YES	ORR: Percentage of Participants With CR or PR by BICR (With or Without Pembrolizumab)	Baseline through Disease Progression or Death Up to 31 Months	
TRIAL	NCT04216316	ctg_results_bor_2018_2021	258	12	ACTUAL	NO	3	22	10	POOLED_UNFLAGGED	YES	11	om9 OG000-OG001 (6+5)								"om8 is titled ""Best Overall Response - Total Population"" (n=11) and om9 ""Best Overall Response - By Dose Level"" splits the same 11 into 6+5."
COHORT	NCT04216316	ctg_results_bor_2018_2021	258	12	ACTUAL	NO								8	Berzosertib (M6620) + Carboplatin + Gemcitabine + Pembrolizumab	11	POOLED_UNFLAGGED	NO	Best Overall Response - Total Population	Up to 12 months post treatment	
COHORT	NCT04216316	ctg_results_bor_2018_2021	258	12	ACTUAL	NO								9	Dose Level -1 (Berzosertib (M6620) + Carboplatin + Gemcitabine + Pembrolizumab)	6	COMPONENT_KEPT	YES	Best Overall Response - By Dose Level	Up to 12 months post treatment	
COHORT	NCT04216316	ctg_results_bor_2018_2021	258	12	ACTUAL	NO								9	Dose Level 1 (Berzosertib (M6620) + Carboplatin + Gemcitabine + Pembrolizumab)	5	COMPONENT_KEPT	YES	Best Overall Response - By Dose Level	Up to 12 months post treatment	
TRIAL	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO	9	207	130	DUPLICATE_TITLE_VARIANT+NESTED_SUBSET	YES	77	om1 OG000-OG002 (47+1+29)								"Three disease groups appear three times: om1 ""Enrolled Population"" (47/1/29 = 77 = registered enrollment), om5 the same enrolled population under short labels (""All NSCLC""/""All TC""/""All MTC"", same 47/1/29), and om0 the ""Primary Analysis Set"" of centrally confirmed participants (26/1/26) nested inside them."
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								0	RET Fusion Positive Non-small Cell Lung Cancer (NSCLC) Cohort 1	26	NESTED_SUBSET	NO	Primary Analysis Set: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by Independent Review Committee (IRC)	Date of First Dose to Disease Progression or Death (up to 12 Months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								0	RET Fusion Positive Thyroid Cancer (TC) Cohort 1	1	NESTED_SUBSET	NO	Primary Analysis Set: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by Independent Review Committee (IRC)	Date of First Dose to Disease Progression or Death (up to 12 Months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								0	RET Mutant Medullary Thyroid Cancer (MTC) Cohort 2	26	NESTED_SUBSET	NO	Primary Analysis Set: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by Independent Review Committee (IRC)	Date of First Dose to Disease Progression or Death (up to 12 Months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								1	Medullary Thyroid Cancer (All MTC)	29	COMPONENT_KEPT	YES	Enrolled Population: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by IRC	Date of First Dose to Disease Progression or Death (Up to 12 months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								1	Non-small Cell Lung Cancer (All NSCLC)	47	COMPONENT_KEPT	YES	Enrolled Population: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by IRC	Date of First Dose to Disease Progression or Death (Up to 12 months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								1	Thyroid Cancer (All TC)	1	COMPONENT_KEPT	YES	Enrolled Population: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by IRC	Date of First Dose to Disease Progression or Death (Up to 12 months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								5	All MTC	29	DUPLICATE_TITLE_VARIANT	NO	Enrolled Population: Clinical Benefit Rate (CBR): Percentage of Participants Who Achieve CR, PR, or Stable Disease (SD) With a Duration of At Least 16 or More Weeks as Assessed by IRC	Baseline through Disease Progression or Death Due to Any Cause (Up to 12 Months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								5	All NSCLC	47	DUPLICATE_TITLE_VARIANT	NO	Enrolled Population: Clinical Benefit Rate (CBR): Percentage of Participants Who Achieve CR, PR, or Stable Disease (SD) With a Duration of At Least 16 or More Weeks as Assessed by IRC	Baseline through Disease Progression or Death Due to Any Cause (Up to 12 Months)	
COHORT	NCT04280081	ctg_results_bor_2018_2021	308	77	ACTUAL	NO								5	All TC	1	DUPLICATE_TITLE_VARIANT	NO	Enrolled Population: Clinical Benefit Rate (CBR): Percentage of Participants Who Achieve CR, PR, or Stable Disease (SD) With a Duration of At Least 16 or More Weeks as Assessed by IRC	Baseline through Disease Progression or Death Due to Any Cause (Up to 12 Months)	
TRIAL	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO	16	564	423	CROSS_AXIS_DUPLICATE	YES	141	om2 OG000-OG001 (93+48)								Four complete partitions of the same 141 patients, each summing to exactly 141: arm (om2), PD-L1 CPS (om11), cisplatin-ineligibility group (om14), Karnofsky PS (om17).
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								2	Arm 1	93	COMPONENT_KEPT	YES	Overall Response Rate (ORR)	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								2	Arm 2	48	COMPONENT_KEPT	YES	Overall Response Rate (ORR)	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								11	Arm 1 - CPS <1	20	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on PDL1 Expression (CPS).	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								11	Arm 1 - CPS >=1	73	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on PDL1 Expression (CPS).	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								11	Arm 2 - CPS <1	11	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on PDL1 Expression (CPS).	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								11	Arm 2 - CPS >=1	37	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on PDL1 Expression (CPS).	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 1 - Group 1	25	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 1 - Group 2	53	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 1 - Group 3	15	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 2 - Group 1	13	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 2 - Group 2	27	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								14	Arm 2 - Group 3	8	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Cisplatin Ineligibility.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								17	Arm 1 - Karnofsky-PS 70%	36	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Karnofsky.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								17	Arm 1 - Karnofsky-PS 80-100%	57	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Karnofsky.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								17	Arm 2 - Karnofsky-PS 70%	16	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Karnofsky.	Up to 2 years	
COHORT	NCT04282109	ctg_results_bor_2018_2021	475	141	ACTUAL	NO								17	Arm 2 - Karnofsky-PS 80-100%	32	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate Based on Karnofsky.	Up to 2 years	
TRIAL	NCT04287868	ctg_results_bor_2018_2021	155	51	ACTUAL	NO	4	124	73	POOLED_EXPLICIT+NESTED_SUBSET	YES	50	om0 OG000								Strictly nested chain inside one outcome measure, stated in the group descriptions: All Participants N=50 (47 C1 + 3 C2) > HPV16+ N=37 > {ICB-naive 8, ICB-resistant 29}. The only complete non-overlapping cover in the record is the 50.
COHORT	NCT04287868	ctg_results_bor_2018_2021	155	51	ACTUAL	NO								0	All Participants	50	COMPONENT_KEPT	YES	Best Overall Response (BOR) in Checkpoint Naive and Immune Checkpoint Blockade (ICB) Resistant Disease in Participants With Advanced or Metastatic Human Papillomavirus (HPV) Associated Malignancies	Every 2 months, up to approximately 10 months	
COHORT	NCT04287868	ctg_results_bor_2018_2021	155	51	ACTUAL	NO								0	Human Papillomavirus 16 Tumors (HPV-16+), Immune Checkpoint Blockade (ICB) - Naive	8	NESTED_SUBSET	NO	Best Overall Response (BOR) in Checkpoint Naive and Immune Checkpoint Blockade (ICB) Resistant Disease in Participants With Advanced or Metastatic Human Papillomavirus (HPV) Associated Malignancies	Every 2 months, up to approximately 10 months	
COHORT	NCT04287868	ctg_results_bor_2018_2021	155	51	ACTUAL	NO								0	Human Papillomavirus 16 Tumors (HPV-16+), Immune Checkpoint Blockade (ICB) - Resistant	29	NESTED_SUBSET	NO	Best Overall Response (BOR) in Checkpoint Naive and Immune Checkpoint Blockade (ICB) Resistant Disease in Participants With Advanced or Metastatic Human Papillomavirus (HPV) Associated Malignancies	Every 2 months, up to approximately 10 months	
COHORT	NCT04287868	ctg_results_bor_2018_2021	155	51	ACTUAL	NO								0	Participants With Human Papillomavirus 16 (HPV16+) Tumors	37	NESTED_SUBSET	NO	Best Overall Response (BOR) in Checkpoint Naive and Immune Checkpoint Blockade (ICB) Resistant Disease in Participants With Advanced or Metastatic Human Papillomavirus (HPV) Associated Malignancies	Every 2 months, up to approximately 10 months	
TRIAL	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO	9	368	121	NESTED_SUBSET	YES	238	om2 (22) + om3 (22+24) + om18 OG000-OG001 (85+85)								om22 re-reports Part C as an analysed subset (49/51) and a DKK1-high subset (14/16) of the same randomised groups reported at 85/85 in om18.
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								2	Part A First Line Treatment	22	COMPONENT_KEPT	YES	Part A: Objective Response Rate (ORR) in G/GEJ Patients Treated With DKN-01 in Combination With Tislelizumab + CAPOX as a First-line Therapy	approximately 28 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								3	Part B1 Second Line Treatment	22	COMPONENT_KEPT	YES	Part B: Objective Response Rate (ORR) in G/GEJ Patients Treated With DKN-01 in Combination With Tislelizumab as a Second-line Therapy	approximately 28 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								3	Part B2 Second Line Treatment	24	COMPONENT_KEPT	YES	Part B: Objective Response Rate (ORR) in G/GEJ Patients Treated With DKN-01 in Combination With Tislelizumab as a Second-line Therapy	approximately 28 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								18	Part C Control First Line Treatment	85	COMPONENT_KEPT	YES	Part C: To Estimate the Objective Response Rate (ORR) in DKK1-high G/GEJ Adenocarcinoma Patients Treated With DKN-01 in Combination With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) as a First-line Therapy.	approximately 30 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								18	Part C Experimental First Line Treatment	85	COMPONENT_KEPT	YES	Part C: To Estimate the Objective Response Rate (ORR) in DKK1-high G/GEJ Adenocarcinoma Patients Treated With DKN-01 in Combination With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) as a First-line Therapy.	approximately 30 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								22	ORR All Patients, Part C Control	49	NESTED_SUBSET	NO	Part C: To Assess Whether the Addition of DKN-01 With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) Improves ORR in Patients With CPS ≥5 or CPS <5 Advanced DKK1-high and Overall G/GEJ Adenocarcinoma as a First-line Therapy.	approximately 30 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								22	ORR All Patients, Part C Experimental	51	NESTED_SUBSET	NO	Part C: To Assess Whether the Addition of DKN-01 With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) Improves ORR in Patients With CPS ≥5 or CPS <5 Advanced DKK1-high and Overall G/GEJ Adenocarcinoma as a First-line Therapy.	approximately 30 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								22	ORR DKK1-high Patient, Part C Control	14	NESTED_SUBSET	NO	Part C: To Assess Whether the Addition of DKN-01 With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) Improves ORR in Patients With CPS ≥5 or CPS <5 Advanced DKK1-high and Overall G/GEJ Adenocarcinoma as a First-line Therapy.	approximately 30 months	
COHORT	NCT04363801	ctg_results_bor_2018_2021	335	247	ACTUAL	NO								22	ORR DKK1-high Patients, Part C Experimental	16	NESTED_SUBSET	NO	Part C: To Assess Whether the Addition of DKN-01 With Tislelizumab + Chemotherapy Regimen (CAPOX or mFOLFOX6) Improves ORR in Patients With CPS ≥5 or CPS <5 Advanced DKK1-high and Overall G/GEJ Adenocarcinoma as a First-line Therapy.	approximately 30 months	
TRIAL	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO	14	226	160	POOLED_UNFLAGGED+CROSS_AXIS_DUPLICATE	YES	66	om2 OG000-OG002 (6+10+11) + om1 OG000 (39)								"""Part 1+2 ... 25 mg"" (description: all participants who received the RP2D) n=50 pools Part 1 25 mg (11) and Part 2 25 mg (39). om25/om27 (IHC subtype) and om26/om28 (gene-expression subtype) are two further partitions of the same patients. Dose groups + Part 2 = 66 = registered enrollment."
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								1	Part 1+2: Zanubrutinib + Lenalidomide 25 mg	50	POOLED_UNFLAGGED	NO	Part 2: Overall Response Rate (ORR)	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up was 24 months in Part 2 and 31 months in the RP2D group.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								1	Part 2: Zanubrutinib + Lenalidomide 25 mg	39	COMPONENT_KEPT	YES	Part 2: Overall Response Rate (ORR)	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up was 24 months in Part 2 and 31 months in the RP2D group.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								2	Part 1: Zanubrutinib + Lenalidomide 15 mg	6	COMPONENT_KEPT	YES	Part 1: Overall Response Rate (ORR)	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								2	Part 1: Zanubrutinib + Lenalidomide 20 mg	10	COMPONENT_KEPT	YES	Part 1: Overall Response Rate (ORR)	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								2	Part 1: Zanubrutinib + Lenalidomide 25 mg	11	COMPONENT_KEPT	YES	Part 1: Overall Response Rate (ORR)	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								25	GCB Subtype: Zanubrutinib + Lenalidomide 15 mg	3	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								25	GCB Subtype: Zanubrutinib + Lenalidomide 20 mg	4	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								25	Non-GCB Subtype: Zanubrutinib + Lenalidomide 15 mg	3	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								25	Non-GCB Subtype: Zanubrutinib + Lenalidomide 20 mg	6	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								26	ABC Subtype: Zanubrutinib + Lenalidomide 15 mg	1	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Gene Expression Profiling (GEP) Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								26	ABC Subtype: Zanubrutinib + Lenalidomide 20 mg	8	CROSS_AXIS_DUPLICATE	NO	Part 1: Overall Response Rate by Gene Expression Profiling (GEP) Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up in Part 1 was 42 months.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								27	GCB Subtype: Zanubrutinib + Lenalidomide 25 mg	16	CROSS_AXIS_DUPLICATE	NO	Part 2: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up was 31 months in the RP2D group.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								27	Non-GCB Subtype: Zanubrutinib + Lenalidomide 25 mg	34	CROSS_AXIS_DUPLICATE	NO	Part 2: Overall Response Rate by Immunohistochemistry Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up was 31 months in the RP2D group.	
COHORT	NCT04436107	ctg_results_bor_2018_2021	418	66	ACTUAL	NO								28	ABC Subtype: Zanubrutinib + Lenalidomide 25 mg	35	CROSS_AXIS_DUPLICATE	NO	Part 2: Overall Response Rate by Gene Expression Profiling Subtypes	Response was assessed every 12 weeks for the first 48 weeks and every 16 weeks for the next 48 weeks and every 24 weeks thereafter; maximum time on follow-up was 31 months in the RP2D group.	
TRIAL	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO	5	58	6	NESTED_SUBSET	YES	52	om2 OG000-OG003 (1+11+1+39)								"om2/om3/om5 pop states verbatim: ""As pre-specified in SAP, all patients from Part 1 were also included in the relevant Cohorts in Part 2 based on their tumor type."" The 6 Part 1 patients are inside the Part 2 cohorts, which sum to 52 = registered enrollment."
COHORT	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO								2	Part 2: Cohort A: TNBC (IO-Treated in the Metastatic Setting)	1	COMPONENT_KEPT	YES	Part 2: Objective Response Rate (ORR)	Tumor assessments performed every 8 weeks (+/-1 week) until PD, up to a maximum of approximately 34 months	
COHORT	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO								2	Part 2: Cohort B: TNBC (IO-Naïve in the Metastatic Setting)	11	COMPONENT_KEPT	YES	Part 2: Objective Response Rate (ORR)	Tumor assessments performed every 8 weeks (+/-1 week) until PD, up to a maximum of approximately 34 months	
COHORT	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO								2	Part 2: Cohort C: EC (IO-Naïve)	1	COMPONENT_KEPT	YES	Part 2: Objective Response Rate (ORR)	Tumor assessments performed every 8 weeks (+/-1 week) until PD, up to a maximum of approximately 34 months	
COHORT	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO								2	Part 2: Cohort D: MSS mCRC (IO-Naïve)	39	COMPONENT_KEPT	YES	Part 2: Objective Response Rate (ORR)	Tumor assessments performed every 8 weeks (+/-1 week) until PD, up to a maximum of approximately 34 months	
COHORT	NCT04577963	ctg_results_bor_2018_2021	139	52	ACTUAL	NO								3	Part 1: Solid Tumor of Any Type (IO-Treated/IO-Naïve in the Metastatic Setting)	6	NESTED_SUBSET	NO	Part 1: Objective Response Rate	Tumor assessments performed every 8 weeks (+/-1 week) until PD, up to a maximum of approximately 34 months	
TRIAL	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO	6	70	34	CROSS_AXIS_DUPLICATE	YES	36	om0 OG000-OG001 (15+21)								om12 re-partitions the same two cohorts by baseline ctDNA MET-mutation status (8+6 and 11+9 = 34 of the 36 with ctDNA available).
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								0	Cohort 1	15	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Per RECIST v1.1 by BIRC Assessment	Up to approximately 125 weeks	
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								0	Cohort 2	21	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Per RECIST v1.1 by BIRC Assessment	Up to approximately 125 weeks	
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								12	Cohort 1 Mutant	8	CROSS_AXIS_DUPLICATE	NO	ORR Per RECIST v1.1 by BIRC and Investigator Assessment for Patients by MET Mutation Status in ctDNA	Baseline, up to approximately 189 weeks (median 33.6 weeks)	
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								12	Cohort 1 Non-Mutant	6	CROSS_AXIS_DUPLICATE	NO	ORR Per RECIST v1.1 by BIRC and Investigator Assessment for Patients by MET Mutation Status in ctDNA	Baseline, up to approximately 189 weeks (median 33.6 weeks)	
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								12	Cohort 2 Mutant	11	CROSS_AXIS_DUPLICATE	NO	ORR Per RECIST v1.1 by BIRC and Investigator Assessment for Patients by MET Mutation Status in ctDNA	Baseline, up to approximately 189 weeks (median 33.6 weeks)	
