nct	om_title	group_title	n_arms_registered	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	v2_arm_link_state	v2_arm_link_relation	v2_bound_arm_label	v2_bound_arm_registered_type_verbatim	v2_n_candidate_arms	v2_comparator_role	v2_registry_type_statement	v2_registry_type_statement_assumption	v2_leaf_claim_state	v2_leaf_claim_verification	v2_arm_link_source_locator	change_arm_link	change_comparator_class
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	REGN2810+AbbrevChemo+ipi	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 127; candidate protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Chemotherapy	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Chemo	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 128; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03409614	Part 2: BOR Per IRC	Part 2: Cemiplimab + Chemotherapy	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	REGN2810+Chemo Part 2	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 129; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03409614	Part 2: BOR Per IRC	Part 2: Placebo + Chemotherapy	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Placebo+Chemo	CONTESTED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	COMPARATOR_PROPOSED_BY_GROUP_TEXT_PLACEBO	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 130; candidate protocolSection.armsInterventionsModule.armGroups[3].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:CONTESTED->COMPARATOR_PROPOSED
NCT03415854	Best Overall Response (BOR)	Paricalcitol (Zemplar)	1	CONFIRMED	LABEL_BYTE_EXACT	Paricalcitol (Zemplar)	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	Paricalcitol (Zemplar)	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm A: Ipilimumab	2	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Arm A: ipilimumab	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Arm A: ipilimumab	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm B: IMO-2125 Plus Ipilimumab	2	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Arm B: IMO-2125 plus ipilimumab	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Arm B: IMO-2125 plus ipilimumab	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03451825	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	Avelumab 10 Miligram Per Kilogram (mg/kg)	2	UNKNOWN_IN_THIS_CACHE	NO_LABEL_RELATION_IN_THIS_CACHE		UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	NO_EXACT_SOURCE_RELATION_IN_THIS_CACHE			0	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[*].label/.description compared to groups[*].title/.description; no equality holds	UNKNOWN_IN_THIS_CACHE -> UNKNOWN_IN_THIS_CACHE	UNCHANGED_CLASS:UNKNOWN
NCT03451825	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	Avelumab 20 mg/kg	2	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Avelumab 20mg/kg	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Avelumab 20mg/kg	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	LEAF_LABEL_RESOLVES_UNIQUELY	LEAF_CLAIM_AGREES_WITH_SOURCE_RELATION	protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 1 Lerociclib at 200 mg QD	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part 1: Cohort 1 G1T38 + Osimertinib	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 132; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 2 Lerociclib at 300 mg QD	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part 1: Cohort 2 G1T38 + Osimertinib	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 133; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 3 Lerociclib at 400 mg QD	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part 1: Cohort 3 G1T38 + Osimertinib	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 134; candidate protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 4 Lerociclib at 150 mg BID	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part 1: Cohort 4 G1T38 + Osimertinib	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 135; candidate protocolSection.armsInterventionsModule.armGroups[3].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 5 Lerociclib at 200 mg BID	5	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part 1: Cohort 5 G1T38 + Osimertinib	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 136; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Abi/Pred	8	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi+ Abi/Pred	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi+ Abi/Pred	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	LEAF_LABEL_RESOLVES_UNIQUELY	LEAF_CLAIM_AGREES_WITH_SOURCE_RELATION	protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Enza	8	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi + Enza	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi + Enza	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	LEAF_LABEL_RESOLVES_UNIQUELY	LEAF_CLAIM_AGREES_WITH_SOURCE_RELATION	protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	8	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Abi/Pred	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Abi/Pred	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	LEAF_LABEL_RESOLVES_UNIQUELY	LEAF_CLAIM_AGREES_WITH_SOURCE_RELATION	protocolSection.armsInterventionsModule.armGroups[3].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 800mg TID +Enza	8	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Enza	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Enza	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	LEAF_LABEL_RESOLVES_UNIQUELY	LEAF_CLAIM_AGREES_WITH_SOURCE_RELATION	protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	8	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED		UNKNOWN_IN_THIS_CACHE	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE		LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 141; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CANDIDATE -> PROPOSED	UNCHANGED_CLASS:UNKNOWN
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Combination With Enza	8	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase 2 Randomized at RP2D: CPI-1205 800 mg TID + Enza	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE		LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 143; candidate protocolSection.armsInterventionsModule.armGroups[6].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Crossover Period	8	UNRESOLVED	LEAF_ARMS_MUTUALLY_INDISTINGUISHABLE		UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	NO_EXACT_SOURCE_RELATION_IN_THIS_CACHE			0	UNKNOWN_IN_THIS_CACHE	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE		LEAF_CLAIMS_NO_ARM	NOT_VERIFIABLE_IN_THIS_CACHE	protocolSection.armsInterventionsModule.armGroups[*].label/.description compared to groups[*].title/.description; no equality holds	UNRESOLVED -> UNKNOWN_IN_THIS_CACHE	UNCHANGED_CLASS:UNKNOWN
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Enza Contro	8	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase 2 Randomized Controlled Group: Enza	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	COMPARATOR_PROPOSED_BY_GROUP_TEXT_UNSPECIFIED	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE		LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 142; candidate protocolSection.armsInterventionsModule.armGroups[5].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:COMPARATOR_SUPPORTED->COMPARATOR_PROPOSED
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Single Arm CPI-1205 +Abi/Pred	8	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED		UNKNOWN_IN_THIS_CACHE	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE		LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 145; candidate protocolSection.armsInterventionsModule.armGroups[7].label	CANDIDATE -> PROPOSED	UNCHANGED_CLASS:UNKNOWN
NCT03573947	Estimate the Overall Response Rate With the Study Combination.	nivolumab, ipilimumab and paclitaxel	1	CONFIRMED	LABEL_BYTE_EXACT	nivolumab, ipilimumab and paclitaxel	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	nivolumab, ipilimumab and paclitaxel	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03609359	Objective Response Rate (ORR)	Lenvatinib + Pembrolizumab	1	CONFIRMED	LABEL_BYTE_EXACT	Lenvatinib + Pembrolizumab	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	Lenvatinib + Pembrolizumab	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03671564	Number of Participants With Best Response Following Administration of Milademetan in Participants With Relapsed or Refractory Acute Myeloid Leukemia	Milademetan (120 mg/Day)	3	CONFIRMED	LABEL_BYTE_EXACT	Milademetan (120 mg/Day)	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Milademetan (120 mg/Day)	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label and protocolSection.armsInterventionsModule.armGroups[1].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03671564	Number of Participants With Best Response Following Administration of Milademetan in Participants With Relapsed or Refractory Acute Myeloid Leukemia	Milademetan (90 mg/Day)	3	CONFIRMED	LABEL_BYTE_EXACT	Milademetan (90 mg/Day)	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Milademetan (90 mg/Day)	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label and protocolSection.armsInterventionsModule.armGroups[0].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03679754	Tumor Objective Response Rate (ORR)	Ad-RTS-hIL-12 + Veledimex	1	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Ad-RTS-hIL-12 + veledimex	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Ad-RTS-hIL-12 + veledimex	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT03711188	Best Overall Response (BOR) Using RECIST 1.1	Cohort A	1	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IMM-101 (and nivolumab or ipilimumab)	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group3.tsv:line 5; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03711188	Best Overall Response (BOR) Using RECIST 1.1	Cohort B	1	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IMM-101 (and nivolumab or ipilimumab)	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group3.tsv:line 6; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT03724890	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	Part A: M3814 100 mg BID + Avelumab 800 mg Q2W	3	CANDIDATE	LEAF_LABEL_STRING_ONLY_NOT_CONFIRMED		UNKNOWN_IN_THIS_CACHE	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group3.tsv:line 7; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CANDIDATE -> PROPOSED	UNCHANGED_CLASS:UNKNOWN
