cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	encoding_identity_status	distinguishing_field_classes	distinction_basis	semantic_duplication_status	semantic_correspondence_evidence	v1_duplicate_encoding_candidate	v1_unresolved_states	v2_unresolved_states	selection_status	resolution_note
NCT05543629||part a: treatment 3	NCT05543629	part a: treatment 3	2	NCT05543629#om9#OG002|NCT05543629#om10#OG002	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05543629||part a: treatment 4	NCT05543629	part a: treatment 4	2	NCT05543629#om9#OG003|NCT05543629#om10#OG003	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05543629||part a: treatment 5	NCT05543629	part a: treatment 5	2	NCT05543629#om9#OG004|NCT05543629#om10#OG004	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05543629||part b1: treatment 1	NCT05543629	part b1: treatment 1	2	NCT05543629#om9#OG005|NCT05543629#om10#OG005	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05543629||part b1: treatment 2	NCT05543629	part b1: treatment 2	2	NCT05543629#om9#OG006|NCT05543629#om10#OG006	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05543629||part b2: treatment 1	NCT05543629	part b2: treatment 1	2	NCT05543629#om9#OG007|NCT05543629#om10#OG007	9|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05551117||part 1: control arm	NCT05551117	part 1: control arm	2	NCT05551117#om2#OG002|NCT05551117#om5#OG002	2|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARTICIPANTS_DENOMINATOR_VALUE|DENOMINATOR_STATE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05551117||part 1: mgc018 2.0 mg (arm a)	NCT05551117	part 1: mgc018 2.0 mg (arm a)	2	NCT05551117#om2#OG000|NCT05551117#om5#OG000	2|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05551117||part 1: mgc018 2.7 mg (arm b)	NCT05551117	part 1: mgc018 2.7 mg (arm b)	2	NCT05551117#om2#OG001|NCT05551117#om5#OG001	2|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05551117||part 2	NCT05551117	part 2	3	NCT05551117#om1#OG000|NCT05551117#om2#OG003|NCT05551117#om5#OG003	1|2|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|CRITERIA_VERSION_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE|DENOMINATOR_STATE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05565391||cota cohort	NCT05565391	cota cohort	2	NCT05565391#om0#OG001|NCT05565391#om1#OG001	0|1	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05565391||flatiron health cohort	NCT05565391	flatiron health cohort	2	NCT05565391#om0#OG002|NCT05565391#om2#OG001	0|2	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05565391||study c1071003 cohort a	NCT05565391	study c1071003 cohort a	3	NCT05565391#om0#OG000|NCT05565391#om1#OG000|NCT05565391#om2#OG000	0|1|2	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05577715||morab-202 25mg/m^2	NCT05577715	morab-202 25mg/m^2	2	NCT05577715#om0#OG000|NCT05577715#om3#OG000	0|3	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05613088||investigator's choice (ic) chemotherapy	NCT05613088	investigator's choice (ic) chemotherapy	2	NCT05613088#om0#OG001|NCT05613088#om10#OG001	0|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05613088||morab-202	NCT05613088	morab-202	2	NCT05613088#om0#OG000|NCT05613088#om10#OG000	0|10	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05619172||nanrilkefusp alfa and cetuximab	NCT05619172	nanrilkefusp alfa and cetuximab	13	NCT05619172#om0#OG000|NCT05619172#om1#OG000|NCT05619172#om2#OG000|NCT05619172#om3#OG000|NCT05619172#om4#OG000|NCT05619172#om5#OG000|NCT05619172#om6#OG000|NCT05619172#om7#OG000|NCT05619172#om8#OG000|NCT05619172#om9#OG000|NCT05619172#om10#OG000|NCT05619172#om13#OG000|NCT05619172#om14#OG000	0|1|2|3|4|5|6|7|8|9|10|13|14	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|CRITERIA_VERSION_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05650164||participants with metastatic renal cell carcinoma	NCT05650164	participants with metastatic renal cell carcinoma	2	NCT05650164#om29#OG000|NCT05650164#om30#OG000	29|30	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05654623||fulvestrant	NCT05654623	fulvestrant	2	NCT05654623#om4#OG001|NCT05654623#om5#OG001	4|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT05654623||vepdegestrant	NCT05654623	vepdegestrant	2	NCT05654623#om4#OG000|NCT05654623#om5#OG000	4|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
