peak	hg18_coords	classification	gene_id	gene_symbol	peak_exon_gene_symbol	differentially_expressed_cancer_type
37142	chr6:142220742-142220794_-	intron	uc003qit.1			GIST_
37143	chr6:143114298-143114814_-	coding	NM_006734	HIVEP2	HIVEP2	Bladder_
37144	chr6:143115082-143115343_-	coding	NM_006734	HIVEP2	HIVEP2	HN_
37145	chr6:143156543-143156600_-	intron	NM_006734	HIVEP2		MLS_
37148	chr6:143789769-143789914_-	coding	NM_182503	ADAT2	ADAT2	
37149	chr6:143789962-143790527_-	coding	NM_182503	ADAT2	ADAT2	GIST_
37150	chr6:143858307-143858654_-	coding	NM_032020	FUCA2	FUCA2	
37152	chr6:144303156-144303376_-	coding	NM_002656	PLAGL1	PLAGL1	GIST_
37153	chr6:144303562-144303633_-	coding	NM_002656	PLAGL1	PLAGL1	GIST_
37154	chr6:144304313-144305057_-	coding	NM_002656	PLAGL1	PLAGL1	GIST_
37155	chr6:144305972-144306087_-	all_mrna	BC021687			GIST_
37156	chr6:144339125-144339316_-	intron	NM_002656	PLAGL1		
37157	chr6:144343227-144343379_-	intron	NM_002656	PLAGL1		GIST_
37158	chr6:144350360-144350515_-	intron	NM_002656	PLAGL1		GIST_
37159	chr6:144359451-144359629_-	intron	NM_002656	PLAGL1		
37160	chr6:144457710-144458429_-	coding	NM_031287	SF3B5	SF3B5	
37165	chr6:146160943-146161205_-	coding	NM_032145	FBXO30	FBXO30	
37167	chr6:146247636-146247841_-	coding	NM_173082	SHPRH	SHPRH	GIST_
37174	chr6:149860541-149860709_-	all_mrna	BC041399			
37175	chr6:149867561-149867947_-	coding	NM_139126	PPIL4	PPIL4	GIST_
37177	chr6:149957701-149957937_-	coding	NM_007044	KATNA1	KATNA1	
37178	chr6:150020983-150021182_-	promoter				
37180	chr6:150087165-150087261_-	coding	NM_198887	NUP43	NUP43	
37182	chr6:150181588-150182029_-	coding	NM_032832	LRP11	LRP11	HN_Bladder_
37183	chr6:150203324-150203516_-	intron	NM_032832	LRP11		
37184	chr6:150424216-150424302_-	downstream	AY027538	ULBP3		
37187	chr6:151726933-151727113_-	coding	NM_020861	ZBTB2	ZBTB2	
37190	chr6:152484489-152484815_-	coding	NM_133650	SYNE1	SYNE1	
37191	chr6:152538848-152538995_-	intron	NM_133650	SYNE1		NPC_
37192	chr6:152616680-152616841_-	intron	NM_015293	SYNE1		NPC_
37193	chr6:152647520-152647703_-	intron	NM_015293	SYNE1		NPC_
37196	chr6:153333341-153333541_-	coding	NM_012177	FBXO5	FBXO5	
37200	chr6:154768116-154768298_-	coding	NM_173515	CNKSR3	CNKSR3	
37201	chr6:154865309-154865433_-	intron	NM_173515	CNKSR3		
37203	chr6:155620410-155620910_-	coding	NM_016020	TFB1M	TFB1M	Bladder_
37205	chr6:157632793-157632968_-	all_mrna	AK000891	C6orf35	C6orf35	
37206	chr6:157633466-157633934_-	coding	uc003qqr.2			
37209	chr6:158450508-158450682_-	coding	NM_032861	SERAC1	SERAC1	
37211	chr6:159106757-159107301_-	coding	NM_003379	EZR	EZR	HN_GIST_
37213	chr6:159107502-159107621_-	coding	NM_003379	EZR	EZR	HN_
37214	chr6:159107644-159107838_-	coding	NM_003379	EZR	EZR	
37215	chr6:159112262-159112412_-	coding	NM_003379	EZR	EZR	Bladder_
37219	chr6:159313892-159314084_-	promoter				Bladder_
37220	chr6:159340310-159340541_-	coding	NM_031924	RSPH3	RSPH3	
37221	chr6:159376011-159376199_-	coding	NM_054114	TAGAP	TAGAP	NPC_
37222	chr6:160020080-160020136_-	downstream	AK093984			
37223	chr6:160020591-160020808_-	all_mrna	uc003qsf.2	SOD2	SOD2	HN_
37224	chr6:160023212-160023642_-	coding	NM_000636	SOD2	SOD2	HN_
37225	chr6:160031708-160032112_-	coding	uc003qsj.2	SOD2	SOD2	HN_
37226	chr6:160062837-160062956_-	intron	AK097395	SOD2		MLS_
37227	chr6:160066895-160067095_-	intron	AK097395	SOD2		
37228	chr6:160067398-160067791_-	intron	AK097395	SOD2		
37230	chr6:160096801-160097023_-	intron	AK097395	SOD2		NPC_
37232	chr6:160119519-160119987_-	coding	NM_030752	TCP1	TCP1	GIST_
37236	chr6:161470974-161471217_-	coding	NM_020133	AGPAT4	AGPAT4	MLS_
37237	chr6:161477096-161477340_-	coding	NM_020133	AGPAT4	AGPAT4	
37238	chr6:161501242-161501382_-	coding	NR_024277	C6orf59	C6orf59	
37242	chr6:161688433-161688617_-	coding	NM_013987	PARK2	PARK2	
37245	chr6:162310300-162310509_-	intron	NM_013987	PARK2		
37250	chr6:165660765-165661145_-	coding	NM_001130690	PDE10A	PDE10A	Bladder_
37253	chr6:166653191-166653706_-	coding	NM_145169	SFT2D1	SFT2D1	
37254	chr6:166698389-166698696_-	coding	NM_016098	BRP44L	BRP44L	
37255	chr6:166710667-166710817_-	intron	NM_016098	BRP44L		NPC_
37256	chr6:166742837-166743810_-	coding	NM_021135	RPS6KA2	RPS6KA2	MLS_
37257	chr6:166744647-166745021_-	coding	NM_021135	RPS6KA2	RPS6KA2	MLS_
37258	chr6:166770521-166770732_-	intron	NM_021135	RPS6KA2		MLS_
37260	chr6:166802812-166803028_-	intron	NM_021135	RPS6KA2		NPC_
37261	chr6:166807430-166807660_-	intron	NM_021135	RPS6KA2		
37262	chr6:166826495-166826653_-	intron	NM_021135	RPS6KA2		
37263	chr6:166846342-166846455_-	intron	NM_021135	RPS6KA2		NPC_MLS_
37265	chr6:167262870-167263249_-	coding	NM_003730	RNASET2	RNASET2	Bladder_
37266	chr6:167977997-167978138_-	intron				
37268	chr6:168196623-168196822_-	downstream	AK026268	FRMD1		NPC_
37269	chr6:168199293-168199581_-	coding	NM_024919	FRMD1	FRMD1	NPC_
37270	chr6:168450433-168451006_-	coding	NM_214462	DACT2	DACT2	Prostate_
37272	chr6:169300193-169300438_-	Rinn				HN_
37273	chr6:169357803-169358421_-	coding	NM_003247	THBS2	THBS2	GIST_
37274	chr6:169358995-169359633_-	coding	NM_003247	THBS2	THBS2	HN_GIST_
37276	chr6:169384409-169384603_-	all_mrna	BC127845			
37277	chr6:169386196-169386317_-	intron	NM_003247	THBS2		
37278	chr6:169568441-169568684_-	Rinn				
37279	chr6:169594123-169594370_-	novel_intergenic				EWS_
37280	chr6:169599227-169599374_-	coding	NM_182552	WDR27	WDR27	NPC_
37281	chr6:169700345-169700587_-	all_mrna	BX648854			
37282	chr6:169789668-169789909_-	coding	NM_182552	WDR27	WDR27	
37283	chr6:169799743-169800046_-	coding	uc003qwz.1	WDR27	WDR27	
37284	chr6:169836663-169836877_-	intron	NM_182552	WDR27		
37285	chr6:169845911-169846175_-	coding	NM_018288	PHF10	PHF10	
37286	chr6:169847151-169847318_-	coding	NM_018288	PHF10	PHF10	
37287	chr6:169849049-169849377_-	ref_known_Gencode_nc	AL133094	PHF10	PHF10	
37288	chr6:169891526-169891682_-	all_mrna	uc003qxf.2	TCTE3	TCTE3	
37289	chr6:170308009-170308208_-	novel_intergenic				
37290	chr6:170312920-170313114_-	Rinn				HN_
37292	chr6:170433212-170433457_-	coding	NM_005618	DLL1	DLL1	HN_MLS_
37293	chr6:170436484-170436688_-	coding	NM_005618	DLL1	DLL1	
37295	chr6:170685557-170685814_-	intron	uc003qxq.1	PSMB1		
37296	chr6:170686122-170686426_-	coding	NM_002793	PSMB1	PSMB1	HN_
37298	chr6:170728170-170728338_-	coding	AK055180	PDCD2	PDCD2	Bladder_
37299	chr6:170728369-170728456_-	coding	NM_002598	PDCD2	PDCD2	Bladder_
37300	chr6:170729494-170729671_-	coding	uc003qxx.1	PDCD2	PDCD2	
37301	chr6:170732775-170732861_-	coding	NM_144781	PDCD2	PDCD2	
37302	chr7:239557-239727_-	Rinn	uc003woj.1			
37303	chr7:281326-281622_-	other known	uc003won.1			
37305	chr7:502645-502907_-	intron	BC146594			
37306	chr7:503415-504013_-	coding	NM_033023	PDGFA	PDGFA	
37309	chr7:555345-555828_-	coding	NM_001164758	PRKAR1B	PRKAR1B	EWS_
37310	chr7:556401-556726_-	coding	NM_001164758	PRKAR1B	PRKAR1B	
37311	chr7:584589-584814_-	intron	NM_001164758	PRKAR1B		
37314	chr7:722780-722986_-	ref_known_Gencode_nc	NM_001164758	PRKAR1B		
37319	chr7:904063-904399_-	coding	NM_006869	ADAP1	ADAP1	Colon_
37321	chr7:935751-935925_-	intron	NM_006869	ADAP1		
37322	chr7:972452-972481_-	coding	NM_001031617	COX19	COX19	
37323	chr7:975034-975601_-	coding	NM_001031617	COX19	COX19	HN_NPC_
37324	chr7:1003140-1003975_-	coding	NM_032350	C7orf50	C7orf50	GIST_
37326	chr7:1028645-1028876_-	intron	NM_032350	C7orf50		
37327	chr7:1030632-1030952_-	ref_known_Gencode_nc	uc003sjv.2			
37328	chr7:1032779-1033002_-	ref_known_Gencode_nc	uc003sjv.2			
37329	chr7:1154393-1154655_-	downstream				
37331	chr7:1159065-1159376_-	coding	NM_182491	ZFAND2A	ZFAND2A	
37332	chr7:1160356-1160592_-	all_mrna	AK096735			
37333	chr7:1434625-1434766_-	ref_known_Gencode_nc	AK091986	MICALL2	MICALL2	
37334	chr7:1440519-1441030_-	coding	NM_182924	MICALL2	MICALL2	NPC_GIST_
37335	chr7:1455681-1455949_-	all_mrna	uc003skl.1	MICALL2	MICALL2	
37336	chr7:1470458-1470906_-	all_mrna	AK128206			
37338	chr7:1476437-1476846_-	coding	NM_001080453	INTS1	INTS1	
37339	chr7:1477007-1477096_-	coding	NM_001080453	INTS1	INTS1	
37340	chr7:1538653-1538844_-	all_mrna	AK124993			GIST_
37341	chr7:1548289-1549237_-	coding	NM_001097620	TMEM184A	TMEM184A	Bladder_
37342	chr7:1550075-1550253_-	coding	NM_001097620	TMEM184A	TMEM184A	Bladder_
37343	chr7:1552372-1552675_-	coding	NM_001097620	TMEM184A	TMEM184A	GIST_
37344	chr7:1558677-1558891_-	intron	NM_001097620	TMEM184A		
37345	chr7:1573478-1573840_-	coding	NM_032302	PSMG3	PSMG3	HN_NPC_GIST_
37346	chr7:1744796-1745331_-	Bartel				Colon_
37347	chr7:2016244-2016529_-	intron	NM_001013836	MAD1L1		
37348	chr7:2043374-2043592_-	intron	NM_001013836	MAD1L1		NPC_
37350	chr7:2240355-2240658_-	coding	NM_013393	FTSJ2	FTSJ2	NPC_
37351	chr7:2240757-2240918_-	coding	NM_013393	FTSJ2	FTSJ2	Bladder_
37352	chr7:2255192-2255354_-	downstream	BC014395			
37354	chr7:2257925-2258246_-	coding	BC014395			
37355	chr7:2261155-2261367_-	coding	NM_013321	SNX8	SNX8	HN_NPC_
37356	chr7:2263030-2263160_-	coding	NM_013321	SNX8	SNX8	
37357	chr7:2360156-2360213_-	promoter				
37361	chr7:2543995-2544075_-	coding	NM_152743	C7orf27	C7orf27	NPC_
37362	chr7:2544106-2544416_-	coding	NM_152743	C7orf27	C7orf27	
37366	chr7:2713464-2713708_-	intron				
37368	chr7:2727980-2728267_-	Rinn				
37369	chr7:2734253-2734679_-	coding	NM_007353	GNA12	GNA12	
37370	chr7:2734704-2735227_-	coding	NM_007353	GNA12	GNA12	
37371	chr7:2735891-2736370_-	coding	NM_007353	GNA12	GNA12	GIST_
37374	chr7:2770506-2770618_-	intron	NM_007353	GNA12		
37375	chr7:2788854-2789105_-	intron	NM_007353	GNA12		
37377	chr7:2847407-2847518_-	intron	NM_007353	GNA12		NPC_
37378	chr7:2912263-2912604_-	coding	NM_032415	CARD11	CARD11	Bladder_
37385	chr7:4805261-4805581_-	coding	NM_018059	RADIL	RADIL	EWS_
37389	chr7:5313027-5313134_-	coding	NM_001080495	TNRC18	TNRC18	
37390	chr7:5313159-5313321_-	coding	NM_001080495	TNRC18	TNRC18	
37391	chr7:5336677-5336805_-	intron	NM_001080495	TNRC18		NPC_
37393	chr7:5357444-5357490_-	coding	uc003soj.2	TNRC18	TNRC18	GIST_
37394	chr7:5357521-5357698_-	coding	uc003soj.2	TNRC18	TNRC18	
37395	chr7:5424287-5424505_-	intron	NM_001080495	TNRC18		
37396	chr7:5426147-5426342_-	all_mrna	AY129022			
37398	chr7:5434900-5435134_-	all_mrna	AK125308			
37399	chr7:5437585-5437672_-	all_mrna	AK057042	FBXL18	FBXL18	
37400	chr7:5481954-5482360_-	coding	NM_024963	FBXL18	FBXL18	
37401	chr7:5487081-5487423_-	coding	NM_024963	FBXL18	FBXL18	
37402	chr7:5533413-5533448_-	coding	NM_001101	ACTB	ACTB	HN_LMS_
37403	chr7:5534803-5534835_-	coding	NM_001101	ACTB	ACTB	
37404	chr7:5536665-5536722_-	coding	NM_001101	ACTB	ACTB	
37406	chr7:5626196-5626686_-	coding	NM_207111	RNF216	RNF216	NPC_
37407	chr7:5628805-5629312_-	coding	NM_207111	RNF216	RNF216	
37408	chr7:5666213-5666312_-	intron	NM_207111	RNF216		NPC_
37409	chr7:5998427-5998462_-	intron	NR_003085	PMS2		MLS_
37411	chr7:6028405-6028528_-	coding	NM_014413	EIF2AK1	EIF2AK1	
37412	chr7:6029852-6030770_-	coding	NM_014413	EIF2AK1	EIF2AK1	NPC_
37413	chr7:6167932-6168299_-	coding	NM_004227	CYTH3	CYTH3	MLS_
37414	chr7:6174386-6174670_-	intron	NM_004227	CYTH3		MLS_
37416	chr7:6196592-6196743_-	coding	NM_004227	CYTH3	CYTH3	
37417	chr7:6197830-6197939_-	intron	NM_004227	CYTH3		MLS_
37419	chr7:6251264-6251372_-	intron	NM_004227	CYTH3		
37420	chr7:6252407-6252640_-	intron	NM_004227	CYTH3		
37423	chr7:6415272-6415938_-	coding	NM_139179	DAGLB	DAGLB	GIST_
37424	chr7:6418722-6418832_-	ref_known_Gencode_nc	NM_139179	DAGLB		NPC_
37425	chr7:6467166-6468223_-	coding	NM_001100603	KDELR2	KDELR2	NPC_
37426	chr7:6468480-6469310_-	coding	NM_001100603	KDELR2	KDELR2	HN_
37427	chr7:6479353-6479487_-	all_mrna	AK124219			
37433	chr7:6694591-6694872_-	coding	NM_006956	ZNF12	ZNF12	
37439	chr7:7558603-7558836_-	Rinn				
37440	chr7:7642869-7642913_-	all_mrna	L07493	RPA3	RPA3	
37441	chr7:7643089-7643156_-	coding	NM_002947	RPA3	RPA3	HN_NPC_
37442	chr7:8119375-8119645_-	coding	NM_004968	ICA1	ICA1	
37443	chr7:8119919-8120286_-	coding	NM_004968	ICA1	ICA1	Bladder_Prostate_
37446	chr7:10946184-10946320_-	coding	NM_002489	NDUFA4	NDUFA4	
37448	chr7:11380777-11380912_-	coding	NM_015204	THSD7A	THSD7A	
37450	chr7:13897378-13897524_-	coding	NM_001163150	ETV1	ETV1	GIST_
37451	chr7:13899172-13899377_-	coding	NM_001163150	ETV1	ETV1	GIST_
37452	chr7:13899413-13899656_-	coding	NM_001163150	ETV1	ETV1	GIST_
37453	chr7:13900311-13900493_-	coding	NM_001163150	ETV1	ETV1	GIST_
37457	chr7:15617354-15617557_-	coding	NM_005924	MEOX2	MEOX2	SS_
37458	chr7:16161224-16161335_-	intron	NM_001101426	ISPD		
37459	chr7:16467693-16467826_-	coding	NM_015464	SOSTDC1	SOSTDC1	
37460	chr7:16605925-16606136_-	coding	NM_020319	ANKMY2	ANKMY2	NPC_
37463	chr7:16797961-16798242_-	coding	uc003str.1	AGR2	AGR2	
37464	chr7:16798788-16799081_-	coding	NM_006408	AGR2	AGR2	Bladder_
37465	chr7:16860912-16861026_-	downstream	AY069977	AGR3		LungAdeno_
37466	chr7:16865552-16865761_-	coding	NM_176813	AGR3	AGR3	LungAdeno_
37469	chr7:17439309-17439506_-	all_mrna	BC013942			
37471	chr7:17779796-17780016_-	novel_intergenic				NPC_
37472	chr7:17796895-17797248_-	coding	NM_015132	SNX13	SNX13	
37473	chr7:17798973-17799311_-	coding	NM_015132	SNX13	SNX13	
37474	chr7:17799549-17799734_-	coding	NM_015132	SNX13	SNX13	
37475	chr7:17908406-17908550_-	intron	NM_015132	SNX13		NPC_
37476	chr7:19121612-19121752_-	coding	NM_000474	TWIST1	TWIST1	
37477	chr7:19122805-19123156_-	coding	NM_000474	TWIST1	TWIST1	
37478	chr7:19701597-19701893_-	coding	NM_001002926	TWISTNB	TWISTNB	
37479	chr7:19704551-19704852_-	coding	NM_001002926	TWISTNB	TWISTNB	HN_
37481	chr7:20141162-20141667_-	coding	NM_182762	MACC1	MACC1	Bladder_
37482	chr7:20142531-20142904_-	coding	NM_182762	MACC1	MACC1	Bladder_
37483	chr7:20199934-20200137_-	intron	NM_182762	MACC1		NPC_
37488	chr7:21907041-21907221_-	coding	NM_018719	CDCA7L	CDCA7L	GIST_
37489	chr7:21907242-21907385_-	coding	NM_018719	CDCA7L	CDCA7L	
37490	chr7:22124432-22124693_-	coding	NM_012294	RAPGEF5	RAPGEF5	
37491	chr7:22156326-22156369_-	intron	NM_012294	RAPGEF5		NPC_
37493	chr7:22819162-22819186_-	coding	NM_019059	TOMM7	TOMM7	
37494	chr7:22828829-22828873_-	coding	NM_019059	TOMM7	TOMM7	
37495	chr7:22828917-22828971_-	coding	NM_019059	TOMM7	TOMM7	
37496	chr7:22947396-22947729_-	coding	NM_032581	FAM126A	FAM126A	
37497	chr7:22950459-22950625_-	coding	NM_032581	FAM126A	FAM126A	
37500	chr7:23510921-23511050_-	coding	NM_013293	TRA2A	TRA2A	NPC_
37501	chr7:23511144-23511328_-	coding	NM_013293	TRA2A	TRA2A	Bladder_NPC_GIST_
37505	chr7:24704490-24704744_-	coding	NM_004403	DFNA5	DFNA5	HN_Bladder_
37506	chr7:24802681-24802868_-	coding	NM_145322	OSBPL3	OSBPL3	
37507	chr7:24804989-24805280_-	coding	NM_145322	OSBPL3	OSBPL3	
37508	chr7:24806060-24806220_-	coding	NM_145322	OSBPL3	OSBPL3	
37509	chr7:25124798-25124929_-	coding	NM_018947	CYCS	CYCS	
37510	chr7:25129069-25129097_-	coding	NM_018947	CYCS	CYCS	
37511	chr7:25141881-25142000_-	coding	NM_138811	C7orf31	C7orf31	
37512	chr7:25954802-25954989_-	downstream	NR_029597	MIR148A		
37514	chr7:26196057-26196671_-	coding	NM_031243	HNRNPA2B1	HNRNPA2B1	NPC_
37516	chr7:26197888-26198493_-	coding	NM_031243	HNRNPA2B1	HNRNPA2B1	HN_NPC_
37517	chr7:26199687-26199827_-	coding	NM_031243	HNRNPA2B1	HNRNPA2B1	
37522	chr7:26673196-26673480_-	coding	NM_003930	SKAP2	SKAP2	
37526	chr7:27112342-27112576_-	coding	NM_153631	HOXA3	HOXA3	GIST_MLS_
37527	chr7:27113153-27113366_-	coding	NM_153631	HOXA3	HOXA3	NPC_MLS_
37529	chr7:27114003-27114300_-	coding	NM_153631	HOXA3	HOXA3	
37530	chr7:27134650-27135177_-	coding	NM_002141	HOXA4	HOXA4	GIST_MLS_
37531	chr7:27147679-27147889_-	coding	NM_019102	HOXA5	HOXA5	MLS_
37532	chr7:27159860-27160220_-	coding	NM_006896	HOXA7	HOXA7	
37533	chr7:27160953-27161185_-	coding	NM_006896	HOXA7	HOXA7	
37534	chr7:27168586-27169206_-	coding	NM_152739	HOXA9	HOXA9	MLS_
37535	chr7:27176734-27176979_-	coding	NM_153715	HOXA10	HOXA10	ESS_MLS_
37536	chr7:27177373-27177610_-	coding	NM_153715	HOXA10	HOXA10	MLS_
37537	chr7:27187658-27187821_-	coding	NM_005523	HOXA11	HOXA11	ESS_
37538	chr7:27199023-27199235_-	downstream	BC046515			Prostate_
37539	chr7:27245422-27245585_-	Bartel				SS_
37540	chr7:27531580-27531818_-	coding	NM_152740	HIBADH	HIBADH	
37544	chr7:27836702-27836889_-	coding	NM_175061	JAZF1	JAZF1	
37547	chr7:27867588-27867898_-	intron	NM_175061	JAZF1		
37548	chr7:27876355-27876478_-	intron	NM_175061	JAZF1		
37550	chr7:27985677-27985794_-	intron	NM_175061	JAZF1		NPC_
37553	chr7:28120748-28120970_-	intron	NM_175061	JAZF1		ESS_
37554	chr7:28126771-28126903_-	intron	NM_175061	JAZF1		NPC_ESS_
37558	chr7:28960444-28960532_-	coding	NM_014817	TRIL	TRIL	
37559	chr7:29001768-29001999_-	coding	NM_019029	CPVL	CPVL	HN_
37563	chr7:29517304-29517463_-	downstream	uc003tab.2			
37565	chr7:29926241-29926918_-	coding	NM_014766	SCRN1	SCRN1	
37566	chr7:29973649-29973749_-	intron	NM_014766	SCRN1		
37567	chr7:30016727-30016858_-	downstream	CU675039			
37568	chr7:30018381-30018546_-	downstream	CU675039			
37570	chr7:30430670-30431140_-	coding	NM_006092	NOD1	NOD1	GIST_
37571	chr7:30431296-30431732_-	coding	NM_006092	NOD1	NOD1	
37572	chr7:30483948-30484046_-	intron	NM_006092	NOD1		
37573	chr7:30502804-30502878_-	coding	NM_024051	GGCT	GGCT	GIST_
37574	chr7:30509941-30510113_-	intron	NM_024051	GGCT		NPC_
37576	chr7:30523094-30523342_-	intron	uc003tbd.2			
37577	chr7:30564419-30564645_-	all_mrna	uc003tbg.1			NPC_
37578	chr7:30567545-30567885_-	Bartel	uc003tbd.2			
37583	chr7:32491449-32491643_-	coding	NM_012322	LSM5	LSM5	
37585	chr7:32492937-32493105_-	coding	NM_012322	LSM5	LSM5	
37586	chr7:32493137-32493223_-	coding	NM_012322	LSM5	LSM5	HN_NPC_
37587	chr7:32493251-32493398_-	coding	NM_012322	LSM5	LSM5	
37588	chr7:32587071-32587189_-	ref_known_Gencode_nc	uc003tcw.2			
37589	chr7:32619845-32619947_-	intron	uc003tcw.2			
37590	chr7:32874302-32874671_-	coding	NM_015483	KBTBD2	KBTBD2	
37591	chr7:32875133-32875504_-	coding	NM_015483	KBTBD2	KBTBD2	
37592	chr7:32894353-32894474_-	intron	NM_015483	KBTBD2		
37594	chr7:33045705-33045865_-	intron	NR_029372	NT5C3		NPC_
37595	chr7:33066587-33066740_-	intron	NR_029372	NT5C3		
37599	chr7:35638847-35639187_-	coding	NM_022373	HERPUD2	HERPUD2	
37600	chr7:35700393-35700652_-	coding	NM_022373	HERPUD2	HERPUD2	
37601	chr7:36330324-36330507_-	coding	NM_001100425	KIAA0895	KIAA0895	
37602	chr7:36517404-36517517_-	novel_intergenic				NPC_
37603	chr7:36518171-36518397_-	novel_intergenic				
37604	chr7:36519078-36519428_-	coding	NM_001177506	AOAH	AOAH	NPC_
37605	chr7:36529770-36530013_-	intron	NM_001177506	AOAH		NPC_
37607	chr7:36723862-36724005_-	intron	NM_001177506	AOAH		
37608	chr7:36860482-36860651_-	coding	NM_001039459	ELMO1	ELMO1	NPC_
37610	chr7:37086864-37087002_-	intron	NM_014800	ELMO1		NPC_
37611	chr7:37099049-37099214_-	intron	NM_014800	ELMO1		NPC_
37612	chr7:37188716-37188856_-	intron	NM_014800	ELMO1		NPC_
37613	chr7:37222129-37222317_-	intron	NM_014800	ELMO1		NPC_
37615	chr7:37419265-37419495_-	intron	NM_014800	ELMO1		NPC_
37616	chr7:37912061-37912125_-	coding	NM_003014	SFRP4	SFRP4	
37617	chr7:37912955-37913015_-	coding	NM_003014	SFRP4	SFRP4	ESS_
37618	chr7:37913082-37913763_-	coding	NM_003014	SFRP4	SFRP4	ESS_
37622	chr7:38308849-38309026_-	Bartel	uc003tgm.1			Prostate_
37623	chr7:38389828-38390154_-	coding	NM_139316	AMPH	AMPH	
37624	chr7:38728352-38728591_-	downstream	CR618313			
37625	chr7:38730048-38730311_-	coding	NM_014396	VPS41	VPS41	
37626	chr7:38731663-38731902_-	coding	NM_014396	VPS41	VPS41	
37627	chr7:38786316-38786541_-	intron	NM_014396	VPS41		NPC_
37630	chr7:40119750-40119849_-	intron				
37631	chr7:40138866-40139362_-	coding	NM_138701	C7orf11	C7orf11	
37633	chr7:41691224-41691565_-	all_mrna	AK001903			HN_
37634	chr7:41691594-41691830_-	all_mrna	AK001903			HN_
37637	chr7:41695658-41696070_-	coding	NM_002192	INHBA	INHBA	HN_
37638	chr7:41696264-41696485_-	coding	NM_002192	INHBA	INHBA	
37639	chr7:41706601-41706748_-	coding	NM_002192	INHBA	INHBA	HN_
37640	chr7:41709128-41709221_-	coding	NM_002192	INHBA	INHBA	HN_
37642	chr7:41967034-41967313_-	coding	NM_000168	GLI3	GLI3	NPC_
37643	chr7:41967334-41967627_-	coding	NM_000168	GLI3	GLI3	
37645	chr7:41970196-41970478_-	coding	NM_000168	GLI3	GLI3	
37646	chr7:42015615-42015882_-	intron	NM_000168	GLI3		
37649	chr7:42169108-42169279_-	intron	NM_000168	GLI3		HN_
37650	chr7:42889420-42889465_-	novel_intergenic				
37651	chr7:42915396-42915615_-	coding	NM_024054	C7orf25	C7orf25	
37652	chr7:42922923-42923168_-	coding	NM_002787	PSMA2	PSMA2	
37653	chr7:42923583-42923611_-	coding	NM_002787	PSMA2	PSMA2	HN_
37656	chr7:43645373-43645706_-	coding	NM_018224	C7orf44	C7orf44	NPC_
37659	chr7:43872674-43872826_-	coding	NM_032014	MRPS24	MRPS24	HN_
37660	chr7:43872915-43873087_-	coding	NM_032014	MRPS24	MRPS24	
37661	chr7:43882019-43882453_-	coding	NM_001077663	URGCP	URGCP	EWS_
37663	chr7:43947008-43947293_-	Gencode_lnc	NR_003655	POLR2J4	POLR2J4	
37666	chr7:44068848-44069055_-	coding	NM_000290	PGAM2	PGAM2	EMC_
37667	chr7:44078275-44079004_-	coding	NM_013284	POLM	POLM	
37668	chr7:44081913-44081969_-	coding	uc003tka.1	POLM	POLM	
37672	chr7:44120878-44121071_-	coding	NM_001127218	POLD2	POLD2	LMS_
37673	chr7:44144987-44145148_-	coding	NM_021223	MYL7	MYL7	
37674	chr7:44150396-44150604_-	coding	NM_033507	GCK	GCK	
37676	chr7:44223274-44223519_-	coding	NM_172082	CAMK2B	CAMK2B	ESS_
37677	chr7:44225410-44225454_-	coding	NM_172082	CAMK2B	CAMK2B	
37678	chr7:44225488-44225701_-	coding	NM_172082	CAMK2B	CAMK2B	ESS_
37679	chr7:44226183-44226242_-	coding	NM_172082	CAMK2B	CAMK2B	
37680	chr7:44260042-44260242_-	intron	NM_172082	CAMK2B		
37681	chr7:44388490-44388743_-	coding	NM_015332	NUDCD3	NUDCD3	
37682	chr7:44389711-44390584_-	coding	NM_015332	NUDCD3	NUDCD3	NPC_GIST_
37683	chr7:44496034-44496253_-	ref_known_Gencode_nc	NM_015332	NUDCD3		
37684	chr7:44518660-44518903_-	coding	NM_013389	NPC1L1	NPC1L1	LMS_
37685	chr7:44571505-44571850_-	downstream	CR596036	DDX56		
37686	chr7:44571918-44572193_-	coding	NM_019082	DDX56	DDX56	
37687	chr7:44572570-44572626_-	coding	NM_019082	DDX56	DDX56	
37688	chr7:44574240-44574319_-	coding	NM_019082	DDX56	DDX56	
37689	chr7:44580794-44580849_-	all_mrna	AK125595	DDX56	DDX56	
37690	chr7:44584017-44584739_-	all_mrna	BC035467	TMED4	TMED4	Bladder_
37691	chr7:44585206-44585522_-	coding	NM_182547	TMED4	TMED4	
37692	chr7:44586013-44586081_-	coding	uc003tlj.2	TMED4	TMED4	
37703	chr7:44801720-44802012_-	downstream	CU674339			
37705	chr7:44832899-44833476_-	coding	NM_138635	H2AFV	H2AFV	NPC_
37707	chr7:44840347-44840430_-	coding	NM_012412	H2AFV	H2AFV	HN_NPC_
37708	chr7:44842163-44842229_-	intron	NM_138635	H2AFV		NPC_
37710	chr7:44882416-44882468_-	coding	NM_033224	PURB	PURB	HN_
37711	chr7:44882492-44882636_-	coding	NM_033224	PURB	PURB	
37712	chr7:44885538-44885738_-	coding	NM_033224	PURB	PURB	
37713	chr7:44968634-44968999_-	coding	NM_033054	MYO1G	MYO1G	NPC_
37714	chr7:44989147-44989435_-	ref_known_Gencode_nc	NR_003697	C7orf40	C7orf40	
