^SAMPLE = GSM281777
!Sample_title = 293-tet-On-EWS/NOR1 without doxycycline
!Sample_geo_accession = GSM281777
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-EWS/NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-EWS/NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by EWS/NOR1 overexpression, we compared expression profiles between EWS/NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281777/suppl/GSM281777.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = EWS/NOR1 without doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
244205_at	8.3	A	0.19458
244206_at	15.6	A	0.171387
244207_at	8.4	A	0.5
244208_at	5.6	A	0.533936
244209_at	32.1	A	0.19458
244210_at	1.5	A	0.919434
244211_at	2.3	A	0.533936
244212_at	3.4	A	0.888428
244213_at	3.2	A	0.5
244214_at	27.8	A	0.171387
244215_at	12.1	A	0.246094
244216_at	1.2	A	0.953857
244217_at	5.2	A	0.658447
244218_at	2.3	A	0.780518
244219_at	39.6	P	0.001221
244220_at	17.7	A	0.432373
244221_at	1.4	A	0.929932
244222_at	3.4	A	0.753906
244223_at	0.6	A	0.969727
244224_x_at	11.4	A	0.219482
244225_x_at	10.2	A	0.129639
244226_s_at	2.9	A	0.601074
244227_at	18.2	P	0.030273
244228_at	8.4	P	0.023926
244229_at	1.3	A	0.665527
244230_at	6.1	A	0.080566
244231_at	4.6	A	0.390625
244232_at	7.4	A	0.5
244233_at	1.3	A	0.665527
244234_at	19.8	A	0.246094
244235_at	54.8	P	0.00293
244236_at	2.6	A	0.696289
244237_at	3.8	A	0.601074
244238_at	1.4	A	0.533936
244239_at	8.4	A	0.398926
244240_at	0.4	A	0.904785
244241_x_at	11	A	0.095215
244242_at	28.9	P	0.001221
244243_at	23.1	A	0.111572
244244_at	7.2	A	0.398926
244245_at	4.3	A	0.567627
244246_at	162.5	P	0.000244
244247_at	4	A	0.398926
244248_at	25.9	A	0.111572
244249_at	2.4	A	0.696289
244250_at	10.3	A	0.334473
244251_at	0.6	A	0.72583
244252_at	4.6	A	0.696289
244253_at	1.9	A	0.334473
244254_at	3.9	A	0.432373
244255_at	0.6	A	0.80542
244256_at	10.1	A	0.219482
244257_at	8.5	A	0.366211
244258_at	4.2	A	0.334473
244259_s_at	19.2	P	0.030273
244260_at	6	A	0.171387
244261_at	146.6	P	0.000732
244262_x_at	8.6	A	0.665527
244263_at	3	A	0.601074
244264_at	25.1	A	0.095215
244265_at	7	A	0.5
244266_at	1.5	A	0.828613
244267_at	0.7	A	0.962402
244268_x_at	47	P	0.005859
244269_at	14.5	A	0.219482
244270_at	5.2	A	0.357666
244271_at	26.6	P	0.005859
244272_s_at	10.7	P	0.046143
244273_at	0.8	A	0.953857
244274_at	18.5	P	0.037598
244275_at	21.8	P	0.001221
244276_at	10.8	A	0.095215
244277_at	3.6	A	0.5
244278_at	13.4	A	0.366211
244279_at	0.7	A	0.967773
244280_at	15.9	A	0.219482
244281_at	1.2	A	0.844727
244282_at	5	A	0.466064
244283_x_at	4	A	0.27417
244284_at	21.3	A	0.129639
244285_at	19.5	A	0.219482
244286_at	5.5	A	0.633789
244287_at	407.1	P	0.000244
244288_s_at	11.4	A	0.095215
244289_at	4.7	A	0.432373
244290_at	1.3	A	0.72583
244291_x_at	2.1	A	0.19458
244292_at	1.2	A	0.696289
244293_at	59.4	P	0.001953
244294_at	22.4	A	0.095215
244295_at	5.8	A	0.5
244296_at	20.5	P	0.046143
244297_at	115.4	P	0.000732
244298_at	5.8	A	0.303711
244299_at	3.8	A	0.80542
244300_at	1.6	A	0.633789
244301_at	2.4	A	0.828613
244302_at	10	A	0.246094
244303_at	3.4	A	0.366211
244304_at	31.2	A	0.111572
244305_at	1	A	0.753906
244306_at	10.5	A	0.067627
244307_s_at	17.1	P	0.023926
244308_at	17.3	A	0.080566
244309_at	2.2	A	0.72583
244310_at	25	P	0.008057
244311_at	5	A	0.780518
244312_at	12.1	A	0.067627
244313_at	0.7	A	0.601074
244314_at	8.4	A	0.149658
244315_at	6.6	A	0.219482
244316_at	1.1	A	0.780518
244317_at	94.1	P	0.000732
244318_at	7.4	A	0.303711
244319_at	21.3	A	0.19458
244320_at	70.2	P	0.000244
244321_at	31.4	P	0.008057
244322_at	1.7	A	0.5
244323_at	9.8	A	0.334473
244324_at	135.3	P	0.000244
244325_at	0.8	A	0.919434
244326_at	1.8	A	0.80542
244327_at	3.7	A	0.432373
244328_x_at	1.3	A	0.432373
244329_at	12	A	0.19458
244330_at	1.6	A	0.665527
244331_at	8.4	A	0.398926
244332_at	1	A	0.850342
244333_at	8.2	A	0.171387
244334_at	13.8	A	0.19458
244335_at	11.8	P	0.001953
244336_at	19.3	A	0.19458
244337_at	0.3	A	0.941406
244338_at	11.6	A	0.366211
244339_at	1.5	A	0.601074
244340_x_at	5.5	A	0.067627
244341_at	12.5	P	0.023926
244342_at	11.6	A	0.246094
244343_at	3.4	A	0.303711
244344_at	2.7	A	0.828613
244345_at	0.9	A	0.962402
244346_at	0.4	A	0.780518
244347_at	14.9	P	0.046143
244348_at	19.6	A	0.219482
244349_at	14.2	A	0.171387
244350_at	41.5	P	0.001953
244351_at	3.5	A	0.533936
244352_at	8.1	A	0.144531
244353_s_at	89.3	P	0.018555
244354_at	21	P	0.01416
244355_at	1.3	A	0.888428
244356_at	6.5	A	0.27417
244357_at	19.6	A	0.149658
244358_at	5.2	A	0.303711
244359_s_at	20.2	A	0.19458
244360_at	69.1	P	0.000732
244361_at	3.8	A	0.567627
244362_at	114.4	P	0.001221
244363_at	2	A	0.533936
244364_at	68	P	0.001953
244365_at	11.8	A	0.19458
244366_at	8.1	A	0.665527
244367_at	1.4	A	0.625732
244368_x_at	21.3	P	0.023926
244369_at	1.8	A	0.80542
244370_at	7.6	M	0.056152
244371_at	4.4	A	0.601074
244372_at	1	A	0.533936
244373_at	3.6	A	0.828613
244374_at	4	A	0.80542
244375_at	1	A	0.753906
244376_at	25.5	A	0.219482
244377_at	17.1	A	0.067627
244378_at	1.7	A	0.466064
244379_at	3	A	0.398926
244380_at	1	A	0.72583
244381_at	34.9	P	0.023926
244382_at	2.4	A	0.5
244383_at	1.8	A	0.601074
244384_at	0.6	A	0.98584
244385_at	0.4	A	0.567627
244386_at	4.9	A	0.334473
244387_at	5.9	A	0.239258
244388_at	5.2	A	0.334473
244389_at	36.1	P	0.008057
244390_at	2.9	A	0.366211
244391_at	108.4	P	0.01416
244392_at	0.5	A	0.981445
244393_x_at	3.5	A	0.601074
244394_at	6	A	0.466064
244395_at	6.5	A	0.129639
244396_at	37.1	P	0.000244
244397_at	25.5	P	0.018555
244398_x_at	68.1	P	0.000244
244399_at	7.7	A	0.246094
244400_at	0.6	A	0.981445
244401_at	48.4	P	0.001221
244402_at	1.8	A	0.5
244403_at	1.6	A	0.870361
244404_at	88.2	P	0.000244
244405_s_at	14	A	0.219482
244406_at	244	P	0.037598
244407_at	24.3	P	0.005859
244408_at	14.4	A	0.149658
244409_at	1.8	A	0.969727
244410_at	1.3	A	0.953857
244411_at	83.8	P	0.018555
244412_at	2	A	0.601074
244413_at	2.8	A	0.943848
244414_at	3.8	A	0.567627
244415_at	13	A	0.149658
244416_at	12.7	A	0.080566
244417_at	1.9	A	0.696289
244418_at	12.2	P	0.000244
244419_at	16.7	M	0.056152
244420_at	7.3	A	0.27417
244421_at	18.4	A	0.432373
244422_at	12	A	0.296631
244423_at	0.6	A	0.976074
244424_at	19.5	P	0.00293
244425_at	13	P	0.023926
244426_at	2.9	A	0.780518
244427_at	30.1	P	0.000732
244428_at	28.1	A	0.246094
244429_at	13.6	A	0.466064
244430_at	6.4	A	0.246094
244431_at	11	A	0.19458
244432_at	0.5	A	0.870361
244433_at	23.8	P	0.010742
244434_at	0.3	A	0.981445
244435_at	0.2	A	0.845459
244436_at	1.5	A	0.665527
244437_at	0.8	A	0.888428
244438_at	17.8	A	0.303711
244439_at	18.7	P	0.000244
244440_at	2	A	0.432373
244441_at	9.8	P	0.018555
244442_at	1.1	A	0.828613
244443_at	4.1	A	0.149658
244444_at	1.9	A	0.850342
244445_at	6.1	A	0.165771
244446_at	3.6	A	0.27417
244447_at	3.1	A	0.398926
244448_at	12.6	A	0.129639
244449_at	7	A	0.334473
244450_at	6.3	A	0.466064
244451_x_at	5.4	P	0.030273
244452_at	1.5	A	0.870361
244453_at	30.9	A	0.111572
244454_at	1.6	A	0.633789
244455_at	1.6	A	0.625488
244456_at	1.3	A	0.943848
244457_at	1	A	0.780518
244458_at	10.2	A	0.246094
244459_at	8.7	A	0.171387
244460_at	2.9	A	0.80542
244461_at	73.1	P	0.000732
244462_at	304	P	0.000244
244463_at	56.2	P	0.00293
244464_at	5.5	A	0.72583
244465_at	3.7	A	0.533936
244466_at	0.9	A	0.919434
244467_at	38.9	P	0.00415
244468_at	0.8	A	0.633789
244469_at	0.8	A	0.72583
244470_at	11.3	A	0.27417
244471_x_at	18.4	P	0.000732
244472_at	20.3	A	0.19458
244473_at	7.2	A	0.5
244474_at	10.7	A	0.303711
244475_at	18.8	P	0.030273
244476_at	0.6	A	0.633789
244477_at	6.7	A	0.27417
244478_at	19.6	P	0.037598
244479_at	8.4	A	0.466064
244480_at	2.1	A	0.592773
244481_at	21.4	P	0.010742
244482_at	0.8	A	0.72583
244483_at	2.2	A	0.398926
244484_at	1.1	A	0.780518
244485_at	13.4	A	0.149658
244486_at	66.5	P	0.00293
244487_at	77.9	P	0.000732
244488_at	19.8	A	0.095215
244489_at	2	A	0.601074
244490_at	17.3	A	0.080566
244491_at	2.4	A	0.962402
244492_at	23.4	A	0.149658
244493_at	0.6	A	0.870361
244494_at	11.9	A	0.303711
244495_x_at	225.1	P	0.000244
244496_at	0.8	A	0.870361
244497_at	3.1	A	0.828613
244498_x_at	56.2	P	0.00293
244499_at	1.5	A	0.932373
244500_s_at	11.6	A	0.334473
244501_at	0.7	A	0.932373
244502_at	27.3	P	0.005859
244503_at	6.2	P	0.01416
244504_x_at	25.6	P	0.00415
244505_at	0.4	A	0.696289
244506_at	27.9	P	0.046143
244507_at	0.8	A	0.870361
244508_at	15.2	A	0.219482
244509_at	51.4	P	0.010742
244510_at	3.2	A	0.665527
244511_at	6.8	P	0.037598
244512_at	21	P	0.023926
244513_at	3.9	A	0.696289
244514_at	27.4	P	0.023926
244515_at	47.1	P	0.008057
244516_at	9.5	A	0.366211
244517_x_at	17.6	P	0.000244
244518_at	5.9	A	0.567627
244519_at	260.3	P	0.001221
244520_at	10.6	A	0.303711
244521_at	1.3	A	0.665527
244522_at	5.6	A	0.432373
244523_at	134.2	P	0.001953
244524_at	1	A	0.932373
244525_at	2.2	A	0.780518
244526_at	1.2	A	0.943848
244527_at	0.8	A	0.904785
244528_at	8.3	A	0.219482
244529_at	9.5	A	0.149658
244530_at	0.8	A	0.904785
244531_at	0.5	A	0.828613
244532_x_at	21.7	A	0.149658
244533_at	158.9	P	0.00415
244534_at	91.2	P	0.001221
244535_at	1.3	A	0.80542
244536_at	12.1	A	0.567627
244537_at	12.1	A	0.219482
244538_at	1	A	0.828613
244539_at	2.7	A	0.5
244540_at	0.5	A	0.962402
244541_x_at	1.2	A	0.80542
244542_at	14.2	A	0.27417
244543_s_at	5.5	A	0.366211
244544_at	40.9	M	0.056152
244545_at	23.7	A	0.19458
244546_at	166	P	0.000244
244547_at	32.2	P	0.000244
244548_at	0.7	A	0.962402
244549_at	0.3	A	0.904785
244550_at	10.2	A	0.129639
244551_at	25.2	P	0.008057
244552_at	3.2	A	0.567627
244553_at	14	A	0.149658
244554_at	12.4	A	0.398926
244555_at	21.8	A	0.5
244556_at	3.3	A	0.780518
244557_at	1.3	A	0.753906
244558_at	8.5	A	0.080566
244559_at	20.5	P	0.023926
244560_at	12.2	P	0.037598
244561_at	33.7	A	0.095215
244562_s_at	2.7	A	0.72583
244563_at	219.6	P	0.000244
244564_at	2.9	A	0.665527
244565_at	17.7	P	0.000244
244566_at	2.1	A	0.72583
244567_at	0.6	A	0.688721
244568_at	1	A	0.780518
244569_at	72.2	P	0.000244
244570_at	34.9	A	0.111572
244571_s_at	22.3	A	0.067627
244572_at	11.7	A	0.19458
244573_at	2.2	A	0.828613
244574_at	53.3	P	0.008057
244575_at	10.1	A	0.171387
244576_at	5.3	A	0.490234
244577_at	3.4	A	0.696289
244578_at	16.6	P	0.008057
244579_at	1.2	A	0.828613
244580_at	13.4	A	0.432373
244581_at	0.4	A	0.850342
244582_at	4.6	A	0.432373
244583_at	6.3	A	0.219482
244584_at	15.5	A	0.26709
244585_at	16.4	A	0.432373
244586_x_at	6.9	A	0.213379
244587_at	46.1	P	0.018555
244588_at	15.4	A	0.533936
244589_at	14.8	A	0.171387
244590_at	1.5	A	0.828613
244591_x_at	6.2	A	0.567627
244592_at	9.4	A	0.212891
244593_at	22.4	A	0.334473
244594_x_at	3.7	A	0.398926
244595_at	11	A	0.149658
244596_at	10.5	P	0.030273
244597_at	8.4	A	0.246094
244598_at	4.3	A	0.398926
244599_at	30.6	P	0.037598
244600_at	1.8	A	0.633789
244601_at	0.5	A	0.72583
244602_at	15.8	P	0.037598
244603_at	7.5	A	0.533936
244604_at	3.2	A	0.366211
244605_at	3.5	A	0.601074
244606_at	1.5	A	0.828613
244607_at	7.1	A	0.567627
244608_at	0.2	A	0.932373
244609_at	0.3	A	0.904785
244610_x_at	9	A	0.107178
244611_at	1.9	A	0.398926
244612_at	2.5	A	0.696289
244613_at	0.3	A	0.904785
244614_at	6.8	A	0.398926
244615_x_at	42.2	P	0.008057
244616_x_at	124.6	P	0.046143
244617_at	0.8	A	0.904785
244618_at	3.6	A	0.366211
244619_at	7	A	0.246094
244620_at	1.1	A	0.919434
244621_x_at	2.2	A	0.665527
244622_at	2.6	A	0.533936
244623_at	130.3	P	0.000244
244624_at	7.5	A	0.129639
244625_at	5.6	A	0.366211
244626_at	12.7	A	0.432373
244627_at	23.6	A	0.080566
244628_at	1.5	A	0.567627
244629_s_at	1.4	A	0.932373
244630_at	2.5	A	0.72583
244631_at	108.3	P	0.000244
244632_at	0.5	A	0.80542
244633_at	15	P	0.001953
244634_at	7.4	A	0.366211
244635_s_at	6.8	A	0.334473
244636_at	8.2	M	0.056152
244637_at	6.2	A	0.27417
244638_at	8.1	A	0.27417
244639_at	5.1	A	0.219482
244640_at	492.4	P	0.000244
244641_at	84.5	P	0.000732
244642_at	12.3	A	0.567627
244643_at	1	A	0.80542
244644_at	0.8	A	0.932373
244645_at	7.5	A	0.149658
244646_at	17.5	A	0.095215
244647_at	172.7	P	0.000244
244648_at	2.2	A	0.696289
244649_at	2.4	A	0.80542
244650_at	74.2	P	0.000732
244651_at	0.6	A	0.633789
244652_at	9.4	A	0.171387
244653_at	32.5	P	0.000732
244654_at	18.4	A	0.27417
244655_at	5.6	A	0.219482
244656_at	38.6	A	0.080566
244657_at	10.9	A	0.19458
244658_at	9.1	A	0.111572
244659_at	20.4	A	0.213379
244660_at	52.1	P	0.000244
244661_at	82.3	P	0.00415
244662_at	15.7	A	0.398926
244663_at	136.2	P	0.000244
244664_at	73.9	P	0.010742
244665_at	1.2	A	0.80542
244666_at	2	A	0.888428
244667_at	20.5	A	0.246094
244668_at	14.7	P	0.036133
244669_at	59	P	0.00415
244670_at	2.9	A	0.601074
244671_at	1.3	A	0.969727
244672_at	1.7	A	0.665527
244673_at	13.1	A	0.080566
244674_at	18.3	P	0.005859
244675_at	2.1	A	0.601074
244676_s_at	41.4	P	0.046143
244677_at	10	A	0.19458
244678_at	5.6	A	0.27417
244679_at	13.4	P	0.037598
244680_at	26.6	P	0.000244
244681_at	23.5	A	0.067627
244682_at	0.6	A	0.989258
244683_at	12	A	0.171387
244684_at	11.4	A	0.219482
244685_at	1.4	A	0.870361
244686_at	20.5	A	0.601074
244687_at	103.8	P	0.001953
244688_at	29.5	P	0.005859
244689_at	34.5	P	0.018555
244690_at	8.6	A	0.633789
244691_at	10.3	A	0.246094
244692_at	12.8	A	0.095215
244693_at	4.6	A	0.533936
244694_at	1.6	A	0.943848
244695_at	18.1	A	0.219482
244696_at	3.1	A	0.696289
244697_at	1.5	A	0.80542
244698_at	32.4	P	0.037598
244699_at	17.5	A	0.067627
244700_at	1.1	A	0.432373
244701_at	15.8	A	0.080566
244702_at	11.4	A	0.533936
244703_x_at	164	P	0.000732
244704_at	43.8	P	0.001953
244705_at	10.3	P	0.037598
244706_at	8.5	A	0.366211
244707_at	1.8	A	0.80542
244708_at	14.8	A	0.246094
244709_at	1.1	A	0.976074
244710_at	13.9	A	0.107178
244711_at	0.8	A	0.919434
244712_at	8.9	A	0.334473
244713_at	3.8	A	0.828613
244714_at	6.9	A	0.149658
244715_at	9.3	A	0.19458
244716_x_at	20.6	M	0.056152
244717_x_at	14.8	A	0.219482
244718_at	0.6	A	0.969727
244719_at	4.8	A	0.334473
244720_at	1.4	A	0.432373
244721_at	3.5	A	0.72583
244722_at	14.5	A	0.171387
244723_at	3.9	A	0.219482
244724_at	8	A	0.334473
244725_at	0.9	A	0.753906
244726_at	9.5	A	0.219482
244727_at	6.1	A	0.567627
244728_at	16.6	P	0.018555
244729_at	0.9	A	0.828613
244730_x_at	27.4	A	0.129639
244731_at	0.7	A	0.72583
244732_at	98.9	P	0.000732
244733_at	4.8	A	0.567627
244734_at	31.7	M	0.056152
244735_at	9.6	A	0.246094
244736_at	8.7	A	0.171387
244737_at	23.2	A	0.303711
244738_at	37.2	A	0.067627
244739_at	9.6	A	0.27417
244740_at	126.2	P	0.037598
244741_s_at	133.1	P	0.001953
244742_at	0.5	A	0.962402
244743_x_at	204.6	P	0.000244
244744_at	7.9	A	0.432373
244745_at	76	P	0.000244
244746_at	11.7	A	0.19458
244747_at	14.7	A	0.334473
244748_at	4.8	A	0.398926
244749_at	13.2	A	0.067627
244750_at	0.4	A	0.919434
244751_at	6.8	A	0.533936
244752_at	26.2	P	0.046143
244753_at	24.8	P	0.023926
244754_at	58.1	P	0.018555
244755_at	3.7	A	0.5
244756_at	13.1	A	0.303711
244757_at	0.6	A	0.780518
244758_at	201.2	P	0.000244
244759_x_at	2.1	A	0.888428
244760_at	2.2	A	0.533936
244761_at	1	A	0.850342
244762_at	4.1	A	0.303711
244763_at	59.2	P	0.000244
244764_at	62.9	P	0.000244
244765_at	33.8	P	0.037598
244766_at	50.3	P	0.000244
244767_at	22.9	P	0.005859
244768_at	25.5	A	0.366211
244769_at	5.8	A	0.466064
244770_at	7.5	A	0.129639
244771_at	5	A	0.171387
244772_at	3.4	A	0.696289
244773_at	6.5	A	0.524414
244774_at	147.6	P	0.000244
244775_at	7.8	A	0.219482
244776_at	7	A	0.80542
244777_at	43.9	P	0.00415
244778_x_at	19.9	A	0.19458
244779_at	156	P	0.000244
244780_at	373.8	P	0.000732
244781_x_at	4.5	A	0.398926
244782_at	0.5	A	0.928955
244783_at	51.3	P	0.000732
244784_at	18.6	A	0.095215
244785_at	0.4	A	0.567627
244786_at	23.4	P	0.005859
244787_at	0.9	A	0.665527
244788_at	6.7	A	0.366211
244789_at	11.4	A	0.5
244790_at	20.9	P	0.005859
244791_at	5.8	A	0.171387
244792_at	15.7	A	0.067627
244793_at	6.6	A	0.27417
244794_at	3.7	A	0.80542
244795_at	14.4	A	0.398926
244796_at	6.1	A	0.633789
244797_at	1.4	A	0.466064
244798_at	19.5	A	0.246094
244799_s_at	1.1	A	0.753906
244800_x_at	1	A	0.72583
244801_at	11.3	A	0.533936
244802_at	3.5	A	0.466064
244803_at	22.8	P	0.000244
244804_at	52.1	P	0.010742
244805_at	0.7	A	0.989258
244806_at	9.1	A	0.27417
244807_at	2.1	A	0.533936
244808_at	41	P	0.000244
244809_at	3.7	A	0.567627
244810_at	1	A	0.932373
244811_at	365	P	0.000244
244812_at	6.1	A	0.246094
244813_at	11.8	A	0.303711
244814_at	23.3	A	0.080566
244815_at	5.2	A	0.334473
244816_at	2.2	A	0.5
244817_at	0.4	A	0.888428
244818_at	20	M	0.056152
244819_x_at	8.4	A	0.067627
244820_at	7.3	A	0.780518
244821_at	2	A	0.822998
244822_at	16	A	0.080566
244823_at	4.1	A	0.72583
244824_at	14.1	A	0.366211
244825_at	2.7	A	0.932373
244826_at	56.4	P	0.000244
244827_at	9	A	0.432373
244828_x_at	441.8	P	0.001221
244829_at	4.4	A	0.5
244830_at	0.5	A	0.991943
244831_at	1	A	0.633789
244832_at	6.9	A	0.533936
244833_at	1	A	0.753906
244834_at	50.7	P	0.008057
244835_at	26.2	P	0.00293
244836_at	3.3	A	0.72583
244837_at	0.6	A	0.888428
244838_at	1.6	A	0.533936
244839_at	4.5	A	0.246094
244840_x_at	1.6	A	0.780518
244841_at	41.9	P	0.000732
244842_x_at	47.5	P	0.00415
244843_x_at	10.3	A	0.533936
244844_at	1.2	A	0.850342
244845_at	0.2	A	0.932373
244846_at	14.3	A	0.111572
244847_at	13.7	A	0.111572
244848_at	5	A	0.601074
244849_at	14	P	0.023926
244850_at	1.5	A	0.780518
244851_at	6.3	A	0.601074
244852_at	3.3	A	0.095215
244853_at	13.7	A	0.095215
244854_at	1.2	A	0.828613
244855_at	1	A	0.72583
244856_at	15.7	A	0.080566
244857_at	6.4	A	0.366211
244858_at	17.1	A	0.27417
244859_at	12.1	A	0.149658
244860_at	0.8	A	0.780518
244861_at	62.9	P	0.023926
244862_at	3.3	A	0.601074
244863_at	4.9	A	0.466064
244864_at	15.3	A	0.149658
244865_at	8.4	A	0.171387
244866_at	6.1	A	0.633789
244867_at	3.7	A	0.633789
244868_at	9.3	A	0.171387
244869_at	24	M	0.056152
244870_at	5	A	0.432373
244871_s_at	26.3	P	0.046143
244872_at	129.5	P	0.000732
244873_s_at	2	A	0.559326
244874_at	0.5	A	0.828613
244875_at	33.9	A	0.19458
244876_at	2.5	A	0.780518
244877_at	18.5	A	0.696289
244878_at	6.5	A	0.094727
244879_at	1.2	A	0.828613
244880_at	0.6	A	0.943848
244881_at	72	P	0.046143
244882_at	0.8	A	0.991943
244883_at	1.4	A	0.72583
244884_at	1.3	A	0.780518
244885_at	26	P	0.046143
244886_at	33.6	A	0.334473
244887_at	4	A	0.067627
244888_at	5.3	A	0.334473
244889_at	3.5	A	0.665527
244890_at	13.1	A	0.696289
244891_x_at	5.9	A	0.077393
1552256_a_at	573.2	P	0.000732
1552257_a_at	884.1	P	0.000244
1552258_at	14.4	A	0.171387
1553089_a_at	5.7	A	0.334473
1552261_at	2.1	A	0.633789
1552263_at	145.2	P	0.000244
1552264_a_at	410.8	P	0.000244
1552266_at	0.7	A	0.696289
1552269_at	11.6	A	0.334473
1552271_at	10.8	A	0.696289
1552272_a_at	63.3	P	0.00293
1552274_at	93.3	P	0.00293
1552275_s_at	71.7	P	0.000244
1552276_a_at	34.5	A	0.219482
1552277_a_at	362.3	P	0.000244
1552278_a_at	29	A	0.171387
1552279_a_at	108.4	P	0.001221
1552280_at	18.1	A	0.533936
1552281_at	26.9	A	0.303711
1552283_s_at	101.9	P	0.000244
1560477_a_at	115.4	P	0.001221
1552286_at	56.2	P	0.00293
1552287_s_at	237.8	P	0.000244
1552288_at	18.8	A	0.080566
1552289_a_at	18.7	A	0.466064
1552291_at	259.5	P	0.000244
1552293_at	3	A	0.780518
1552295_a_at	88.7	P	0.018555
1552296_at	1	A	0.962402
1554503_a_at	14.9	A	0.246094
1552299_at	42.8	P	0.00293
1552301_a_at	22.8	P	0.023926
1552302_at	8.5	A	0.165771
1552303_a_at	12	A	0.366211
1552304_at	54.9	P	0.005859
1552306_at	112.4	P	0.000244
1552307_a_at	71.8	A	0.067627
1552309_a_at	153.2	P	0.000244
1552310_at	324.9	P	0.000244
1552311_a_at	23.7	A	0.171387
1552312_a_at	224.5	P	0.000244
1552314_a_at	16.6	P	0.010742
1552315_at	7.9	A	0.432373
1552316_a_at	0.9	A	0.567627
1552318_at	1.1	A	0.657715
1552319_a_at	16	A	0.334473
1552320_a_at	3.7	A	0.27417
1552321_a_at	6.9	A	0.334473
1552322_at	0.4	A	0.780518
1552323_s_at	26.8	P	0.005859
1552325_at	11.6	M	0.056152
1552326_a_at	35.4	A	0.067627
1552327_at	7.2	A	0.19458
1552329_at	122.7	P	0.000244
1552330_at	215.8	P	0.000244
1552332_at	11.9	A	0.696289
1552334_at	35	P	0.030273
1552335_at	47	A	0.111572
1552337_s_at	41.2	P	0.037598
1552338_at	0.9	A	0.99585
1552340_at	3.5	A	0.72583
1552343_s_at	1.5	A	0.665527
1552344_s_at	192.5	P	0.000244
1562403_a_at	3.3	A	0.567627
1552347_at	73.5	P	0.000244
1552348_at	3.5	A	0.696289
1552349_a_at	11.7	A	0.366211
1555044_a_at	2.4	A	0.753906
1557411_s_at	188.6	P	0.000244
1552354_at	2.5	A	0.969727
1552355_s_at	1.4	A	0.72583
1569677_a_at	10.7	A	0.111572
1552359_at	9	A	0.149658
1552360_a_at	22.5	P	0.001953
1552362_a_at	101.2	P	0.005859
1552364_s_at	41.3	P	0.005859
1552365_at	808.4	P	0.000244
1552367_a_at	300	P	0.000244
1552368_at	7.6	A	0.129639
1552370_at	111.7	P	0.001221
1552372_at	2.3	A	0.5
1552373_s_at	1	A	0.398926
1552375_at	12.3	A	0.129639
1552377_s_at	33.7	A	0.246094
1552378_s_at	84	P	0.00293
1552379_at	0.1	A	0.99707
1552381_at	99.9	P	0.000244
1552383_at	1.6	A	0.780518
1552384_a_at	2.6	A	0.665527
1552386_at	5.3	A	0.27417
1552388_at	2.3	A	0.904785
1552389_at	62.3	P	0.000244
1552390_a_at	230.5	P	0.000244
1552391_at	6.6	P	0.046143
1552393_at	7.4	A	0.111572
1552394_a_at	2.9	A	0.665527
1552395_at	9.3	A	0.72583
1552396_at	2.1	A	0.80542
1552398_a_at	7.5	A	0.633789
1552399_a_at	11	A	0.357666
1552400_a_at	32.3	A	0.067627
1552401_a_at	8.6	A	0.219482
1552402_at	2.6	A	0.432373
1555627_s_at	23.2	A	0.19458
1552405_at	8.9	A	0.366211
1555417_a_at	7.2	A	0.466064
1552408_at	5.8	A	0.129639
1552409_a_at	16.9	A	0.334473
1552410_at	9.8	A	0.219482
1552411_at	18.7	A	0.5
1552412_a_at	1	A	0.850342
1552414_at	5.4	A	0.432373
