^SAMPLE = GSM281776
!Sample_title = 293-tet-On-NOR1 with doxycycline
!Sample_geo_accession = GSM281776
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline treated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured with doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = with doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281776/suppl/GSM281776.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 plus doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
238750_at	2.9	A	0.633789
238751_at	6.1	A	0.219482
238752_at	45.9	P	0.000732
238753_at	29.6	A	0.19458
238754_at	3.7	A	0.870361
238755_at	6.6	A	0.171387
238756_at	914.3	P	0.000244
238757_at	52.2	P	0.000244
238758_at	6	A	0.5
238759_at	96.2	P	0.000244
238760_at	30.4	A	0.080566
238761_at	72.2	P	0.008057
238762_at	438	P	0.000244
238763_at	461.3	P	0.000244
238764_at	2.4	A	0.976074
238765_at	71.6	P	0.008057
238766_at	126.6	A	0.171387
238767_at	17.6	A	0.129639
238768_at	213	P	0.001221
238769_at	1	A	0.904785
238770_at	4.3	A	0.696289
238771_at	30.9	A	0.129639
238772_at	14.1	A	0.129639
238773_at	119.5	P	0.000732
238774_at	19.5	P	0.00415
238775_at	37.3	P	0.001221
238776_x_at	9.5	A	0.601074
238777_x_at	4.7	A	0.601074
238778_at	338.1	P	0.000244
238779_at	22.4	M	0.056152
238780_s_at	1.6	A	0.72583
238781_at	135.4	P	0.000244
238782_at	28	P	0.001221
238783_at	45.2	P	0.023926
238784_at	157.2	P	0.000244
238785_at	40.3	P	0.000244
238786_at	46.8	P	0.046143
238787_at	164.7	P	0.000244
238788_at	32.9	P	0.022461
238789_at	69.4	P	0.001221
238790_at	41.2	P	0.046143
238791_at	17.2	P	0.008057
238792_at	131.3	P	0.008057
238793_at	95.3	P	0.018555
238794_at	324.5	P	0.000244
238795_at	229	P	0.000244
238796_at	4	A	0.696289
238797_at	44.7	P	0.018555
238798_at	47.3	A	0.303711
238799_at	28	P	0.00415
238800_s_at	43.2	P	0.00293
238801_at	75.5	P	0.000244
238802_at	64.2	P	0.00293
238803_at	51.9	P	0.001221
238804_at	2.4	A	0.466064
238805_at	23.9	P	0.046143
238806_at	28.2	A	0.067627
238807_at	108.6	P	0.030273
238808_at	207.8	P	0.000732
238809_at	12.4	A	0.398926
238810_at	46.8	P	0.000244
238811_at	38.8	P	0.000244
238812_at	25.9	P	0.046143
238813_at	46.2	P	0.00293
238814_at	19.8	A	0.398926
238815_at	16.5	A	0.366211
238816_at	29.3	P	0.037598
238817_at	1.2	A	0.974365
238818_at	55.5	P	0.030273
238819_at	7.6	A	0.149658
238820_at	13.5	A	0.5
238821_at	128.8	P	0.000244
238822_at	153.4	P	0.000244
238823_at	25.9	A	0.080566
238824_at	27.5	P	0.046143
238825_at	51.2	P	0.01416
238826_x_at	76.7	P	0.01416
238827_at	32.1	A	0.5
238828_at	69.3	P	0.000732
238829_at	176.8	P	0.000244
238830_at	3.5	A	0.633789
238831_at	32.9	P	0.00293
238832_at	2.1	A	0.696289
238833_at	44	P	0.000244
238834_at	7.7	P	0.01416
238835_at	41.5	P	0.030273
238836_at	165	P	0.005859
238837_at	1.8	A	0.753906
238838_at	29	A	0.149658
238839_at	4.7	A	0.633789
238840_at	1.5	A	0.888428
238841_at	72.7	P	0.008057
238842_at	160.7	P	0.000244
238843_at	116	P	0.023926
238844_s_at	75.1	P	0.000732
238845_at	10.4	A	0.19458
238846_at	227.3	P	0.000244
238847_at	113.2	P	0.00415
238848_at	46.6	P	0.008057
238849_at	1.3	A	0.870361
238850_at	32.1	P	0.010742
238851_at	16.2	P	0.030273
238852_at	21.2	P	0.000244
238853_at	76.1	P	0.00293
238854_at	38.3	P	0.023926
238855_at	11.1	A	0.303711
238856_s_at	96.8	P	0.000244
238857_at	1	A	0.99585
238858_at	35.3	P	0.001953
238859_at	148.5	P	0.000732
238860_at	107.3	P	0.000244
238861_at	39.2	P	0.008057
238862_at	20.1	A	0.067627
238863_x_at	242.7	P	0.000244
238864_at	19.4	A	0.334473
238865_at	1.4	A	0.5
238866_at	41.1	P	0.000732
238867_at	85.6	P	0.001953
238868_at	36.9	P	0.000244
238869_at	12.3	P	0.037598
238870_at	1.4	A	0.753906
238871_at	10	P	0.046143
238872_at	3.6	A	0.665527
238873_at	6.8	A	0.432373
238874_at	5.3	A	0.19458
238875_at	1.2	A	0.633789
238876_at	2.3	A	0.665527
238877_at	561.1	P	0.000244
238878_at	48.2	P	0.018555
238879_at	96	P	0.000244
238880_at	67	P	0.018555
238881_at	14.8	A	0.366211
238882_at	6.9	A	0.246094
238883_at	11.3	A	0.080566
238884_at	1.8	A	0.828613
238885_at	51.7	M	0.056152
238886_at	1.5	A	0.780518
238887_at	58	P	0.00293
238888_at	26	P	0.00415
238889_at	26.2	A	0.067627
238890_at	67.8	P	0.001953
238891_at	37.3	P	0.046143
238892_at	0.7	A	0.828613
238893_at	85.8	P	0.00293
238894_at	7	A	0.633789
238895_at	15.3	M	0.056152
238896_at	88.5	A	0.129639
238897_at	1.9	A	0.72583
238898_at	121.3	P	0.010742
238899_at	0.7	A	0.696289
238900_at	11.7	P	0.01416
238901_at	1.6	A	0.780518
238902_at	16.3	P	0.018555
238903_at	117.6	P	0.001953
238904_at	17.1	A	0.398926
238905_at	16.5	A	0.398926
238906_s_at	1.4	A	0.601074
238907_at	259.4	P	0.000244
238908_at	17.9	A	0.27417
238909_at	4.4	A	0.366211
238910_at	30.4	A	0.095215
238911_at	44.7	A	0.334473
238912_x_at	926.2	P	0.00415
238913_at	23.5	P	0.000732
238914_at	3.1	A	0.432373
238915_at	47.5	P	0.008057
238916_at	17.2	A	0.246094
238917_s_at	65.2	P	0.00293
238918_at	17.6	A	0.149658
238919_at	28	P	0.000244
238920_at	2.6	A	0.780518
238921_at	33.2	P	0.030273
238922_at	1.1	A	0.533936
238923_at	39.6	P	0.000732
238924_at	42.7	P	0.01416
238925_at	54.8	P	0.030273
238926_at	15	A	0.129639
238927_at	24.6	A	0.398926
238928_at	6.8	A	0.5
238929_at	101.2	P	0.000244
238930_at	2.4	A	0.870361
238931_at	202.9	P	0.000244
238932_at	1.5	A	0.72583
238933_at	18.4	A	0.432373
238934_at	17.1	A	0.366211
238935_at	276.6	P	0.000244
238936_at	85.4	P	0.008057
238937_at	635.4	P	0.000732
238938_at	2	A	0.533936
238939_at	1.1	A	0.943848
238940_at	42.5	P	0.01416
238941_at	0.7	A	0.981445
238942_at	5.7	A	0.171387
238943_at	1.6	A	0.976074
238944_at	206.7	P	0.001221
238945_at	32.5	P	0.005859
238946_at	28.5	P	0.001953
238947_at	2.6	A	0.919434
238948_at	26.5	P	0.030273
238949_at	91	P	0.030273
238950_at	1.2	A	0.80542
238951_at	9.1	A	0.19458
238952_x_at	716.5	P	0.000244
238953_at	14	A	0.303711
238954_at	2.6	A	0.850342
238955_at	29.8	P	0.023926
238956_at	30.1	P	0.030273
238957_at	1.2	A	0.780518
238958_at	11.4	A	0.188477
238959_at	239	P	0.001953
238960_s_at	102.5	P	0.000244
238961_s_at	10.9	A	0.303711
238962_at	130.5	P	0.000732
238963_at	185.1	P	0.000244
238964_at	66.5	P	0.00293
238965_at	26.3	M	0.056152
238966_at	13.6	A	0.129639
238967_at	22.7	P	0.018555
238968_at	8.6	A	0.432373
238969_at	16.9	P	0.005859
238970_at	1.7	A	0.432373
238971_at	0.9	A	0.80542
238972_at	11.9	P	0.030273
238973_s_at	112.7	P	0.000244
238974_at	839.8	P	0.000244
238975_at	122.5	P	0.00415
238976_at	28.8	A	0.129639
238977_at	228.9	P	0.000244
238978_at	14.8	M	0.056152
238979_at	24.2	A	0.149658
238980_x_at	46.7	P	0.00415
238981_at	26.2	A	0.19458
238982_at	16.5	P	0.01416
238983_at	58.1	P	0.00293
238984_at	15.3	P	0.00415
238985_at	37.7	A	0.067627
238986_at	1.1	A	0.904785
238987_at	13.5	A	0.19458
238988_at	14.6	A	0.149658
238989_at	16.6	P	0.001953
238990_x_at	16.1	M	0.056152
238991_at	0.4	A	0.969727
238992_at	66.7	P	0.001953
238993_at	1.1	A	0.850342
238994_at	3.4	A	0.533936
238995_at	21.2	A	0.149658
238996_x_at	999.4	P	0.000732
238997_at	1.2	A	0.80542
238998_x_at	2.7	A	0.753906
238999_at	3.5	A	0.432373
239000_at	1.8	A	0.888428
239001_at	2	A	0.80542
239002_at	80.2	P	0.000244
239003_at	7	A	0.19458
239004_at	34.3	A	0.111572
239005_at	23	A	0.27417
239006_at	33.8	P	0.001953
239007_at	79	P	0.000244
239008_at	17.5	A	0.398926
239009_at	19.1	A	0.303711
239010_at	11.8	A	0.219482
239011_at	0.6	A	0.976074
239012_at	38.1	A	0.171387
239013_at	16.1	A	0.366211
239014_at	16.2	A	0.19458
239015_at	88.4	P	0.00415
239016_at	20.8	P	0.030273
239017_at	15.1	A	0.219482
239018_at	23.8	A	0.219482
239019_at	41.4	P	0.037598
239020_at	46.8	A	0.067627
239021_at	3.2	A	0.5
239022_at	20	A	0.171387
239023_at	15.7	A	0.080566
239024_at	89.3	P	0.000244
239025_at	25.3	P	0.005859
239026_x_at	73	A	0.095215
239027_at	2.5	A	0.696289
239028_at	43.8	P	0.018555
239029_at	3.4	A	0.888428
239030_at	1.1	A	0.80542
239031_at	34.9	P	0.01416
239032_at	0.4	A	0.870361
239033_at	119.9	P	0.000244
239034_at	126.9	P	0.000732
239035_at	89	P	0.008057
239036_at	18.9	A	0.095215
239037_at	2.1	A	0.780518
239038_at	158.2	P	0.000244
239039_at	10.7	A	0.533936
239040_at	5.7	A	0.432373
239041_at	29.4	P	0.00415
239042_at	148.8	P	0.000244
239043_at	213.9	P	0.000244
239044_at	36.2	P	0.018555
239045_at	28.3	A	0.366211
239046_at	80.1	P	0.000244
239047_at	83.7	P	0.01416
239048_at	1.7	A	0.850342
239049_at	35.9	P	0.01416
239050_s_at	91.2	P	0.000244
239051_at	28.1	A	0.219482
239052_at	5.6	A	0.303711
239053_at	335.7	P	0.00293
239054_at	45.7	P	0.000244
239055_at	1.5	A	0.98584
239056_at	25.2	P	0.008057
239057_at	1.3	A	0.772949
239058_at	58.6	P	0.005859
239059_at	4	A	0.932373
239060_at	1.7	A	0.969727
239061_at	8.2	A	0.753906
239062_at	0.9	A	0.888428
239063_at	36.5	P	0.005859
239064_at	40.9	A	0.149658
239065_at	38.3	M	0.056152
239066_at	27.8	M	0.056152
239067_s_at	24.8	A	0.19458
239068_at	38.4	P	0.000244
239069_s_at	473.4	P	0.000244
239070_at	18.3	A	0.19458
239071_at	28.3	A	0.129639
239072_at	85.9	P	0.001953
239073_at	12.8	A	0.334473
239074_at	18.8	A	0.27417
239075_at	17.7	A	0.19458
239076_at	9.8	A	0.432373
239077_at	64.9	P	0.001953
239078_at	39	A	0.149658
239079_at	2.2	A	0.567627
239080_at	30.7	P	0.000244
239081_at	70	P	0.028564
239082_at	230.5	P	0.000244
239083_at	80.6	P	0.000244
239084_at	194.8	P	0.000244
239085_at	26	A	0.171387
239086_at	25.4	P	0.018555
239087_at	1.4	A	0.850342
239088_at	11.7	A	0.601074
239089_at	3.4	A	0.334473
239090_at	14.8	A	0.067627
239091_at	3.5	A	0.688477
239092_at	17.3	P	0.00415
239093_at	59.4	P	0.000244
239094_at	25.8	P	0.018555
239095_at	5.8	A	0.303711
239096_at	28.3	P	0.01416
239097_at	7.3	A	0.633789
239098_at	40.1	M	0.056152
239099_at	6.2	A	0.366211
239100_x_at	75.5	P	0.001221
239101_at	68.7	P	0.000244
239102_s_at	6.4	P	0.046143
239103_at	19.9	A	0.303711
239104_at	0.5	A	0.994141
239105_at	152.3	P	0.001221
239106_at	165.3	P	0.000732
239107_at	27	A	0.171387
239108_at	372.3	P	0.000244
239109_at	1.2	A	0.72583
239110_s_at	0.4	A	0.828613
239111_at	8.3	A	0.366211
239112_at	2.4	A	0.888428
239113_at	32	A	0.5
239114_at	9.2	P	0.018555
239115_at	37	M	0.056152
239116_at	0.3	A	0.884277
239117_at	39.1	A	0.149658
239118_at	6.8	A	0.171387
239119_at	1.9	A	0.888428
239120_at	7.9	A	0.665527
239121_at	14.8	A	0.303711
239122_at	24	A	0.111572
239123_at	13.8	P	0.01416
239124_at	17.4	A	0.067627
239125_at	0.5	A	0.919434
239126_at	17.8	P	0.046143
239127_at	46.1	A	0.095215
239128_at	30.6	A	0.366211
239129_at	1	A	0.696289
239130_at	2.5	A	0.780518
239131_at	7.5	A	0.366211
239132_at	3.2	A	0.828613
239133_at	151.3	P	0.000244
239134_at	107.4	P	0.000732
239135_at	59.9	P	0.000244
239136_at	6.2	A	0.398926
239137_x_at	57.6	A	0.080566
239138_at	57.8	P	0.000244
239139_at	36.3	A	0.080566
239140_at	15	P	0.005859
239141_at	3.6	A	0.665527
239142_at	199.5	P	0.000732
239143_x_at	551	P	0.000244
239144_at	21.1	A	0.067627
239145_at	0.9	A	0.99707
239146_at	6.6	A	0.27417
239147_at	191.8	P	0.000244
239148_at	124.5	P	0.00415
239149_at	8.5	A	0.27417
239150_at	0.5	A	0.968506
239151_at	236	P	0.000244
239152_at	2.1	A	0.601074
239153_at	24	P	0.01416
239154_at	102.4	P	0.005859
239155_at	148.7	P	0.000244
239156_at	19.5	A	0.111572
239157_at	30.6	A	0.095215
239158_at	10.4	A	0.19458
239159_at	37.2	A	0.219482
239160_at	26.5	A	0.5
239161_at	118.9	P	0.01416
239162_at	11.9	A	0.27417
239163_at	13.6	A	0.067627
239164_at	21.8	P	0.005859
239165_at	28.8	P	0.00415
239166_at	2.6	A	0.888428
239167_at	10.7	A	0.533936
239168_at	4.3	A	0.888428
239169_at	179	P	0.001953
239170_at	59.8	P	0.00293
239171_at	14.8	P	0.01416
239172_x_at	15.9	A	0.466064
239173_at	26.8	A	0.246094
239174_at	22.3	A	0.111572
239175_at	0.5	A	0.665527
239176_at	10.7	A	0.27417
239177_at	67.6	P	0.00293
239178_at	57	P	0.000732
239179_at	7.6	A	0.171387
239180_at	24.2	A	0.149658
239181_at	3.9	A	0.753906
239182_at	14.5	A	0.246094
239183_at	0.5	A	0.932373
239184_at	15.3	P	0.037598
239185_at	5.7	A	0.303711
239186_at	12.2	A	0.246094
239187_at	7	A	0.533936
239188_at	15.8	A	0.303711
239189_at	19.4	A	0.303711
239190_at	39.7	A	0.095215
239191_at	17.5	A	0.533936
239192_at	10.3	P	0.018555
239193_at	21.5	A	0.334473
239194_at	14.8	A	0.466064
239195_at	2.2	A	0.696289
239196_at	24.1	A	0.129639
239197_s_at	101.7	P	0.037598
239198_at	24.6	P	0.023926
239199_at	21.5	A	0.111572
239200_at	7.9	A	0.334473
239201_at	92.1	P	0.005859
239202_at	40.5	P	0.005859
239203_at	58.7	P	0.018555
239204_at	30.8	A	0.149658
239205_s_at	25.6	M	0.056152
239206_at	18.8	A	0.466064
239207_at	83	P	0.000244
239208_s_at	131.7	P	0.000244
239209_at	52	P	0.010742
239210_at	32.8	P	0.000732
239211_at	21.2	P	0.00415
239212_at	7.5	A	0.111572
239213_at	15	A	0.601074
239214_at	11.2	A	0.334473
239215_at	5	A	0.72583
239216_at	2.9	A	0.870361
239217_x_at	3.4	A	0.633789
239218_at	1.2	A	0.753906
239219_at	1.5	A	0.828613
239220_at	2.5	A	0.932373
239221_at	3.6	A	0.601074
239222_at	14.5	M	0.056152
239223_s_at	120	P	0.000732
239224_at	38.3	P	0.008057
239225_at	46.6	A	0.111572
239226_at	21.1	A	0.246094
239227_at	17.2	P	0.023926
239228_at	20.2	P	0.037598
239229_at	16.7	A	0.080566
239230_at	5.3	A	0.466064
239231_at	169.4	P	0.001221
239232_at	11.3	A	0.27417
239233_at	173.7	P	0.000732
239234_at	2.9	A	0.633789
239235_at	17.6	A	0.129639
239236_at	58.1	P	0.000244
239237_at	27.6	A	0.27417
239238_at	21.2	A	0.246094
239239_at	1.7	A	0.919434
239240_at	58.6	P	0.00415
239241_at	6.3	A	0.665527
239242_at	67.1	P	0.023926
239243_at	20.3	P	0.005859
239244_at	1.1	A	0.80542
239245_at	10.9	A	0.246094
239246_at	50.2	P	0.000732
239247_at	21.9	P	0.030273
239248_at	61.5	P	0.01416
239249_at	1.3	A	0.633789
239250_at	415.9	P	0.000244
239251_at	18.5	P	0.018555
239252_at	123.2	P	0.000244
239253_at	149.3	P	0.000244
239254_at	2.2	A	0.850342
239255_at	21.9	A	0.06543
239256_at	27.8	A	0.171387
239257_at	9.1	A	0.5
239258_at	21.1	P	0.008057
239259_at	18.6	A	0.334473
239260_at	12.6	A	0.149658
239261_s_at	3	A	0.5
239262_at	1	A	0.919434
239263_at	9.4	A	0.171387
239264_at	0.8	A	0.696289
239265_at	260.8	P	0.000732
239266_at	18.4	A	0.067627
239267_at	35.3	A	0.171387
239268_at	88.8	P	0.018555
239269_at	43.9	P	0.037598
239270_at	1.6	A	0.828613
239271_at	74.1	P	0.018555
239272_at	14.1	P	0.01416
239273_s_at	2.5	A	0.80542
239274_at	10.6	A	0.334473
239275_at	3.2	A	0.533936
239276_at	3.8	A	0.72583
239277_at	114.3	P	0.010742
239278_at	37.9	P	0.001221
239279_at	1.3	A	0.432373
239280_at	21.3	P	0.00415
239281_at	17.1	A	0.303711
239282_at	77.1	P	0.000244
239283_at	23.2	P	0.008057
239284_at	29.4	P	0.037598
239285_at	1.5	A	0.72583
239286_at	5.1	A	0.5
239287_at	9	P	0.010742
239288_at	28.5	P	0.00415
239289_x_at	99.3	P	0.00293
239290_at	120.9	P	0.00415
239291_at	6.4	A	0.366211
239292_at	20.8	P	0.005859
239293_at	9.5	A	0.633789
239294_at	12.3	A	0.246094
239295_at	110.7	P	0.00293
239296_at	1.8	A	0.80542
239297_at	26	A	0.095215
239298_at	12.9	P	0.005859
239299_at	12.8	A	0.303711
239300_at	71.1	P	0.037598
239301_at	0.5	A	0.888428
239302_s_at	48.8	P	0.046143
239303_at	17.6	A	0.19458
239304_at	21.8	A	0.19458
239305_at	7.7	A	0.077393
239306_at	14.4	M	0.056152
239307_at	27.4	A	0.095215
239308_at	2.2	A	0.633789
239309_at	41.2	P	0.000244
239310_at	25.4	A	0.219482
239311_at	15.2	A	0.144531
239312_at	1.6	A	0.753906
239313_at	22.1	A	0.129639
239314_at	51.5	M	0.056152
239315_at	3.5	A	0.72583
239316_at	20	A	0.149658
239317_at	1.7	A	0.888428
239318_at	16.2	A	0.067627
239319_at	20.5	A	0.219482
239320_at	0.8	A	0.870361
239321_at	0.5	A	0.994141
239322_at	13.7	A	0.432373
239323_at	2.6	A	0.366211
239324_at	41	A	0.27417
239325_at	8.5	A	0.466064
239326_at	26.4	A	0.219482
239327_at	1	A	0.989258
239328_at	11.8	A	0.334473
239329_at	225.8	P	0.000732
239330_at	10.7	A	0.171387
239331_at	9.3	A	0.398926
239332_at	19.9	A	0.366211
239333_x_at	45.7	P	0.00415
239334_at	15.5	A	0.219482
239335_at	43.8	P	0.01416
239336_at	0.3	A	0.953857
239337_at	0.9	A	0.72583
239338_x_at	0.7	A	0.969727
239339_at	47.4	P	0.001221
239340_at	155.2	P	0.000244
239341_at	3.6	A	0.72583
239342_at	20.1	P	0.046143
239343_at	45.7	P	0.001953
239344_at	1.1	A	0.870361
239345_at	1.8	A	0.72583
239346_at	1107.8	P	0.000244
239347_at	18.2	P	0.008057
239348_at	15.7	A	0.171387
239349_at	8.9	A	0.303711
239350_at	64.4	P	0.023926
239351_at	8.9	A	0.219482
239352_at	48.3	P	0.00293
239353_at	0.6	A	0.633789
239354_at	17.1	A	0.366211
239355_at	566	P	0.000244
239356_at	0.5	A	0.969727
239357_at	1.2	A	0.981445
239358_at	16.1	P	0.010742
239359_at	9.5	A	0.366211
239360_at	2.2	A	0.5
239361_at	3.3	A	0.601074
239362_at	15	A	0.303711
239363_at	153.8	P	0.000244
239364_at	15.9	A	0.567627
239365_at	1.3	A	0.904785
239366_at	69.9	A	0.111572
239367_at	39.3	P	0.010742
239368_at	20.5	A	0.27417
239369_at	21.6	A	0.129639
239370_at	12.1	A	0.111572
239371_at	5.2	A	0.219482
239372_at	23.9	P	0.00293
239373_at	15.1	A	0.080566
239374_at	0.7	A	0.98584
239375_at	61.4	P	0.010742
239376_at	166.5	P	0.000244
239377_at	222.8	P	0.000244
239378_at	3.5	A	0.466064
239379_at	30.6	P	0.046143
239380_at	13.5	P	0.030273
239381_at	11.9	A	0.303711
239382_at	23.2	A	0.246094
239383_at	0.9	A	0.72583
239384_at	43.9	P	0.037598
239385_at	10.4	A	0.149658
239386_at	17.8	A	0.246094
239387_at	0.5	A	0.828613
239388_at	42.6	P	0.046143
239389_at	101.3	P	0.00415
239390_at	18	A	0.095215
239391_at	48.6	P	0.00415
239392_s_at	82.6	P	0.001953
239393_at	17.8	P	0.010742
239394_at	6.4	A	0.567627
239395_at	51.9	P	0.023926
239396_at	27.5	P	0.010742
239397_at	4.8	A	0.567627
239398_at	34.6	P	0.018555
239399_at	1.2	A	0.366211
239400_at	30.1	P	0.037598
239401_at	15.9	A	0.366211
239402_at	11.1	P	0.035645
239403_at	4.1	A	0.601074
239404_at	14.8	A	0.095215
239405_at	3.7	A	0.334473
239406_at	76.6	P	0.010742
239407_at	18	P	0.018555
239408_at	16.2	A	0.219482
239409_at	18.6	A	0.366211
239410_at	35.1	P	0.030273
239411_at	23.3	A	0.366211
239412_at	73.9	P	0.00415
239413_at	327.4	P	0.000244
239414_at	4.4	A	0.398926
239415_at	29.7	P	0.030273
239416_at	16.7	A	0.601074
239417_x_at	88.9	P	0.00415
239418_x_at	12	P	0.018555
239419_at	24	A	0.129639
239420_at	4.3	A	0.27417
239421_at	0.8	A	0.780518
239422_at	17	P	0.046143
239423_at	78.9	P	0.000732
239424_at	27.2	A	0.398926
239425_at	23	A	0.29541
239426_at	49.5	P	0.005859
239427_at	3	A	0.665527
239428_at	6.7	A	0.366211
239429_at	8.1	P	0.046143
239430_at	21	A	0.5
239431_at	78.5	P	0.010742
239432_at	28.5	P	0.001953
239433_at	79.1	P	0.001953
239434_at	31.5	A	0.27417
239435_x_at	156.8	P	0.008057
239436_at	9.6	A	0.19458
239437_at	59	P	0.046143
239438_at	7.9	A	0.334473
239439_at	82.9	P	0.000244
239440_at	4	A	0.601074
239441_at	72.2	P	0.000732
239442_at	3.5	A	0.533936
239443_at	5	A	0.19458
239444_at	1	A	0.696289
239445_at	4.8	A	0.533936
239446_x_at	4.7	A	0.601074
239447_at	32.6	P	0.018555
239448_at	10.7	A	0.165771
239449_at	11.5	A	0.111572
239450_at	55.1	P	0.005859
239451_at	16	A	0.27417
239452_at	15	P	0.01416
239453_at	26.5	A	0.095215
239454_at	12.6	A	0.334473
239455_at	11.8	A	0.171387
239456_at	6.3	A	0.533936
239457_at	0.8	A	0.780518
239458_at	23.3	A	0.366211
239459_s_at	7.1	A	0.567627
239460_at	1	A	0.932373
239461_at	5.9	A	0.366211
239462_at	138.3	P	0.000244
239463_at	0.9	A	0.962402
239464_at	14	A	0.334473
239465_at	20	A	0.095215
239466_at	66	P	0.000732
239467_at	3.3	A	0.095215
239468_at	207.1	P	0.000244
239469_at	20.2	P	0.00293
239470_at	26.3	A	0.303711
239471_at	17.1	P	0.018555
239472_at	12.2	A	0.111572
239473_x_at	1	A	0.780518
239474_at	24.7	P	0.005859
239475_at	16.2	A	0.246094
239476_at	7.9	A	0.27417
239477_at	24.5	A	0.095215
239478_x_at	29.5	P	0.001953
239479_x_at	3.8	A	0.366211
239480_at	7.2	A	0.067627
239481_at	5.6	A	0.398926
239482_x_at	155.5	P	0.000732
239483_at	65.5	P	0.023926
239484_at	41.3	P	0.018555
239485_at	2.6	A	0.870361
239486_at	53.1	P	0.000732
239487_at	19.1	P	0.000732
239488_at	34.6	P	0.046143
239489_at	28	P	0.030273
239490_at	6.8	A	0.665527
239491_at	1.8	A	0.780518
239492_at	12.3	A	0.095215
239493_at	19.3	P	0.030273
239494_at	7.3	A	0.171387
239495_at	12.8	A	0.111572
239496_at	1.2	A	0.567627
239497_at	16.4	A	0.334473
239498_at	47.2	P	0.023926
239499_at	3.3	A	0.932373
239500_at	9.4	A	0.19458
239501_at	2.6	A	0.633789
239502_at	9.1	A	0.095215
239503_at	53.4	P	0.000244
239504_at	16.6	A	0.171387
239505_at	6.8	A	0.303711
239506_s_at	14.8	A	0.129639
239507_at	1.3	A	0.80542
239508_x_at	2.2	A	0.888428
239509_at	4.6	A	0.633789
239510_at	0.9	A	0.943848
239511_s_at	18.7	P	0.00415
239512_at	21.6	P	0.000244
239513_at	7.3	A	0.567627
239514_at	0.4	A	0.601074
239515_at	119	P	0.001953
239516_at	15.9	P	0.008057
239517_at	19	P	0.008057
239518_at	2.7	A	0.432373
239519_at	7	A	0.129639
239520_at	0.7	A	0.932373
239521_at	1.5	A	0.962402
239522_at	9.6	A	0.366211
239523_at	10.7	A	0.466064
239524_at	12.8	A	0.533936
239525_at	73.1	P	0.046143
239526_x_at	18.1	A	0.219482
239527_at	8.9	P	0.037598
239528_at	21.2	M	0.056152
239529_at	0.5	A	0.828613
239530_at	2.4	A	0.753906
239531_at	20.5	A	0.171387
239532_at	28	A	0.129639
239533_at	47.2	P	0.010742
239534_at	30.2	A	0.129639
239535_at	20.8	A	0.303711
239536_at	62.6	P	0.000244
239537_at	16.9	A	0.171387
239538_at	255.4	P	0.000244
239539_at	10.2	P	0.01416
239540_at	17.1	A	0.067627
239541_at	0.7	A	0.657715
239542_at	8.3	A	0.171387
239543_s_at	0.5	A	0.780518
239544_at	19.4	A	0.171387
239545_at	17.7	P	0.008057
239546_at	22.3	P	0.01416
239547_at	6.5	A	0.432373
239548_at	4.3	A	0.246094
239549_at	3.1	A	0.828613
239550_at	34.5	P	0.001953
239551_at	12.5	A	0.19458
239552_at	76.8	P	0.001953
239553_at	0.4	A	0.998047
239554_at	23.6	A	0.095215
239555_at	9.3	A	0.5
239556_at	0.5	A	0.753906
239557_at	1.7	A	0.753906
239558_at	3.8	A	0.19458
239559_at	20.3	A	0.129639
239560_at	36	P	0.018555
239561_at	8.4	A	0.466064
239562_at	53.9	P	0.030273
239563_at	50.7	M	0.056152
239564_at	4.9	A	0.533936
