^SAMPLE = GSM281775
!Sample_title = 293-tet-On-NOR1 without doxycycline
!Sample_geo_accession = GSM281775
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281775/suppl/GSM281775.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 minus dox
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1564600_a_at	9.2	A	0.27417
1564601_at	1.5	A	0.601074
1564603_at	11	A	0.567627
1564610_at	2.8	A	0.567627
1564620_at	1.2	A	0.991943
1564626_at	1.3	A	0.870361
1564627_at	13	P	0.037598
1564628_at	6.6	A	0.171387
1564630_at	5.1	A	0.567627
1564631_at	0.3	A	0.932373
1564632_at	10.4	A	0.303711
1564637_a_at	595.5	P	0.000244
1564639_at	14.9	A	0.303711
1564640_at	1.3	A	0.72583
1564642_at	2.4	A	0.491699
1564651_at	97.5	P	0.000732
1564653_s_at	10.7	A	0.144531
1564654_at	16.3	A	0.129639
1564656_at	6.7	A	0.171387
1564658_at	24.9	A	0.19458
1564660_at	4	A	0.780518
1564662_at	0.9	A	0.398926
1564665_at	6.3	A	0.366211
1564670_at	23.6	A	0.067627
1564672_at	0.7	A	0.72583
1564674_a_at	25.4	A	0.149658
1564676_a_at	8.4	A	0.154785
1564679_at	1.7	A	0.969727
1564683_at	42.9	A	0.432373
1564684_at	26.3	A	0.303711
1564685_a_at	1.3	A	0.828613
1564688_a_at	14.4	M	0.056152
1564690_at	5.1	A	0.129639
1564691_at	3.2	A	0.601074
1564699_at	1.7	A	0.466064
1564701_at	22.2	P	0.005859
1564705_at	4.1	A	0.567627
1564706_s_at	71.4	P	0.008057
1564707_x_at	1.5	A	0.27417
1564805_a_at	0.8	A	0.850342
1564709_at	9.4	A	0.27417
1564713_a_at	10.9	A	0.601074
1564718_at	0.6	A	0.665527
1564721_at	16.1	A	0.246094
1564729_at	23.6	A	0.111572
1564733_at	1.4	A	0.828613
1564744_at	1.7	A	0.633789
1564746_at	89	P	0.010742
1564749_at	1.8	A	0.80542
1564753_at	2	A	0.665527
1564758_at	0.9	A	0.633789
1564760_at	1.7	A	0.633789
1564763_at	8.7	A	0.334473
1564765_at	12.7	A	0.111572
1564767_at	0.6	A	0.533936
1564772_at	0.6	A	0.943848
1564773_x_at	10.6	P	0.046143
1564776_at	15.7	P	0.000732
1564777_at	1.1	A	0.633789
1564778_at	4.7	A	0.904785
1565026_a_at	1	A	0.5
1565027_at	37.1	M	0.056152
1564783_x_at	2.8	A	0.72583
1564784_at	12.8	A	0.111572
1564785_at	17.2	A	0.111572
1564786_at	15.8	A	0.533936
1564787_at	2.8	A	0.665527
1564789_at	8.4	A	0.334473
1564790_at	6.5	A	0.14917
1564794_at	0.7	A	0.633789
1564795_at	4.9	A	0.303711
1564796_at	5.8	A	0.432373
1564798_at	26	A	0.171387
1564802_at	9	A	0.334473
1564803_at	1.5	A	0.828613
1564807_at	13.4	M	0.056152
1564813_at	1.3	A	0.780518
1564816_at	30.6	A	0.129639
1564819_at	0.8	A	0.665527
1564820_at	1.2	A	0.633789
1564821_at	0.8	A	0.904785
1564822_at	12.3	A	0.303711
1564823_at	14.8	A	0.366211
1564828_at	11.7	A	0.27417
1564836_at	8.6	A	0.366211
1564837_at	1.2	A	0.919434
1564838_a_at	0.9	A	0.919434
1564840_at	1.4	A	0.780518
1564841_at	0.2	A	0.780518
1564851_at	9.8	A	0.219482
1564854_at	6.9	A	0.398926
1564855_at	7.2	A	0.219482
1564856_s_at	11.9	P	0.000244
1564868_a_at	1.7	A	0.98584
1564872_at	1.1	A	0.780518
1564876_s_at	36.5	A	0.171387
1564878_at	6.5	A	0.111572
1564881_at	1.6	A	0.953857
1564882_at	6	A	0.5
1564883_a_at	18.8	A	0.432373
1564886_at	41.5	P	0.01416
1564887_at	2.6	A	0.5
1564897_at	11.9	A	0.246094
1564905_at	4.9	A	0.303711
1564906_at	13.3	P	0.018555
1564907_s_at	106	P	0.00415
1564909_at	6.9	A	0.129639
1564911_at	43.1	P	0.000732
1565254_s_at	17.6	P	0.010742
1564921_at	15.1	A	0.149658
1564931_at	1.8	A	0.932373
1564932_at	5.5	A	0.19458
1564933_at	7.4	A	0.303711
1564936_at	0.3	A	0.80542
1564937_at	4.9	A	0.665527
1564940_at	5.9	A	0.19458
1564945_at	8	A	0.129639
1564949_at	6.6	P	0.010742
1564950_at	0.4	A	0.98584
1564960_at	3.1	A	0.601074
1564962_at	34.7	P	0.008057
1564963_x_at	38.8	P	0.037598
1564964_at	0.2	A	0.870361
1564965_at	0.4	A	0.932373
1564970_at	5.9	A	0.398926
1564972_x_at	6	A	0.334473
1564974_at	30.1	P	0.008057
1564984_at	23.3	A	0.246094
1564985_a_at	7.4	A	0.398926
1564996_at	1.6	A	0.953857
1565002_at	18.8	P	0.005859
1565016_at	2.2	A	0.943848
1565034_s_at	13.7	P	0.030273
1565065_at	1.2	A	0.633789
1565073_at	7.9	A	0.219482
1565080_at	13.1	A	0.366211
1565082_x_at	2.6	A	0.904785
1565105_at	3.4	A	0.696289
1565107_x_at	1.6	A	0.466064
1553075_a_at	8	A	0.533936
1565111_x_at	0.6	A	0.888428
1565130_at	4	A	0.466064
1565131_x_at	10.8	A	0.19458
1565132_at	15.4	A	0.107422
1565149_at	49.6	P	0.001953
1565150_at	33.7	P	0.000732
1565152_at	2.5	A	0.696289
1565162_s_at	895.9	P	0.000244
1565192_at	7.4	A	0.19458
1565242_at	1	A	0.870361
1565265_at	1.5	A	0.753906
1565269_s_at	312.7	P	0.000244
1565282_at	1.8	A	0.696289
1565306_a_at	1.4	A	0.466064
1561615_s_at	5	A	0.303711
1565320_at	2.1	A	0.696289
1565325_at	0.4	A	0.601074
1565329_at	19.1	P	0.008057
1565337_at	1.1	A	0.780518
1565338_x_at	13	A	0.334473
1565339_at	4.1	A	0.72583
1565346_a_at	10.9	P	0.01416
1565347_s_at	49.9	A	0.366211
1565358_at	4	A	0.696289
1565389_s_at	69.3	M	0.056152
1565406_a_at	15.6	A	0.19458
1565407_at	0.7	A	0.870361
1565424_at	0.5	A	0.969727
1565436_s_at	45.5	P	0.001953
1565446_at	8.3	P	0.023926
1565454_at	58.5	A	0.129639
1565483_at	14.8	A	0.665527
1565484_x_at	11.9	A	0.366211
1565495_at	3.1	A	0.366211
1565525_a_at	11.1	A	0.601074
1565527_x_at	1.6	A	0.981445
1565535_x_at	2	A	0.696289
1565537_at	3	A	0.904785
1565544_at	0.2	A	0.991943
1565546_at	10.8	A	0.219482
1565549_at	0.7	A	0.753906
1565554_at	3.1	A	0.601074
1565556_at	11.8	A	0.601074
1565557_at	9.3	A	0.129639
1565558_at	25.4	A	0.246094
1565559_at	26.9	A	0.111572
1565562_at	18.4	A	0.149658
1565563_at	1.4	A	0.567627
1565565_at	7.7	A	0.327393
1565566_a_at	6.2	M	0.056152
1565567_at	23.2	M	0.056152
1566807_a_at	12.1	A	0.303711
1566809_a_at	18.8	A	0.080566
1565576_at	52	A	0.080566
1565577_s_at	84.5	P	0.000244
1565578_at	0.5	A	0.870361
1565579_at	50.5	P	0.01416
1565580_s_at	16.3	P	0.046143
1565581_at	4.9	A	0.753906
1565582_at	0.8	A	0.466064
1565583_at	3.1	A	0.962402
1565585_at	3.5	A	0.601074
1565587_at	15.9	A	0.27417
1565588_at	1.2	A	0.665527
1565595_at	59.7	P	0.008057
1565596_at	10.7	A	0.5
1565597_at	2.1	A	0.72583
1565598_at	10.2	A	0.219482
1565599_at	14.5	A	0.149658
1565601_at	8.2	A	0.149658
1565602_at	12.4	A	0.27417
1565603_at	59.2	A	0.334473
1565604_at	3.8	A	0.780518
1565608_at	7.4	A	0.398926
1565610_at	16.6	A	0.219482
1565611_at	46.1	P	0.01416
1565612_at	21.1	A	0.067627
1565613_at	1.8	A	0.567627
1565614_at	5.1	A	0.19458
1565616_at	1.1	A	0.753906
1565617_at	16.4	A	0.171387
1565618_at	1.1	A	0.989258
1565620_at	32.2	P	0.010742
1565621_at	7.8	A	0.567627
1565627_a_at	27.9	A	0.303711
1565628_at	4.6	A	0.366211
1565633_at	3.8	A	0.303711
1565635_at	8	A	0.246094
1565637_at	0.3	A	0.696289
1565638_at	5.2	A	0.149658
1565639_a_at	3.5	A	0.533936
1565641_at	32.7	A	0.095215
1565644_at	7.2	A	0.398926
1565650_at	11.9	A	0.111572
1565651_at	48.2	P	0.046143
1565653_at	0.7	A	0.5
1565656_x_at	3	A	0.80542
1565657_at	0.1	A	0.969727
1565659_at	1.3	A	0.780518
1565660_at	25.9	A	0.187744
1565661_x_at	60.7	A	0.067627
1565662_at	9.4	A	0.533936
1565666_s_at	1.7	A	0.753906
1565668_at	7.2	A	0.165527
1565669_at	4.6	A	0.665527
1565671_a_at	1.6	A	0.962402
1565672_at	48.8	P	0.018555
1565673_at	4.3	A	0.171387
1565674_at	3.7	A	0.5
1565677_at	2	A	0.989258
1565680_at	34	A	0.219482
1565681_s_at	116.4	P	0.000732
1565684_at	4.4	A	0.366211
1565685_at	2	A	0.432373
1565689_at	6.1	A	0.567627
1565690_at	3.5	A	0.665527
1565692_at	1.8	A	0.888428
1565693_at	6.2	A	0.592285
1565694_at	28.8	A	0.296143
1565696_at	8.8	A	0.219482
1565697_at	16.4	A	0.129639
1565698_at	10.2	A	0.095215
1565699_at	1	A	0.5
1565700_at	3.4	A	0.601074
1565701_at	5.7	A	0.665527
1565702_at	0.8	A	0.696289
1565703_at	23.4	P	0.037598
1565705_x_at	0.8	A	0.943848
1565706_at	1.1	A	0.919434
1565713_at	1.9	A	0.72583
1565714_at	4.7	A	0.753906
1565715_at	34.9	A	0.149658
1565716_at	19.8	P	0.037598
1565717_s_at	734.1	P	0.000244
1565722_at	1	A	0.633789
1565723_at	20	P	0.00415
1565728_at	6.1	A	0.665527
1565729_at	28.3	A	0.334473
1565730_at	1.7	A	0.904785
1565731_at	8.6	A	0.398926
1565732_at	1.9	A	0.665527
1565733_at	3.7	A	0.665527
1565734_at	18.4	A	0.171387
1565735_at	2	A	0.601074
1565737_at	11.4	P	0.010742
1565738_at	6.6	A	0.5
1565740_at	0.5	A	0.80542
1565741_at	1.3	A	0.567627
1565742_at	0.3	A	0.962402
1565743_at	19.5	P	0.001953
1565746_at	7.3	A	0.239502
1565748_at	8.6	A	0.246094
1565751_at	2	A	0.991943
1565752_at	16.7	A	0.366211
1565754_x_at	6.4	A	0.303711
1565755_at	3	A	0.466064
1565756_a_at	13.8	A	0.633789
1565758_at	1.4	A	0.962402
1565759_at	71.8	P	0.030273
1565760_at	1.4	A	0.943848
1565762_at	1.8	A	0.665527
1565763_at	3.1	A	0.665527
1565765_x_at	7.4	A	0.27417
1565768_at	11.7	A	0.366211
1565769_at	2.9	A	0.633789
1565771_at	1.5	A	0.919434
1565772_at	40.7	P	0.046143
1565774_at	19.7	A	0.398926
1565775_at	10.8	A	0.665527
1565776_at	0.5	A	0.932373
1565777_at	0.8	A	0.981445
1565778_at	4.2	A	0.5
1565780_at	2.5	A	0.72583
1565783_at	9.9	A	0.5
1565784_at	16.1	A	0.219482
1565786_x_at	68	P	0.023926
1565787_at	9.7	A	0.111572
1565788_at	1.9	A	0.72583
1565795_at	3.9	A	0.5
1565797_at	21.1	A	0.303711
1565799_at	0.4	A	0.753906
1565800_x_at	0.4	A	0.746826
1565801_at	11	P	0.046143
1565802_at	1	A	0.962402
1565803_at	2.4	A	0.466064
1565804_at	2.6	A	0.72583
1565805_at	9.9	A	0.303711
1565806_at	3	A	0.129639
1565807_at	1.5	A	0.633789
1565809_x_at	3.6	A	0.753906
1565810_at	3.1	A	0.466064
1565811_at	1.5	A	0.888428
1565812_at	7.3	A	0.888428
1565814_at	12.7	A	0.366211
1565816_at	0.9	A	0.943848
1565817_at	16.6	A	0.129639
1565818_s_at	14.7	A	0.432373
1565819_at	0.2	A	0.998047
1565820_x_at	0.2	A	0.988525
1565821_at	14.7	A	0.080566
1565823_at	87.2	P	0.000244
1565825_at	10	A	0.077148
1565826_at	1.2	A	0.533936
1565829_at	25.3	M	0.056152
1565830_at	18.8	P	0.037598
1565832_at	7.8	A	0.27417
1565833_at	16.8	P	0.046143
1565834_a_at	12	A	0.067627
1565836_at	30.4	A	0.149658
1565837_at	0.9	A	0.780518
1565838_at	0.8	A	0.753906
1565839_a_at	2.1	A	0.432373
1565840_at	0.2	A	0.943848
1565843_s_at	19.9	A	0.171387
1565844_at	18.9	M	0.056152
1565845_at	14.2	A	0.366211
1565846_at	1.4	A	0.780518
1565848_at	44.5	A	0.111572
1565849_a_at	19.2	A	0.303711
1565851_at	0.5	A	0.696289
1565852_at	18.8	A	0.124756
1565856_at	1.1	A	0.953857
1565857_at	0.8	A	0.665527
1565858_at	2.8	A	0.525391
1565859_at	2.2	A	0.753906
1565860_at	1.1	A	0.398926
1565861_at	1.3	A	0.773926
1565862_a_at	3.2	A	0.696289
1565863_at	10.2	A	0.366211
1565866_a_at	6.7	A	0.633789
1565867_a_at	36.1	P	0.023926
1565868_at	8.3	A	0.219482
1565873_at	15.3	A	0.303711
1565874_at	7.1	A	0.095215
1565875_at	0.2	A	0.904785
1565876_x_at	4.2	A	0.567627
1565877_at	0.6	A	0.850342
1565879_at	21.7	M	0.056152
1565880_at	21	A	0.080566
1565881_at	4.4	A	0.27417
1565882_at	14.8	A	0.171387
1565886_at	9.5	P	0.030273
1565887_at	0.2	A	0.780518
1565888_at	0.2	A	0.984863
1565889_at	8	A	0.567627
1565890_at	3.2	A	0.696289
1565892_at	17	A	0.129639
1565894_at	14.6	A	0.334473
1565895_at	0.2	A	0.567627
1565896_at	5.1	A	0.303711
1565897_at	0.7	A	0.953857
1565898_at	11	A	0.111572
1565900_at	11.7	P	0.037598
1565903_at	2.1	A	0.981445
1565905_at	29.8	A	0.171387
1565906_at	4.6	A	0.5
1565908_at	2	A	0.870361
1565909_at	18.2	A	0.171387
1565910_at	1.1	A	0.969727
1565911_at	10.1	A	0.171387
1565912_at	0.4	A	0.870361
1565913_at	1.4	A	0.432373
1565915_at	0.7	A	0.828613
1565917_at	2.2	A	0.696289
1565918_a_at	7.8	A	0.171387
1565920_at	5.7	A	0.219482
1565921_a_at	2.7	A	0.5
1565923_at	5.5	A	0.432373
1565924_a_at	9.4	A	0.246094
1565925_at	0.2	A	0.991943
1565927_s_at	15	M	0.053711
1565928_at	22.6	A	0.432373
1565929_s_at	1.2	A	0.80542
1565934_at	10.2	A	0.171387
1565935_at	67.1	A	0.149658
1565936_a_at	9.3	A	0.171387
1565937_a_at	0.2	A	0.998779
1565939_at	46.3	P	0.000244
1565947_a_at	0.5	A	0.901123
1565949_x_at	26.8	A	0.19458
1565951_s_at	202.8	P	0.000732
1565974_at	21	A	0.129639
1565975_at	13.6	A	0.067627
1565976_at	3.4	A	0.366211
1565978_a_at	2.9	A	0.466064
1565998_at	11.6	M	0.056152
1565999_at	1	A	0.953857
1566001_at	17.9	P	0.037598
1566002_at	2.2	A	0.850342
1566003_x_at	3.1	A	0.601074
1566029_at	20	A	0.303711
1566030_at	1.8	A	0.665527
1566032_at	15	P	0.01416
1566033_at	2.9	A	0.601074
1566037_at	2.6	A	0.303711
1566038_at	2.4	A	0.99585
1566039_a_at	15	A	0.533936
1566040_at	4.6	A	0.533936
1566041_at	1.7	A	0.601074
1566042_at	3.2	A	0.567627
1566043_at	8	A	0.19458
1566044_at	7.5	A	0.533936
1566046_at	1	A	0.932373
1566047_at	6.1	A	0.19458
1566079_at	27	P	0.01416
1566080_at	1.5	A	0.919434
1566081_at	1	A	0.919434
1566082_at	5.7	A	0.601074
1566084_at	69.1	P	0.000732
1566086_at	0.9	A	0.850342
1566087_at	5.4	A	0.334473
1566093_at	10.9	A	0.111572
1566094_at	0.8	A	0.72583
1566096_x_at	10.6	A	0.219482
1566097_at	26.2	A	0.303711
1566098_at	1	A	0.72583
1566099_at	26.2	A	0.129639
1566101_at	2.2	A	0.366211
1566102_at	4.9	A	0.5
1566105_at	19.3	A	0.27417
1566106_at	8.6	A	0.27417
1566108_at	17	A	0.095215
1566109_at	4	A	0.491211
1566110_at	37.6	P	0.005859
1566111_at	18.5	A	0.398926
1566113_at	9.4	A	0.633789
1566114_at	1.1	A	0.919434
1566115_at	0.6	A	0.919434
1566123_at	1.7	A	0.780518
1566124_a_at	7.9	P	0.037598
1566126_at	0.9	A	0.80542
1566127_at	0.8	A	0.72583
1566129_at	5.3	A	0.432373
1566134_at	6.9	A	0.533936
1566135_at	10.5	A	0.533936
1566136_at	2.1	A	0.567627
1566137_s_at	2.6	A	0.601074
1566138_at	3.3	A	0.601074
1566139_at	0.5	A	0.904785
1566140_at	7.3	A	0.633789
1566141_at	0.4	A	0.870361
1566142_at	4.6	A	0.19458
1566144_at	55.7	A	0.111572
1566145_s_at	33.2	M	0.056152
1566146_x_at	22.2	A	0.129639
1566147_a_at	20.3	A	0.366211
1566149_at	10.6	A	0.246094
1566150_at	2.1	A	0.567627
1566151_at	2.2	A	0.969727
1566156_at	1.7	A	0.953857
1566157_x_at	1.3	A	0.981445
1566158_at	13.3	A	0.303711
1566161_at	0.6	A	0.943848
1566162_x_at	2.5	A	0.72583
1566163_at	1.1	A	0.72583
1566165_at	10.8	A	0.19458
1566166_at	9.1	P	0.01416
1566168_at	1.7	A	0.888428
1566169_at	0.5	A	0.976074
1566171_at	11.2	A	0.398926
1566176_at	2.2	A	0.334473
1566177_at	8.2	A	0.5
1566178_x_at	4.6	A	0.665527
1566181_at	13.2	A	0.466064
1566182_at	15	A	0.27417
1566183_at	22.5	A	0.19458
1566185_at	11.5	A	0.334473
1566186_at	4.7	A	0.466064
1566190_at	17.4	M	0.056152
1566191_at	16.8	P	0.010742
1566194_at	0.6	A	0.72583
1566195_at	6.5	A	0.27417
1566201_at	0.9	A	0.80542
1566202_at	1.3	A	0.491699
1566203_at	0.4	A	0.994141
1566204_at	12.3	A	0.27417
1566207_at	33.1	A	0.095215
1566208_at	2.6	A	0.850342
1566209_at	1.2	A	0.696289
1566210_at	0.9	A	0.850342
1566215_at	0.8	A	0.969727
1566217_at	9.3	A	0.5
1566218_at	23.8	A	0.303711
1566219_at	9	M	0.056152
1566221_at	6.6	A	0.334473
1566222_at	3	A	0.601074
1566228_at	34	P	0.010742
1566231_at	30.5	P	0.023926
1566232_at	14.5	A	0.171387
1566235_at	12.4	A	0.334473
1566236_at	3	A	0.5
1566242_at	3.7	A	0.5
1566243_at	8.4	A	0.19458
1566248_at	6.3	A	0.633789
1566249_at	8.7	A	0.432373
1566251_at	1	A	0.423828
1566253_at	2.3	A	0.533936
1566256_s_at	13.9	A	0.171387
1566257_at	120.3	P	0.000244
1566265_at	9.8	A	0.111572
1566266_at	4.6	P	0.037598
1566267_at	6.9	A	0.19458
1566268_at	10.2	A	0.303711
1566269_at	1	A	0.919434
1566271_x_at	0.8	A	0.888428
1566272_at	5.8	A	0.171387
1566276_at	1.2	A	0.953857
1566277_at	4.6	A	0.633789
1566278_at	2.3	A	0.726074
1566279_at	1	A	0.780518
1566284_at	15.2	A	0.432373
1566285_at	2.8	A	0.567627
1566288_at	0.5	A	0.80542
1566289_at	1	A	0.976074
1566294_at	13.2	A	0.171387
1566295_at	4	A	0.5
1566301_at	15	A	0.095215
1566302_at	21.3	A	0.080566
1566303_s_at	346.9	P	0.000244
1566323_at	0.4	A	0.932373
1566324_a_at	4.8	A	0.326416
1566337_x_at	7.6	A	0.246094
1566339_at	8.6	A	0.5
1566340_at	17.2	A	0.171387
1566342_at	487.5	P	0.000244
1566362_at	14	A	0.398926
1566363_at	16.7	P	0.001221
1566402_at	40.7	P	0.01416
1566403_at	42.2	P	0.001953
1566419_at	7.8	A	0.366211
1566424_at	19.9	A	0.334473
1566425_at	6.4	A	0.466064
1566426_at	12	A	0.149658
1566427_at	2.9	A	0.72583
1566428_at	0.3	A	0.953857
1566432_at	2.4	A	0.989258
1566433_at	1.7	A	0.919434
1566437_at	1	A	0.633789
1566438_at	11.2	A	0.432373
1566439_at	0.3	A	0.974365
1566440_at	13.2	A	0.111572
1566441_at	1.2	A	0.780518
1566442_at	0.9	A	0.72583
1566445_at	0.5	A	0.969727
1566446_at	0.7	A	0.780518
1566447_at	6.2	A	0.567627
1566448_at	2.4	A	0.780518
1566449_at	0.5	A	0.976074
1566452_at	3.4	A	0.334473
1566454_at	13.5	A	0.149658
1566455_at	10.5	A	0.398926
1566456_at	13.8	A	0.5
1566457_at	2.4	A	0.822998
1566459_at	5.4	A	0.525391
1566461_at	0.7	A	0.80542
1566462_at	1.6	A	0.780518
1566463_at	0.3	A	0.998779
1566464_at	1.5	A	0.932373
1566465_at	1.1	A	0.888428
1566468_at	8.9	A	0.171387
1566469_at	1.4	A	0.888428
1566471_at	22.9	A	0.533936
1566472_s_at	166.8	P	0.000244
1566473_a_at	27.3	A	0.432373
1566474_at	1.6	A	0.533936
1566475_at	10	A	0.366211
1566476_at	12.8	A	0.334473
1566477_at	16.7	A	0.111572
1566478_at	0.4	A	0.633789
1566480_x_at	14.8	A	0.171387
1566481_at	10.3	A	0.334473
1566482_at	11.3	A	0.246094
1566484_at	9.4	A	0.27417
1566485_at	0.6	A	0.904785
1566486_at	4.3	A	0.533936
1566487_at	0.3	A	0.870361
1566490_at	4.4	A	0.828613
1566491_at	1.1	A	0.665527
1566498_at	2.3	A	0.888428
1566499_at	2.9	A	0.696289
1566500_at	23.1	A	0.080566
1566501_at	2.7	A	0.52417
1566502_at	26.5	A	0.398926
1566503_at	1.4	A	0.822754
1566504_at	46.9	A	0.067627
1566505_at	6.4	A	0.303711
1566507_a_at	13.1	P	0.00415
1566509_s_at	1099.8	P	0.000244
1566511_at	9.2	A	0.219482
1566512_at	42.9	P	0.01416
1566513_a_at	40.8	P	0.001953
1566514_at	13.8	P	0.037598
1566515_at	0.2	A	0.533936
1566517_at	1.5	A	0.870361
1566518_at	4.8	A	0.72583
1566524_a_at	1.6	A	0.962402
1566526_at	11.8	A	0.466064
1566527_at	4.4	A	0.601074
1566528_at	2.5	A	0.398926
1566535_at	5	A	0.567627
1566537_at	7.2	A	0.246094
1566538_at	10.4	A	0.219482
1566539_at	1.4	A	0.601074
1566540_at	2.4	A	0.72583
1566541_at	6.4	P	0.046143
1566543_at	6.8	A	0.432373
1566544_at	0.3	A	0.953857
1566548_at	16.7	A	0.303711
1566549_at	44.5	P	0.018555
1566550_at	1	A	0.850342
1566551_at	4.2	A	0.334473
1566555_at	14.4	A	0.303711
1566557_at	34.4	P	0.01416
1566558_x_at	48.2	A	0.111572
1566569_at	11	A	0.334473
1566571_at	12	A	0.303711
1566576_at	13.2	A	0.080566
1566577_at	7.2	A	0.27417
1566580_at	21.7	P	0.037598
1566581_at	8.6	A	0.219482
1566582_x_at	2.4	A	0.696289
1566585_at	0.8	A	0.98584
1566586_at	2.3	A	0.80542
1566596_at	1.2	A	0.989258
1566597_at	0.2	A	0.601074
1566598_at	14.8	A	0.080566
1566599_at	8.3	A	0.171387
1566600_at	0.3	A	0.753906
1566602_at	13.8	A	0.219482
1566603_s_at	62.8	P	0.000244
1566605_at	16.4	A	0.111572
1566606_a_at	0.8	A	0.665527
1566607_at	0.7	A	0.850342
1566608_at	0.8	A	0.828613
1566609_at	8.3	A	0.27417
1566622_at	10.5	A	0.334473
1566623_at	3	A	0.665527
1566624_at	3.1	A	0.303711
1566630_at	6.5	A	0.665527
1566631_at	1.2	A	0.953857
1566632_at	0.3	A	0.80542
1566633_at	3.6	A	0.5
1566637_at	9.4	A	0.303711
1566638_at	5.3	A	0.5
1566642_at	15.8	P	0.010742
1566643_a_at	1.1	A	0.943848
1566644_at	2.1	A	0.303711
1566645_at	11.7	A	0.432373
1566646_at	22.3	A	0.171387
1566647_s_at	2.4	A	0.919434
1566653_at	25.7	A	0.111572
1566656_a_at	11.8	A	0.334473
1566658_at	0.7	A	0.981445
1566664_at	12.7	A	0.466064
1566665_at	10.3	A	0.334473
1566666_at	3	A	0.828613
1566670_at	33.8	A	0.246094
1566672_at	15.8	A	0.111572
1566673_at	7.5	A	0.246094
1566677_at	4.1	A	0.633789
1566678_at	25.1	A	0.27417
1566680_at	4.2	A	0.696289
1566688_at	12.9	A	0.334473
1566689_at	16.2	P	0.018555
1566690_at	35	A	0.111572
1566691_at	0.6	A	0.601074
1566693_at	1.9	A	0.870361
1566694_at	0.3	A	0.696289
1566695_at	6.5	A	0.077393
1566696_at	8.8	A	0.067627
1566697_at	2.4	A	0.466064
1566698_at	0.6	A	0.962402
1566700_at	27.6	P	0.010742
1566701_at	10.2	A	0.5
1566702_at	0.4	A	0.953857
1566703_at	7.4	A	0.533936
1566709_at	10.4	P	0.030273
1566715_at	7.9	A	0.149658
1566716_at	0.2	A	0.633789
1566720_at	5.9	A	0.398926
1566721_at	3.7	A	0.850342
1566725_at	5.2	A	0.144775
1566726_at	15.8	A	0.219482
1566727_at	9.1	A	0.432373
1566728_at	1.6	A	0.953857
1566734_at	12.4	A	0.246094
1566735_at	13.5	A	0.080566
1566737_at	2.5	A	0.633789
1566739_at	15.8	A	0.080566
1566740_at	3	A	0.633789
1566748_at	8.2	A	0.5
1566749_at	0.1	A	0.633789
1566760_at	10.1	A	0.366211
1566762_at	4.4	A	0.466064
1566763_at	0.3	A	0.904785
1566764_at	5.2	A	0.129639
1566766_a_at	0.6	A	0.932373
1566767_at	13.4	A	0.219482
1566768_at	1.6	A	0.696289
1566771_at	10.9	P	0.018555
1566772_at	0.9	A	0.943848
1566775_at	5.4	A	0.696289
1566776_at	29.9	P	0.018555
1566777_at	7.1	A	0.533936
1566778_at	1.1	A	0.870361
1566779_at	12.5	A	0.095215
1566780_at	9.9	P	0.000732
1566783_at	1.8	A	0.633789
1566784_at	15.2	A	0.19458
1566785_x_at	33.1	A	0.067627
1566786_at	8.9	P	0.046143
1566787_at	0.5	A	0.888428
1566798_at	0.7	A	0.601074
1566803_at	16.3	A	0.334473
1566804_at	8.7	A	0.27417
1566805_at	0.4	A	0.919434
1566814_at	23.4	A	0.246094
1566816_at	23.3	A	0.334473
1566821_at	1.4	A	0.828613
