nct	om_title	group_title	evaluable_n	era	family	trial_conditions	n_trial_conditions	n_disease_keys	n_disease_keys_lenient	disease_status	disease_specificity	attributed_key	disease_value	disease_basis	trial_phases	phase_status	phase_value	phase_group_hint	registry_arm_label	registry_arm_type	arm_match_quality	n_arms_registered	registry_has_control_arm	control_status	control_basis	control_flag	producer_control_arm_candidate	group_description	registry_arm_description
NCT03245736	Objective Response Rate	Tisotumab Vedotin	5	2014_2017	bor	Ovary Cancer ; Cervix Cancer ; Endometrium Cancer ; Bladder Cancer ; Prostate Cancer ; Esophagus Cancer ; Lung Cancer, Nonsmall Cell ; Squamous Cell Carcinoma of the Head and Neck	8	8	8	MIXED	UNASSIGNABLE			8 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2		Tisotumab Vedotin	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Tisotumab Vedotin' type=EXPERIMENTAL (EXACT match)		False	Tisotumab vedotin was administered as an intravenous (IV) infusion on Day 1 of each 21-day cycle (once every 3 weeks). The trial ran until the investigator determined that the participant was no longer benefiting from treatment (ie, disease progression or unacceptable toxicity had occurred), the trial was terminated by the sponsor, or the participant withdrew consent. Each participant received the	All patients will be administered tisotumab vedotin (HuMax-TF-ADC) in 21 day treatment cycles.
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Abi/Pred	6	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Dose Escalation			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 Combination with Abiraterone/Prednisone Drug: CPI-1205 PO 400mg BID OR Drug: CPI-1205 400mg BID/Cobicistat 150mg PO BID + Drug: Abiraterone 1000mg PO QD and 5mg Prednisone PO BID (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Abiraterone: Abiraterone 1000mg PO QD Pre	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Enza	5	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Dose Escalation			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 Combination with Enzalutamide Drug: CPI-1205 PO 400mg BID OR Drug: CPI-1205 400mg BID/Cobicistat 150mg PO BID + Drug: Enzalutamide 160mg PO QD (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Enzalutamide: Enzalutamide 160mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	8	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Dose Escalation			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 Combination with Abiraterone/Prednisone Drug: CPI-1205 PO 800mg TID OR Drug: CPI-1205 800mg TID/Cobicistat 150mg PO BID + Drug: Abiraterone 1000mg PO QD and 5mg Prednisone PO BID (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Abiraterone: Abiraterone 1000mg PO QD Pre	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b Dose Escalation: CPI-1205 800mg TID +Enza	9	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Dose Escalation			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 Combination with Enzalutamide Drug: CPI-1205 PO 800mg TID OR Drug: CPI-1205 800mg TID/Cobicistat 150mg PO BID + Drug: Enzalutamide 160mg PO QD (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Enzalutamide: Enzalutamide 160mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	22	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Expansion Cohort			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 Combination with Enzalutamide Drug: CPI-1205 PO 800mg TID OR Drug: CPI-1205 800mg TID/Cobicistat 150mg PO BID + Drug: Enzalutamide 160mg PO QD (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Enzalutamide: Enzalutamide 160mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Combination With Enza	34	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase 2			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 (at RP2D) Combination with Enzalutamide Drug: CPI-1205 (with or without cobicistat) at RP2D + Drug: Enzalutamide 160mg PO QD CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Enzalutamide: Enzalutamide 160mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Crossover Period	5	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase 2			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 800 mg TID (RP2D) combination with Enzalutamide 160 mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Randomized Enza Contro	34	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase 2			NONE	8	True	CONTROL_UNSPECIFIED_BY_GROUP_TEXT	results group text says control/comparator/standard of care without naming placebo		False	Enzalutamide Control Drug: Enzalutamide 160mg PO QD (28-day cycles) Enzalutamide: Enzalutamide 160mg PO QD	
NCT03480646	Efficacy: Best Responses by Treatment Group	Phase 2 Single Arm CPI-1205 +Abi/Pred	26	2014_2017	bor	Metastatic Castration Resistant Prostate Cancer (mCRPC)	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	castration resistant prostate mcrpc	Metastatic Castration Resistant Prostate Cancer (mCRPC)	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase 2			NONE	8	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	CPI-1205 (at RP2D) Combination with Abiraterone/Prednisone Drug: CPI-1205 (with or without cobicistat) at RP2D + Drug: Abiraterone 1000mg PO QD and Prednisone 5mg PO BID (28-day cycles) CPI-1205: CPI-1205 PO TID (either 400mg BID or 800mg TID during Phase 1 dose escalation study and at RP2D for Phase 2) Cobicistat: Cobicistat 150mg PO BID Abiraterone: Abiraterone 1000mg PO QD Prednisone: Prednison	
NCT02913430	Best Overall Response (BOR)	Fulvestrant + Palbociclib	5	2018_2021	bor	Metastatic Breast Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	breast	Metastatic Breast Cancer	trial lists exactly one condition	EARLY_PHASE1	TRIAL_SINGLE	EARLY_PHASE1				NONE	2	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Fulvestrant: 500mg IM Q28 days  Palbociclib: 125mg/day PO on a 21 days on/7 days off schedule	
NCT02913430	Best Overall Response (BOR)	Tamoxifen + Palbociclib	2	2018_2021	bor	Metastatic Breast Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	breast	Metastatic Breast Cancer	trial lists exactly one condition	EARLY_PHASE1	TRIAL_SINGLE	EARLY_PHASE1				NONE	2	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Tamoxifen: 20mg PO Q-daily  Palbociclib: 125mg/day PO on a 21 days on/7 days off schedule	
NCT03212274	Overall Response Rate	Cohort 1A-Glioma Naïve to IDH I	15	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 1A-Glioma Naïve to IDH I	
NCT03212274	Overall Response Rate	Cohort 1B- Glioma Pretreated	13	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 1B- Glioma Pretreated	
NCT03212274	Overall Response Rate	Cohort 2A- Cholangio Naive	15	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 2A- Cholangio Naive	
NCT03212274	Overall Response Rate	Cohort 2B-Cholangio- Pretreated	12	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 2B-Cholangio- Pretreated	
NCT03212274	Overall Response Rate	Cohort 3A Other -Naive	22	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 3A Other -Naive	
NCT03212274	Overall Response Rate	Cohort 3B Other -Pretreated	1	2018_2021	bor	Advanced Malignant Solid Neoplasm ; Glioblastoma ; Recurrent Cholangiocarcinoma ; Recurrent Glioma ; Recurrent Malignant Solid Neoplasm ; WHO Grade 2 Glioma ; WHO Grade 3 Glioma	7	6	6	MIXED	UNASSIGNABLE			6 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Cohort 3B Other -Pretreated	
NCT03256344	Best Overall Response (BOR)	Talimogene Laherparepvec With Atezolizumab: Colorectal Cancer (CRC)	5	2018_2021	bor	Metastatic Triple Negative Breast Cancer ; Metastatic Colorectal Cancer	2	2	2	GROUP_SPECIFIC	NAMES_A_TUMOUR_TYPE	colorectal	Metastatic Colorectal Cancer	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1		Talimogene Laherparepvec with Atezolizumab: Colorectal Cancer (CRC)	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Talimogene Laherparepvec with Atezolizumab: Colorectal Cancer (CRC)' type=EXPERIMENTAL (NORMALIZED match)		False	Participants with CRC with liver metastases were administered intrahepatic injection of talimogene laherparepvec into liver metastases via guided injection (either ultrasound or computerized tomography) on Day 1 of each cycle for a maximum of 12 cycles, where each cycle was 21 days. Participants were administered 10\^6 PFU/mL on Day 1 of Cycle 1 and 10\^8 PFU/mL on Day 1 of each cycle thereafter. 	Participants with CRC with liver metastases administered intrahepatic injection of talimogene laherparepvec into liver metastases via guided injection (either ultrasound or computerized tomography) on Day 1 of each cycle for a maximum of 12 cycles, where each cycle is 21 days. Participants administered 10\^6 PFU/mL on Day 1 of Cycle 1 and 10\^8 PFU/mL on Day 1 of each cycle thereafter. Participant
NCT03256344	Best Overall Response (BOR)	Talimogene Laherparepvec With Atezolizumab: Triple Negative Breast Cancer (TNBC)	5	2018_2021	bor	Metastatic Triple Negative Breast Cancer ; Metastatic Colorectal Cancer	2	2	2	GROUP_SPECIFIC	NAMES_A_TUMOUR_TYPE	triple negative breast	Metastatic Triple Negative Breast Cancer	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1		Talimogene Laherparepvec with Atezolizumab: Triple Negative Breast Cancer (TNBC)	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Talimogene Laherparepvec with Atezolizumab: Triple Negative Breast Cancer (TNBC)' type=EXPERIMENTAL (NORMALIZED match)		False	Participants with TNBC with liver metastases were administered intrahepatic injection of talimogene laherparepvec into liver metastases via guided injection (either ultrasound or computerized tomography) on Day 1 of each cycle for a maximum of 12 cycles, where each cycle was 21 days. Participants were administered 10\^6 plaque-forming units/milliliter (PFU/mL) on Day 1 of Cycle 1 and 10\^8 PFU/mL 	Participants with TNBC with liver metastases administered intrahepatic injection of talimogene laherparepvec into liver metastases via guided injection (either ultrasound or computerized tomography) on Day 1 of each cycle for a maximum of 12 cycles, where each cycle is 21 days. Participants administered 10\^6 plaque-forming units/milliliter (PFU/mL) on Day 1 of Cycle 1 and 10\^8 PFU/mL on Day 1 of
NCT03386357	Response Rate According to RECIST	A (Pembrolizumab+RT)	47	2018_2021	bor	Head and Neck Squamous Cell Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	head and neck squamous cell	Head and Neck Squamous Cell Carcinoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		A (pembrolizumab+RT)	EXPERIMENTAL	NORMALIZED	2	True	NOT_CONTROL	registry arm 'A (pembrolizumab+RT)' type=EXPERIMENTAL (NORMALIZED match)		False	Pembrolizumab (200mg absolute, q3w) combined with radiotherapy (12x3Gy) of one, two or three metastases.  A (pembrolizumab+RT): Pembrolizumab (200mg absolute, q3w) combined with radiotherapy (12x3Gy) of one, two or three metastases. Only metastases that perspectively require radiotherapy will be treated. The irradiated tumor volume must be at least 10cm³. Radiotherapy of brain metastases is not al	Pembrolizumab (200mg absolute, q3w) combined with radiotherapy (12x3Gy) of one, two or three metastases.
NCT03386357	Response Rate According to RECIST	B (Pembrolizumab)	46	2018_2021	bor	Head and Neck Squamous Cell Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	head and neck squamous cell	Head and Neck Squamous Cell Carcinoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		B (pembrolizumab)	ACTIVE_COMPARATOR	NORMALIZED	2	True	CONTROL_ACTIVE_COMPARATOR	registry arm 'B (pembrolizumab)' type=ACTIVE_COMPARATOR (NORMALIZED match)		False	Pembrolizumab (200mg absolute, q3w) without radiotherapy  B (pembrolizumab): Pembrolizumab (200mg absolute, q3w)	Pembrolizumab (200mg absolute, q3w) without radiotherapy
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Cemiplimab + Chemotherapy	89	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3	Part 1	Chemo	OTHER	CONTAINMENT	5	False	UNKNOWN_WEAK_MATCH_ONLY	only a substring match to registry arm 'Chemo' (type=OTHER); not group-supported		False	Participants received cemiplimab plus platinum-based doublet chemotherapy	Part 1: Chemotherapy
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	99	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3	Part 1	Chemo	OTHER	CONTAINMENT	5	False	UNKNOWN_WEAK_MATCH_ONLY	only a substring match to registry arm 'Chemo' (type=OTHER); not group-supported		False	Participants received cemiplimab plus platinum-based doublet chemotherapy and ipilimumab	Part 1: Chemotherapy
NCT03409614	Part 1: Best Overall Response (BOR) Per IRC	Part 1: Chemotherapy	89	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3	Part 1	Chemo	OTHER	CONTAINMENT	5	False	UNKNOWN_WEAK_MATCH_ONLY	only a substring match to registry arm 'Chemo' (type=OTHER); not group-supported		False	Participants received platinum-based doublet chemotherapy	Part 1: Chemotherapy
NCT03409614	Part 2: BOR Per IRC	Part 2: Cemiplimab + Chemotherapy	279	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3	Part 2	Chemo	OTHER	CONTAINMENT	5	False	UNKNOWN_WEAK_MATCH_ONLY	only a substring match to registry arm 'Chemo' (type=OTHER); not group-supported		False	Participants received cemiplimab plus platinum-based doublet chemotherapy	Part 1: Chemotherapy
NCT03409614	Part 2: BOR Per IRC	Part 2: Placebo + Chemotherapy	133	2018_2021	bor	Non-small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-small Cell Lung Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3	Part 2			AMBIGUOUS_MULTI	5	False	CONTROL_PLACEBO_BY_GROUP_TEXT	results group title/description states placebo or sham; registry arm not strongly matched	PLACEBO_CLAIM_WITHOUT_PLACEBO_ARM_IN_REGISTRY	True	Placebo matching cemiplimab plus platinum-based doublet chemotherapy	
NCT03415854	Best Overall Response (BOR)	Paricalcitol (Zemplar)	14	2018_2021	bor	Pancreatic Cancer ; Pancreatic Ductal Adenocarcinoma ; Pancreatic Adenocarcinoma ; Pancreas Metastases ; Adenocarcinoma	5	5	5	MIXED	UNASSIGNABLE			5 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2		Paricalcitol (Zemplar)	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Paricalcitol (Zemplar)' type=EXPERIMENTAL (EXACT match)		False	Participants will be treated with the regimen according to the study protocol. Participants will complete 3 cycles (cycle is 21 days) and then will be evaluated for CA19-9 normalization and undergo imaging to determine response, if any.  Paricalcitol (Zemplar): combination therapy	Participants will be treated with the regimen according to the study protocol. Participants will complete 3 cycles (cycle is 21 days) and then will be evaluated for CA19-9 normalization and undergo imaging to determine response, if any.
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm A: Ipilimumab	176	2018_2021	bor	Metastatic Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Metastatic Melanoma	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3		Arm A: ipilimumab	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Arm A: ipilimumab' type=EXPERIMENTAL (NORMALIZED match)		False	ipilimumab 3 mg/kg intravenous  Ipilimumab: Arm A: 4 doses administered intravenously at a dose of 3 mg/kg over 90 minutes on Weeks 1, 4, 7, and 10.	ipilimumab 3 mg/kg intravenous
NCT03445533	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	Arm B: IMO-2125 Plus Ipilimumab	171	2018_2021	bor	Metastatic Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Metastatic Melanoma	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3		Arm B: IMO-2125 plus ipilimumab	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Arm B: IMO-2125 plus ipilimumab' type=EXPERIMENTAL (NORMALIZED match)		False	IMO-2125 by intratumoral injection plus ipilimumab 3 mg/kg intravenous  Tilsotolimod with Ipilimumab: IMO-2125 intratumoral injection administered as 9 doses on Weeks 1, 2, 3, 5, 8, 11, 16, 20, and 24. WITH (Arm B): Ipilimumab administered as 4 doses on Weeks 2, 5, 8, and 11. in combination with tilsotolimod	IMO-2125 by intratumoral injection plus ipilimumab 3 mg/kg intravenous
NCT03451825	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	Avelumab 10 Miligram Per Kilogram (mg/kg)	5	2018_2021	bor	Refractory or Relapsed Solid Tumors ; Lymphoma	2	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Avelumab: 10 miligram per kilogram (mg/kg)	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Avelumab: 10 miligram per kilogram (mg/kg)' type=EXPERIMENTAL (NORMALIZED match)		False	Participants received an intravenous infusion of avelumab 10mg/kg intervention (IV) once every 2 weeks until confirmed progression, death, unacceptable toxicity, or any criterion for withdrawal occurred.	
NCT03451825	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	Avelumab 20 mg/kg	13	2018_2021	bor	Refractory or Relapsed Solid Tumors ; Lymphoma	2	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1				NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Participants received an intravenous infusion of avelumab 20 mg/kg IV once every 2 weeks until confirmed progression, death, unacceptable toxicity, or any criterion for withdrawal occurred.	
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 1 Lerociclib at 200 mg QD	5	2018_2021	bor	Carcinoma, Non-Small-Cell Lung ; Lung Cancer ; Non-small Cell Lung Cancer	3	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 1			NONE	5	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Part 1: G1T38/Lerociclib at 200 mg once daily (QD) orally + Osimertinib 80 mg once daily (QD) orally	
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 2 Lerociclib at 300 mg QD	6	2018_2021	bor	Carcinoma, Non-Small-Cell Lung ; Lung Cancer ; Non-small Cell Lung Cancer	3	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 1			NONE	5	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Part 1: G1T38/Lerociclib at 300 mg once daily (QD) orally + Osimertinib 80 mg once daily (QD) orally	
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 3 Lerociclib at 400 mg QD	4	2018_2021	bor	Carcinoma, Non-Small-Cell Lung ; Lung Cancer ; Non-small Cell Lung Cancer	3	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 1			NONE	5	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Part 1: G1T38/Lerociclib at 400 mg once daily (QD) orally + Osimertinib 80 mg once daily (QD) orally	
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 4 Lerociclib at 150 mg BID	6	2018_2021	bor	Carcinoma, Non-Small-Cell Lung ; Lung Cancer ; Non-small Cell Lung Cancer	3	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 1			NONE	5	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Part 1: G1T38/Lerociclib at 150 mg twice daily (BID) orally + Osimertinib 80 mg once daily (QD) orally	
NCT03455829	Best Overall Tumor Response	Part 1: Cohort 5 Lerociclib at 200 mg BID	4	2018_2021	bor	Carcinoma, Non-Small-Cell Lung ; Lung Cancer ; Non-small Cell Lung Cancer	3	2	2	MIXED	UNASSIGNABLE			2 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 1			NONE	5	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	Part 1: G1T38/Lerociclib at 200 mg twice daily (BID) orally + Osimertinib 80 mg once daily (QD) orally	
