classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
unsupported	none	False	NCT02879162	ctg_results_bor_2014_2017	bor	0	Objective Response Rate Measured by RECIST Version 1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	48 months		OG000	Durvalumab + Tremelimumab	1	0	<untitled>	1	19	32	76	128	136	136	-8	CR | PR | SD | PD	IN	sum of cells 128 != reported denominator 136 (difference -8)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT03122548	ctg_results_bor_2014_2017	bor	0	Objective Response Rate (ORR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	BOR was assessed from the first post-baseline tumor assessment until documented disease progression, starting of a new cancer treatment, death, or study termination, whichever is earlier, assessed up to 15 weeks.	Analysis based upon subjects who received at least 1 dose of CRS-207 and had at least 1 evaluable post-baseline RECIST v1.1 tumor response assessment or were discontinued due to toxicity (the Evaluabl	OG000	CRS-207 + Pembrolizumab	1	0	<untitled>	0	0	0	3	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03122548] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT02277093	ctg_results_bor_2014_2017	bor	2	Overall Response Rate (ORR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through completion of follow-up (median follow-up was 6.61 months)		OG000	Pacritinib	1	0	<untitled>	0	0	1	6	7	11	11	-4	Complete response | Partial response | Stable disease | Progressive disease	Not evaluable	sum of cells 7 != reported denominator 11 (difference -4)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02277093] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT03225105	ctg_results_bor_2014_2017	bor	6	Number of Participants With Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from randomization to 964 days	Safety analysis set included all participants who received at least 1 dose of M3541.	OG000	M3541 50 mg + RT	1	0	<untitled>	0	1	1	1	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03225105] :: outcomeMeasures[6] :: groups[OG000]
valid	none	False	NCT03225105	ctg_results_bor_2014_2017	bor	6	Number of Participants With Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from randomization to 964 days	Safety analysis set included all participants who received at least 1 dose of M3541.	OG001	M3541 100 mg + RT	1	0	<untitled>	0	0	2	2	4	4	4	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03225105] :: outcomeMeasures[6] :: groups[OG001]
valid	none	False	NCT03225105	ctg_results_bor_2014_2017	bor	6	Number of Participants With Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from randomization to 964 days	Safety analysis set included all participants who received at least 1 dose of M3541.	OG002	M3541 200 mg + RT	1	0	<untitled>	0	2	3	0	5	5	5	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03225105] :: outcomeMeasures[6] :: groups[OG002]
valid	none	False	NCT03225105	ctg_results_bor_2014_2017	bor	6	Number of Participants With Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from randomization to 964 days	Safety analysis set included all participants who received at least 1 dose of M3541.	OG003	M3541 300 mg + RT	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03225105] :: outcomeMeasures[6] :: groups[OG003]
unsupported	none	False	NCT02083653	ctg_results_bor_2014_2017	bor	1	Best Overall Response (OR) According to the Response Evaluation Criteria In Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization until first radiological confirmed or clinical progression event, or death due to any cause, within 12 weeks after last tumor assessment (assessed up to 32 months).	The analysis population was the ITT subpopulation, which includes all subjects who were randomized to IMP. Analyses performed on the ITT analysis set will take into account subjects' allocation to tre	OG000	Arm A: Sym004 (12 mg/kg)	1	0	<untitled>	0	11	40	27	78	83	83	-5	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 78 != reported denominator 83 (difference -5)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02083653] :: outcomeMeasures[1] :: groups[OG000]
unsupported	none	False	NCT02083653	ctg_results_bor_2014_2017	bor	1	Best Overall Response (OR) According to the Response Evaluation Criteria In Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization until first radiological confirmed or clinical progression event, or death due to any cause, within 12 weeks after last tumor assessment (assessed up to 32 months).	The analysis population was the ITT subpopulation, which includes all subjects who were randomized to IMP. Analyses performed on the ITT analysis set will take into account subjects' allocation to tre	OG001	Arm B: Sym004 (9/6 mg/kg)	1	0	<untitled>	0	8	47	28	83	86	86	-3	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 83 != reported denominator 86 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02083653] :: outcomeMeasures[1] :: groups[OG001]
unsupported	none	False	NCT02083653	ctg_results_bor_2014_2017	bor	1	Best Overall Response (OR) According to the Response Evaluation Criteria In Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization until first radiological confirmed or clinical progression event, or death due to any cause, within 12 weeks after last tumor assessment (assessed up to 32 months).	The analysis population was the ITT subpopulation, which includes all subjects who were randomized to IMP. Analyses performed on the ITT analysis set will take into account subjects' allocation to tre	OG002	Arm C: Investigator's Choice	1	0	<untitled>	1	1	37	31	70	85	85	-15	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 70 != reported denominator 85 (difference -15)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02083653] :: outcomeMeasures[1] :: groups[OG002]
unsupported	none	False	NCT02658097	ctg_results_bor_2014_2017	bor	0	Number of Patients With Each Response as Measured by RECIST 1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From first visit to disease progression, up to 24 months after beginning treatment		OG000	Single Fraction Radiation Therapy (SFRT) + Pembrolizumab	1	0	<untitled>	0	4	5	2	11	13	13	-2	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 11 != reported denominator 13 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02658097] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 443 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	1	0	<untitled>	0	0	2	13	15	16	16	-1	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not evaluable	sum of cells 15 != reported denominator 16 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
unsupported	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 1311 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	1	0	<untitled>	0	0	2	6	8	9	9	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non CR/Non PD | Not Evaluable	sum of cells 8 != reported denominator 9 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
unsupported	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 1311 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	1	0	<untitled>	1	0	2	3	6	7	7	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non CR/Non PD | Not Evaluable	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
unsupported	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 1311 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	1	0	<untitled>	0	0	2	4	6	7	7	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non CR/Non PD | Not Evaluable	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
unsupported	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 1311 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG003	Part A Cohort 4: M9241 16.8 mcg/kg +Avelumab 10 mg/kg	1	0	<untitled>	1	0	1	2	4	6	6	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non CR/Non PD | Not Evaluable	sum of cells 4 != reported denominator 6 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG003]
valid	none	False	NCT02994953	ctg_results_bor_2014_2017	bor	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	First dose of study drug up to 1311 days	Full analysis set included all participants who received at least 1 dose of any study treatment.	OG004	Part A Cohort 5: M9241 16.8 mcg/kg + Avelumab 800 mg	1	0	<untitled>	0	0	2	5	7	7	7	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non CR/Non PD | Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG004]
unsupported	none	False	NCT02536794	ctg_results_bor_2014_2017	bor	12	Response in Patients With Metastatic HER2 Negative Breast Cancer Treated With Durvalumab in Combination With Tremelimumab	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	Up to a maximum of 49 cycles where 1 cycle = 4 weeks for the first 4 cycles and than 1 cycle =2 weeks for 45 cycles		OG000	Treatment (MEDI4736, Tremelimumab)	1	0	<untitled>	1	3	4	19	27	30	30	-3	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not evaluable	sum of cells 27 != reported denominator 30 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02536794] :: outcomeMeasures[12] :: groups[OG000]
valid	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG000	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Enza	1	0	<untitled>	0	0	2	3	5	5	5	0	CR | PR | SD | PD	Not evaluable, unknown, or missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG001	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Abi/Pred	1	0	<untitled>	0	0	3	3	6	7	7	-1	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG001]
valid	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG002	Phase 1b Dose Escalation: CPI-1205 800mg TID +Enza	1	0	<untitled>	0	0	5	4	9	9	9	0	CR | PR | SD | PD	Not evaluable, unknown, or missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG002]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG003	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	1	0	<untitled>	0	0	7	1	8	11	11	-3	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 8 != reported denominator 11 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG003]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	0	2	10	10	22	25	25	-3	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 22 != reported denominator 25 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG004]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	0	2	23	9	34	35	35	-1	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 34 != reported denominator 35 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG005]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	0	3	24	7	34	38	38	-4	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 34 != reported denominator 38 (difference -4)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG006]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	0	0	5	0	5	12	12	-7	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 5 != reported denominator 12 (difference -7)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG007]
unsupported	none	False	NCT03480646	ctg_results_bor_2014_2017	bor	4	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	0	0	21	5	26	28	28	-2	CR | PR | SD | PD	Not evaluable, unknown, or missing	sum of cells 26 != reported denominator 28 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG008]
unsupported	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG000	Cohort 1	1	0	<untitled>	0	0	4	1	5	6	6	-1	CR | PR | SD | PD	NE	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG000]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG001	Cohort 2	1	0	<untitled>	0	1	0	2	3	3	3	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG001]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG002	Cohort 3	1	0	<untitled>	0	0	3	0	3	3	3	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG002]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG003	Melanoma Cohort	1	0	<untitled>	0	1	5	9	15	15	15	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG003]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG004	Urothelial Cancer Cohort	1	0	<untitled>	0	1	8	8	17	17	17	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG004]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG005	NSCLC Cohort: PD1/PDL1 Naïve	1	0	<untitled>	0	5	9	1	15	15	15	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG005]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG006	NSCLC Cohort: PD1/PDL1 Experienced	1	0	<untitled>	0	2	9	8	19	19	19	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG006]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG007	SCCHN Cohort: PD1/PDL1 Naïve	1	0	<untitled>	1	4	4	7	16	16	16	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG007]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG008	SCCHN Cohort: PD1/PDL1 Experienced	1	0	<untitled>	0	0	9	10	19	19	19	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG008]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	11	Best Overall Response (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG009	Cohort 4	1	0	<untitled>	0	2	7	3	12	12	12	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: groups[OG009]
unsupported	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	12	Best Overall Response (irRECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG000	Cohort 1	1	0	<untitled>	0	0	4	1	5	6	6	-1	CR | PR | SD | PD	NE	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[12] :: groups[OG000]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	12	Best Overall Response (irRECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG001	Cohort 2	1	0	<untitled>	0	1	0	2	3	3	3	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[12] :: groups[OG001]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	12	Best Overall Response (irRECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG002	Cohort 3	1	0	<untitled>	0	0	3	0	3	3	3	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[12] :: groups[OG002]
valid	none	False	NCT02475213	ctg_results_bor_2014_2017	bor	12	Best Overall Response (irRECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Evaluated at 6 weeks then every 9 weeks throughout the study until discontinuation, average 13 months.	Analysis performed using Response Evaluable Population that includes participants with baseline tumor assessment and at least 1 post-baseline tumor assessment.. NSCLC and SCCHN cohorts were subdivided	OG003	Melanoma Cohort	1	0	<untitled>	0	1	7	7	15	15	15	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[12] :: groups[OG003]
