row_key	input_key_nct_id	input_key_om_index	input_key_group_id	payload_shard	cache_revision	om_title	om_type	param_type	unit_of_measure	time_frame	population_description	group_title	n_classes_in_om	n_contributing_classes	contributing_class_indices	class_titles_contributing	reported_denominator_participants	denominator_provenance	denominator_units_available	n_source_categories	n_source_categories_integer	n_distinct_source_category_titles	n_categories_kept_by_producer	full_category_vector	categories_kept_by_producer_with_values	categories_dropped_by_producer_with_values	dropped_response_bearing_categories_with_values	dropped_non_evaluable_categories_with_values	dropped_unclassified_categories_with_values	all_categories_contributing_classes_sum	job1_evaluable_n_sum_of_four_producer_cells	job1_all_categories_in_contributing_classes_sum	evaluable_n_minus_reported_denominator	all_categories_sum_minus_reported_denominator	job1_column26_original_label	job1_column26_value_carried_unchanged	producer_label_collision_within_class	producer_label_collision_across_classes	producer_label_collision_value_conflicting	producer_colliding_labels	job1_classification_carried	category_vector_source	leaf_qa_coverage	denominator_state	category_preservation_state	proportion_suitability	unresolved_reason_codes	advisory_flag_codes	rate_derived	source_pointer
NCT00600340|OM6|OG001	NCT00600340	6	OG001	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Unconfirmed Best Overall Response (PP Population)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to disease progression or up to 28 days after last intake of study medication, assessed up to approximately 5 years.	PP population	Bevacizumab Plus Capecitabine	1	1	0	<untitled>	265	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete response=4|[class 0] Partial response=96|[class 0] Stable disease=104|[class 0] Progressive disease=45|[class 0] Not evaluable=16	[class 0] Complete response=4|[class 0] Partial response=96|[class 0] Stable disease=104|[class 0] Progressive disease=45	[class 0] Not evaluable=16		[class 0] Not evaluable=16		265	249	265	-16	0	sum_minus_reported_denominator	-16	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001]
NCT00601003|OM1|OG000	NCT00601003	1	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Radiological Response in Participants Using the RECIST Criteria	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	2 years		Nifurtimox	1	1	0	<untitled>	76	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Response=7|[class 0] Partial Response=11|[class 0] Stable Disease=35|[class 0] Progressive Disease=23	[class 0] Complete Response=7|[class 0] Partial Response=11|[class 0] Stable Disease=35|[class 0] Progressive Disease=23					76	76	76	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00601003] :: outcomeMeasures[1] :: groups[OG000]
NCT00654238|OM0|OG000	NCT00654238	0	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	To Determine the Efficacy (Best Response) of BAY 43-9006 (Objective Response Rate and Stable Disease) in Patients With Metastatic Thyroid Carcinoma.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 60 months	Responses were calculated by total enrolled to each group by histologic subtype.	Sorafenib	4	4	0;1;2;3	Differentiated|Poorly Differenitated|Medullary|Anaplastic	55	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG000].value	Participants	20	20	5	16	[class 0] Complete Response=0|[class 0] Partial response=16|[class 0] Stable Disease=22|[class 0] Progressive Disease=1|[class 0] Not Evaluable for Response=5|[class 1] Complete Response=0|[class 1] Partial response=2|[class 1] Stable Disease=1|[class 1] Progressive Disease=1|[class 1] Not Evaluable for Response=2|[class 2] Complete Response=0|[class 2] Partial response=1|[class 2] Stable Disease=2|[class 2] Progressive Disease=0|[class 2] Not Evaluable for Response=0|[class 3] Complete Response=0|[class 3] Partial response=0|[class 3] Stable Disease=0|[class 3] Progressive Disease=1|[class 3] Not Evaluable for Response=1	[class 0] Complete Response=0|[class 0] Partial response=16|[class 0] Stable Disease=22|[class 0] Progressive Disease=1|[class 1] Complete Response=0|[class 1] Partial response=2|[class 1] Stable Disease=1|[class 1] Progressive Disease=1|[class 2] Complete Response=0|[class 2] Partial response=1|[class 2] Stable Disease=2|[class 2] Progressive Disease=0|[class 3] Complete Response=0|[class 3] Partial response=0|[class 3] Stable Disease=0|[class 3] Progressive Disease=1	[class 0] Not Evaluable for Response=5|[class 1] Not Evaluable for Response=2|[class 2] Not Evaluable for Response=0|[class 3] Not Evaluable for Response=1		[class 0] Not Evaluable for Response=5|[class 1] Not Evaluable for Response=2|[class 2] Not Evaluable for Response=0|[class 3] Not Evaluable for Response=1		55	1	55	-54	0	sum_minus_reported_denominator	-54	0	4	3	CR|PD|PR|SD	unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00654238] :: outcomeMeasures[0] :: groups[OG000]
NCT00756509|OM0|OG000	NCT00756509	0	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Proportion of Participants With Best Overall Response at Month 6 (Core Phase) Determined According to the RECIST v1.0.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	from baseline to month 6, core phase	The intent-to-treat (ITT) population consisted of all participants who received at least one dose of the study drug and had at least one post-baseline assessment of the primary efficacy variable (assessment according to RECIST). Participants without any post-baseline assessment of tumour were included if they were defined as progressive disease based on clinical evaluation.	Nilotinib	1	1	0	<untitled>	41	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=14|[class 0] Stable Disease (SD)=21|[class 0] Progressive Disease (PD)=6|[class 0] Unknown (UNK)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=14|[class 0] Stable Disease (SD)=21|[class 0] Progressive Disease (PD)=6	[class 0] Unknown (UNK)=0		[class 0] Unknown (UNK)=0		41	41	41	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00756509] :: outcomeMeasures[0] :: groups[OG000]
NCT00836888|OM4|OG000	NCT00836888	4	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	up to study completion, every 4 weeks in principle		ONO-4538 1mg/kg Cohorts	1	1	0	<untitled>	3	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=1|[class 0] SD=0|[class 0] PD=2|[class 0] Unknown=0	[class 0] CR=0|[class 0] PR=1|[class 0] SD=0|[class 0] PD=2	[class 0] Unknown=0		[class 0] Unknown=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00836888] :: outcomeMeasures[4] :: groups[OG000]
NCT00836888|OM4|OG001	NCT00836888	4	OG001	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	up to study completion, every 4 weeks in principle		ONO-4538 3mg/kg Cohorts	1	1	0	<untitled>	5	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] CR=1|[class 0] PR=0|[class 0] SD=1|[class 0] PD=3|[class 0] Unknown=0	[class 0] CR=1|[class 0] PR=0|[class 0] SD=1|[class 0] PD=3	[class 0] Unknown=0		[class 0] Unknown=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00836888] :: outcomeMeasures[4] :: groups[OG001]
NCT00836888|OM4|OG002	NCT00836888	4	OG002	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	up to study completion, every 4 weeks in principle		ONO-4538 10mg/kg Cohorts	1	1	0	<untitled>	6	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG002].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=1|[class 0] SD=2|[class 0] PD=3|[class 0] Unknown=0	[class 0] CR=0|[class 0] PR=1|[class 0] SD=2|[class 0] PD=3	[class 0] Unknown=0		[class 0] Unknown=0		6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00836888] :: outcomeMeasures[4] :: groups[OG002]
NCT00836888|OM4|OG003	NCT00836888	4	OG003	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	up to study completion, every 4 weeks in principle		ONO-4538 20mg/kg Cohorts	1	1	0	<untitled>	3	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG003].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=0|[class 0] SD=0|[class 0] PD=3|[class 0] Unknown=0	[class 0] CR=0|[class 0] PR=0|[class 0] SD=0|[class 0] PD=3	[class 0] Unknown=0		[class 0] Unknown=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00836888] :: outcomeMeasures[4] :: groups[OG003]
NCT00858117|OM3|OG000	NCT00858117	3	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response in Patients Treated With Alemtuzumab and Rituximab Combination Assessed by NCI-WG 1996 Criteria With Lymphadenopathy and Organomegaly Measured During Physical Examination	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	At week 9, and post 18 weeks of treatment, then every 3 months for a year and up every 6 months for up to 2 years		Alemtuzumab and Rituximab	1	1	0	<untitled>	30	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Remission=18|[class 0] Partial Remission=12|[class 0] Stable Disease=0|[class 0] Progressive Disease=0	[class 0] Complete Remission=18|[class 0] Partial Remission=12|[class 0] Stable Disease=0|[class 0] Progressive Disease=0					30	30	30	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00858117] :: outcomeMeasures[3] :: groups[OG000]
NCT00858117|OM4|OG000	NCT00858117	4	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response in Patients Treated With Alemtuzumab and Rituximab Combination Assessed by NCI-WG 1996 Criteria With Measurements of the Lymph Nodes and Spleen Size by CT Scans	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	At week 9, and post-18 weeks then every 3 months for a year and up every 6 months for up to 2 years		Alemtuzumab and Rituximab	1	1	0	<untitled>	30	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Remission=7|[class 0] Partial Remission=14|[class 0] Stable Disease=9|[class 0] Progressive Disease=0	[class 0] Complete Remission=7|[class 0] Partial Remission=14|[class 0] Stable Disease=9|[class 0] Progressive Disease=0					30	30	30	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00858117] :: outcomeMeasures[4] :: groups[OG000]
NCT00876993|OM1|OG000	NCT00876993	1	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response of Children With Recurrent or Refractory Central Nervous System Tumors With This Combination of Chemotherapy Agents.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 2 cycles up to 24 cycles		Cohort 1 - Dose Level 1	1	1	0	<untitled>	4	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=3|[class 0] Progressive Disease=0	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=3|[class 0] Progressive Disease=0					4	4	4	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00876993] :: outcomeMeasures[1] :: groups[OG000]
NCT00876993|OM1|OG001	NCT00876993	1	OG001	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response of Children With Recurrent or Refractory Central Nervous System Tumors With This Combination of Chemotherapy Agents.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 2 cycles up to 24 cycles		Cohort 2 - Dose Level 0	1	1	0	<untitled>	6	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	Participants	4	4	4	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=3|[class 0] Progressive Disease=2	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=3|[class 0] Progressive Disease=2					6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00876993] :: outcomeMeasures[1] :: groups[OG001]
NCT00876993|OM1|OG002	NCT00876993	1	OG002	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response of Children With Recurrent or Refractory Central Nervous System Tumors With This Combination of Chemotherapy Agents.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 2 cycles up to 24 cycles		Cohort 3 - Dose Level 1	1	1	0	<untitled>	3	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG002].value	Participants	4	4	4	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=0|[class 0] Progressive Disease=2	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=0|[class 0] Progressive Disease=2					3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00876993] :: outcomeMeasures[1] :: groups[OG002]
NCT00876993|OM1|OG003	NCT00876993	1	OG003	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response of Children With Recurrent or Refractory Central Nervous System Tumors With This Combination of Chemotherapy Agents.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 2 cycles up to 24 cycles		Cohort 4 - Dose Level 2	1	1	0	<untitled>	5	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG003].value	Participants	4	4	4	4	[class 0] Complete Response=1|[class 0] Partial Response=3|[class 0] Stable Disease=1|[class 0] Progressive Disease=0	[class 0] Complete Response=1|[class 0] Partial Response=3|[class 0] Stable Disease=1|[class 0] Progressive Disease=0					5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00876993] :: outcomeMeasures[1] :: groups[OG003]
NCT00876993|OM1|OG004	NCT00876993	1	OG004	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response of Children With Recurrent or Refractory Central Nervous System Tumors With This Combination of Chemotherapy Agents.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 2 cycles up to 24 cycles		Cohort 5 - Dose Level 1	1	1	0	<untitled>	3	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG004].value	Participants	4	4	4	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=3|[class 0] Progressive Disease=0	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=3|[class 0] Progressive Disease=0					3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00876993] :: outcomeMeasures[1] :: groups[OG004]
NCT00942162|OM7|OG000	NCT00942162	7	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response (BOR) by GS	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Month 0 - Month 24	The analysis was performed on the Total Treated Population (TTP), which included all patients who received at least one dose of study treatment.	GSK2132231A GS+ Group	1	1	0	<untitled>	71	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG000].value	Participants	7	7	7	5	[class 0] CR=0|[class 0] PR=3|[class 0] SD=11|[class 0] SD/ PR=3|[class 0] PD=51|[class 0] NE=3|[class 0] Missing=0	[class 0] CR=0|[class 0] PR=3|[class 0] SD=11|[class 0] SD/ PR=3|[class 0] PD=51	[class 0] NE=3|[class 0] Missing=0		[class 0] NE=3|[class 0] Missing=0		71	57	71	-14	0	sum_minus_reported_denominator	-14	1	0	1	SD	unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00942162] :: outcomeMeasures[7] :: groups[OG000]
NCT00942162|OM7|OG001	NCT00942162	7	OG001	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response (BOR) by GS	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Month 0 - Month 24	The analysis was performed on the Total Treated Population (TTP), which included all patients who received at least one dose of study treatment.	GSK2132231A GS- Group	1	1	0	<untitled>	50	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG001].value	Participants	7	7	7	5	[class 0] CR=1|[class 0] PR=0|[class 0] SD=4|[class 0] SD/ PR=0|[class 0] PD=44|[class 0] NE=1|[class 0] Missing=0	[class 0] CR=1|[class 0] PR=0|[class 0] SD=4|[class 0] SD/ PR=0|[class 0] PD=44	[class 0] NE=1|[class 0] Missing=0		[class 0] NE=1|[class 0] Missing=0		50	45	50	-5	0	sum_minus_reported_denominator	-5	1	0	1	SD	unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00942162] :: outcomeMeasures[7] :: groups[OG001]
NCT00942162|OM7|OG002	NCT00942162	7	OG002	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response (BOR) by GS	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Month 0 - Month 24	The analysis was performed on the Total Treated Population (TTP), which included all patients who received at least one dose of study treatment.	GSK2132231A GS-unknown Group	1	1	0	<untitled>	2	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG002].value	Participants	7	7	7	5	[class 0] CR=0|[class 0] PR=0|[class 0] SD=0|[class 0] SD/ PR=0|[class 0] PD=2|[class 0] NE=0|[class 0] Missing=0	[class 0] CR=0|[class 0] PR=0|[class 0] SD=0|[class 0] SD/ PR=0|[class 0] PD=2	[class 0] NE=0|[class 0] Missing=0		[class 0] NE=0|[class 0] Missing=0		2	2	2	0	0	sum_minus_reported_denominator	0	1	0	0	SD	ambiguous	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00942162] :: outcomeMeasures[7] :: groups[OG002]
NCT00946153|OM2|OG000	NCT00946153	2	OG000	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 8 weeks (approximately up to 18.4 months)	Efficacy analysis set (EAS) included all participants who received at least 1 dose of lenvatinib, and had at least 1 postbaseline efficacy evaluation.	Phase 1: Group 1: Lenvatinib: 12 mg	1	1	0	<untitled>	6	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=2|[class 0] Progressive Disease=2|[class 0] Not Evaluable=1	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=2|[class 0] Progressive Disease=2	[class 0] Not Evaluable=1		[class 0] Not Evaluable=1		6	5	6	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00946153] :: outcomeMeasures[2] :: groups[OG000]
NCT00946153|OM2|OG001	NCT00946153	2	OG001	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 8 weeks (approximately up to 18.4 months)	Efficacy analysis set (EAS) included all participants who received at least 1 dose of lenvatinib, and had at least 1 postbaseline efficacy evaluation.	Phase 1: Group1: Lenvatinib: 16 mg	1	1	0	<untitled>	3	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=2|[class 0] Progressive Disease=0|[class 0] Not Evaluable=0	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=2|[class 0] Progressive Disease=0	[class 0] Not Evaluable=0		[class 0] Not Evaluable=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00946153] :: outcomeMeasures[2] :: groups[OG001]
NCT00946153|OM2|OG002	NCT00946153	2	OG002	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 8 weeks (approximately up to 18.4 months)	Efficacy analysis set (EAS) included all participants who received at least 1 dose of lenvatinib, and had at least 1 postbaseline efficacy evaluation.	Phase 1: Group 2: Lenvatinib: 8 mg	1	1	0	<untitled>	6	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG002].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=4|[class 0] Progressive Disease=1|[class 0] Not Evaluable=0	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=4|[class 0] Progressive Disease=1	[class 0] Not Evaluable=0		[class 0] Not Evaluable=0		6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00946153] :: outcomeMeasures[2] :: groups[OG002]
