nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT03834220	cohort 1: debio 1347 (biliary tract cancer)	Cohort 1: Debio 1347 (Biliary Tract Cancer)	0	PRIMARY	Objective Response Rate (ORR) as Centrally Measured by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) Criteria	Up to disease progression or end of study (up to 1 year and 9 months)	30	True	False	True	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_2018_2021
NCT03834220	cohort 2: debio 1347 (urothelial cancer)	Cohort 2: Debio 1347 (Urothelial Cancer)	0	PRIMARY	Objective Response Rate (ORR) as Centrally Measured by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) Criteria	Up to disease progression or end of study (up to 1 year and 9 months)	3	True	False	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_2018_2021
NCT03834220	cohort 3: debio 1347 (all other solid tumor histologies)	Cohort 3: Debio 1347 (All Other Solid Tumor Histologies)	0	PRIMARY	Objective Response Rate (ORR) as Centrally Measured by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) Criteria	Up to disease progression or end of study (up to 1 year and 9 months)	25	True	False	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_2018_2021
NCT03834493	pembrolizumab + enzalutamide	Pembrolizumab + Enzalutamide	3	SECONDARY	Prostate-specific Antigen (PSA) Response Rate	Up to 40 months (through database cut-off date of 12-Dec-2022)	594	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_2018_2021
NCT03834493	placebo + enzalutamide	Placebo + Enzalutamide	3	SECONDARY	Prostate-specific Antigen (PSA) Response Rate	Up to 40 months (through database cut-off date of 12-Dec-2022)	601	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_2018_2021
NCT03834506	pembrolizumab + docetaxel	Pembrolizumab + Docetaxel	3	SECONDARY	Prostate-specific Antigen (PSA) Response Rate	Up to 36.5 months	474	True	False	True	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_2018_2021
NCT03834506	placebo + docetaxel	Placebo + Docetaxel	3	SECONDARY	Prostate-specific Antigen (PSA) Response Rate	Up to 36.5 months	486	True	False	True	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_2018_2021
NCT03834961	cohort a	Cohort A	0	PRIMARY	Objective Response Rate (ORR) of Children With Infantile Fibrosarcoma (IFS) Treated With Neoadjuvant Larotrectinib Prior to Local Control	Up to 5 years	18	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03834961	cohort b	Cohort B	4	SECONDARY	ORR of Children and Adults With Newly Diagnosed TRK Fusion Solid Tumors Other Than IFS Treated With Neoadjuvant Larotrectinib Prior to Local Control	Up to 5 years	15	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03835819	imgn853 + pembrolizumab	IMGN853 + Pembrolizumab	0	PRIMARY	Objective Response Rate	6 months	18	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 1a.1 (dkn-01 300mg, docetaxel 75 mg/m2)	Cohort 1A.1 (DKN-01 300mg, Docetaxel 75 mg/m2)	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	3	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 1a.2 (dkn-01 600mg, docetaxel 75 mg/m2)	Cohort 1A.2 (DKN-01 600mg, Docetaxel 75 mg/m2)	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	3	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 1b (dkn-01 600mg [phase ii dose], docetaxel 75 mg/m2)	Cohort 1B (DKN-01 600mg [Phase II Dose], Docetaxel 75 mg/m2)	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 2a.1 (dkn-01 300mg)	Cohort 2A.1 (DKN-01 300mg)	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	4	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 2a.2 (dkn-01 600mg)	Cohort 2A.2 (DKN-01 600mg)	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	3	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03837353	cohort 2b (dkn-01 600mg [phase 2 dose])	Cohort 2B (DKN-01 600mg [Phase 2 Dose])	1	PRIMARY	Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period	Up to Year 2 Post-Baseline	3	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03839823	combination chemotherapy	Combination Chemotherapy	3	SECONDARY	Overall Response Rate (ORR)	Up to approximately 34 months	110	True	False	False	False	False	False	2	2	1	1	f	False	ctg_results_bor_2018_2021
NCT03839823	ribociclib 600 mg	Ribociclib 600 mg	3	SECONDARY	Overall Response Rate (ORR)	Up to approximately 34 months	112	True	False	False	False	False	False	2	2	1	1	f	False	ctg_results_bor_2018_2021
NCT03840902	ccrt plus m7824 followed by m7824	cCRT Plus M7824 Followed by M7824	3	SECONDARY	Objective Response Rate (ORR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Investigator	Time from randomization up to data cut off (assessed up to 27 months)	75	True	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03840902	ccrt plus placebo followed by durvalumab	cCRT Plus Placebo Followed by Durvalumab	3	SECONDARY	Objective Response Rate (ORR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Investigator	Time from randomization up to data cut off (assessed up to 27 months)	78	True	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03846427	zanubrutinib	Zanubrutinib	0	PRIMARY	Overall Response Rate (ORR) by Independent Review Committee (IRC) Assessment	Up to approximately 3 years and 2.5 months	66	False	False	True	False	True	False	3	3	1	2	a-d	False	ctg_results_bor_2018_2021
NCT03848845	main study phase- part 1: belantamab mafodotin 2.5 mg/kg + pembrolizumab 200 mg escalation	Main Study Phase- Part 1: Belantamab Mafodotin 2.5 mg/kg + Pembrolizumab 200 mg Escalation	12	SECONDARY	Part 1 - Percentage of Participants With Overall Response Rate (ORR)	Up to approximately 178 weeks	6	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03848845	main study phase- part 2: belantamab mafodotin 2.5 mg/kg + pembrolizumab 200 mg expansion	Main Study Phase- Part 2: Belantamab Mafodotin 2.5 mg/kg + Pembrolizumab 200 mg Expansion	11	PRIMARY	Part 2 - Percentage of Participants With Overall Response Rate (ORR)	Up to approximately 31 months	28	False	False	True	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_2018_2021
NCT03848845	part 1: belantamab mafodotin 3.4 mg/kg + pembrolizumab 200 mg escalation	Part 1: Belantamab Mafodotin 3.4 mg/kg + Pembrolizumab 200 mg Escalation	12	SECONDARY	Part 1 - Percentage of Participants With Overall Response Rate (ORR)	Up to approximately 178 weeks	7	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03849768	gefitinib	Gefitinib	1	SECONDARY	Percentage of Participants With Objective Response Rate (ORR)	From baseline, then every 6 weeks, until disease progression or discontinuation from study.（up to 24 months）	215	False	False	False	False	False	False	2	2	2	1	f	False	ctg_results_bor_2018_2021
NCT03849768	hs-10296	HS-10296	1	SECONDARY	Percentage of Participants With Objective Response Rate (ORR)	From baseline, then every 6 weeks, until disease progression or discontinuation from study.（up to 24 months）	214	False	False	False	False	False	False	2	2	2	1	f	False	ctg_results_bor_2018_2021
NCT03850691	cohort 1: nivolumab	Cohort 1: Nivolumab	0	PRIMARY	Objective Response Rate (ORR)	up to approximately 2 Years	1	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03850691	cohort 2: nivolumab & ipilimumab	Cohort 2: Nivolumab & Ipilimumab	0	PRIMARY	Objective Response Rate (ORR)	up to approximately 2 Years	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 1: dose escalation amg 404 dose a (low)	Cohort 1: Dose Escalation AMG 404 Dose A (Low)	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 2: dose escalation amg 404 dose b (mid)	Cohort 2: Dose Escalation AMG 404 Dose B (Mid)	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 3: dose expansion amg 404 dose b (mid)	Cohort 3: Dose Expansion AMG 404 Dose B (Mid)	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	20	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 4: dose exploration amg 404 dose c (high)	Cohort 4: Dose Exploration AMG 404 Dose C (High)	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	21	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 6: dose expansion amg 404 rp2d	Cohort 6: Dose Expansion AMG 404 RP2D	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	20	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 7: amg 404 rp2d tumor specific efficacy	Cohort 7: AMG 404 RP2D Tumor Specific Efficacy	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	41	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 8: amg 404 rp2d tumor specific efficacy	Cohort 8: AMG 404 RP2D Tumor Specific Efficacy	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	41	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03853109	cohort 9: amg 404 rp2d tumor specific efficacy	Cohort 9: AMG 404 RP2D Tumor Specific Efficacy	8	SECONDARY	Disease Control Rate (DCR) Per Modified RECIST v1.1	Up to approximately 54 months	13	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 0.5 mg bid	Part 1A: PF-06939999 0.5 mg BID	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	1	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 0.5 mg qd	Part 1A: PF-06939999 0.5 mg QD	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	1	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 1 mg bid	Part 1A: PF-06939999 1 mg BID	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 2 mg bid	Part 1A: PF-06939999 2 mg BID	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 4 mg bid	Part 1A: PF-06939999 4 mg BID	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	3	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 4 mg qd	Part 1A: PF-06939999 4 mg QD	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	4	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 6 mg bid	Part 1A: PF-06939999 6 mg BID	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 6 mg qd	Part 1A: PF-06939999 6 mg QD	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	6	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 1a: pf-06939999 8 mg qd	Part 1A: PF-06939999 8 mg QD	22	SECONDARY	Part 1A: Percentage of Participants With Objective Response Based on Investigator Assessment (RECIST v1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 12 months).	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 2a: [2l+ non-small cell lung cancer (nsclc)] pf-06939999 6mg qd	Part 2A: [2L+ Non-small Cell Lung Cancer (NSCLC)] PF-06939999 6mg QD	5	PRIMARY	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	11	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 2b: (2l+ urothelial carcinoma) pf-06939999 6mg qd	Part 2B: (2L+ Urothelial Carcinoma) PF-06939999 6mg QD	5	PRIMARY	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	2	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03854227	part 2c: [2l+ head and neck squamous cell carcinoma (hnscc)] pf-06939999 6mg qd	Part 2C: [2L+ Head and Neck Squamous Cell Carcinoma (HNSCC)] PF-06939999 6mg QD	5	PRIMARY	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	8	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03859427	once-weekly krd 20/56 mg/m^2	Once-weekly KRd 20/56 mg/m^2	0	PRIMARY	Overall Response Rate (ORR) Per International Myeloma Working Group Uniform Response Criteria (IMWG-URC)	Cycle 1 Day 1 up to approximately 12 months (cycle = 28 days); median treatment duration for the twice-weekly arm was 47.00 weeks and for the once-weekly arm was 47.14 weeks.	228	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03859427	twice-weekly krd 20/27 mg/m^2	Twice-weekly KRd 20/27 mg/m^2	0	PRIMARY	Overall Response Rate (ORR) Per International Myeloma Working Group Uniform Response Criteria (IMWG-URC)	Cycle 1 Day 1 up to approximately 12 months (cycle = 28 days); median treatment duration for the twice-weekly arm was 47.00 weeks and for the once-weekly arm was 47.14 weeks.	226	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03871829	arm a: carfilzomib+dexamethasone (kd)	Arm A: Carfilzomib+Dexamethasone (Kd)	1	SECONDARY	Overall Response Rate (ORR)	Up to 3 years and 7 months	39	False	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03871829	arm b: dara-sc in combination with kd (dkd)	Arm B: Dara-SC in Combination With Kd (DKd)	1	SECONDARY	Overall Response Rate (ORR)	Up to 3 years and 7 months	41	False	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03872427	cohort 1	Cohort 1	0	PRIMARY	Best Overall Response Rate by 6 Months	Up to 6 months from treatment start date	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03872427	cohort 2	Cohort 2	0	PRIMARY	Best Overall Response Rate by 6 Months	Up to 6 months from treatment start date	26	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03872427	cohort 3	Cohort 3	0	PRIMARY	Best Overall Response Rate by 6 Months	Up to 6 months from treatment start date	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03872427	cohort 4	Cohort 4	0	PRIMARY	Best Overall Response Rate by 6 Months	Up to 6 months from treatment start date	10	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03873493	venetoclax + ibrutinib	Venetoclax + Ibrutinib	0	PRIMARY	Overall Response Rate (ORR)	Clinical response was assessed at Weeks 4, 8, 12, 16, and 24 for ORR assessment	14	True	False	False	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2018_2021
NCT03875235	durvalumab + gemcitabine + cisplatin	Durvalumab + Gemcitabine + Cisplatin	6	SECONDARY	Objective Response Rate (ORR)	Tumor assessments (per RECIST 1.1) every 6 weeks for the first 24 weeks relative to the date of randomization and then every 8 weeks thereafter. Assessed up to maximum of approximately 27 months.	341	True	False	True	False	False	True	5	5	3	1	a-d	False	ctg_placebo_onc_2018_2021
NCT03875235	placebo + gemcitabine + cisplatin	Placebo + Gemcitabine + Cisplatin	6	SECONDARY	Objective Response Rate (ORR)	Tumor assessments (per RECIST 1.1) every 6 weeks for the first 24 weeks relative to the date of randomization and then every 8 weeks thereafter. Assessed up to maximum of approximately 27 months.	343	True	False	True	False	False	True	5	5	3	2	a-d	False	ctg_placebo_onc_2018_2021
NCT03894540	ipn60090 120 mg	IPN60090 120 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	4	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03894540	ipn60090 180 mg	IPN60090 180 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	11	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03894540	ipn60090 20 mg	IPN60090 20 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	1	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03894540	ipn60090 240 mg	IPN60090 240 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	4	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03894540	ipn60090 40 mg	IPN60090 40 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	1	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03894540	ipn60090 80 mg	IPN60090 80 mg	3	SECONDARY	Best Overall Response (BOR) in Part A	RECIST assessments performed at baseline (within 28 days before start of study drug), every 6 weeks +/-1 week for first 24 weeks, then every 12 weeks +/-2 weeks thereafter. Up to data cut-off for study termination (maximum of 247 days).	1	False	False	False	False	False	False	3	3	1	1	f	False	ctg_results_bor_2018_2021
NCT03896503	exploratory cohort: topotecan & m6620 (vx-970) combination therapy	Exploratory Cohort: Topotecan & M6620 (VX-970) Combination Therapy	2	SECONDARY	Objective Response Rate (ORR)	Up to 2 years	15	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03896503	platinum response - resistant: topotecan & m6620 (vx-970) combination therapy	Platinum Response - Resistant: Topotecan & M6620 (VX-970) Combination Therapy	2	SECONDARY	Objective Response Rate (ORR)	Up to 2 years	19	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03896503	platinum response - resistant: topotecan monotherapy	Platinum Response - Resistant: Topotecan Monotherapy	2	SECONDARY	Objective Response Rate (ORR)	Up to 2 years	10	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03896503	platinum response - sensitive: topotecan & m6620 (vx-970) combination therapy	Platinum Response - Sensitive: Topotecan & M6620 (VX-970) Combination Therapy	2	SECONDARY	Objective Response Rate (ORR)	Up to 2 years	20	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03896503	platinum response - sensitive: topotecan monotherapy	Platinum Response - Sensitive: Topotecan Monotherapy	2	SECONDARY	Objective Response Rate (ORR)	Up to 2 years	8	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03899792	cohort 1 (phase 2): mtc group	Cohort 1 (Phase 2): MTC Group	1	PRIMARY	Phase 2: Percentage of Participants With Overall Response Rate (ORR) in Study	Date of first dose to disease progression or death (Up to 62.4 Months)	15	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03899792	cohort 2 (phase 2): ptc group	Cohort 2 (Phase 2): PTC Group	1	PRIMARY	Phase 2: Percentage of Participants With Overall Response Rate (ORR) in Study	Date of first dose to disease progression or death (Up to 62.4 Months)	15	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03899792	cohort 3 (phase 2): other cancer group	Cohort 3 (Phase 2): Other Cancer Group	1	PRIMARY	Phase 2: Percentage of Participants With Overall Response Rate (ORR) in Study	Date of first dose to disease progression or death (Up to 62.4 Months)	6	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901339	sacituzumab govitecan	Sacituzumab Govitecan	2	SECONDARY	Objective Response Rate (ORR) by BICR and Local Investigator Review (LIR) Assessment	Up to 42.8 months	272	True	False	True	False	True	True	2	2	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901339	treatment of physician's choice (tpc)	Treatment of Physician's Choice (TPC)	2	SECONDARY	Objective Response Rate (ORR) by BICR and Local Investigator Review (LIR) Assessment	Up to 42.8 months	271	True	False	True	False	True	True	2	2	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901469	expansion cohort a - combination treatment in post-trop2-adc patients	Expansion Cohort A - Combination Treatment in Post-TROP2-ADC Patients	3	PRIMARY	Expansion Cohort A: Objective Response Rate (ORR) by RECIST v1.1 (CR or PR)	From screening up to 18 months	14	False	True	True	False	False	True	2	2	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901469	expansion cohort c - combination treatment in trop2-adc-naïve patients	Expansion Cohort C - Combination Treatment in TROP2-ADC-naïve Patients	4	SECONDARY	Part 1, Expansion Cohorts A and C: Clinical Benefit Rate (CBR)	From screening up to 18 months	18	False	True	True	False	False	True	2	2	1	1	f	False	ctg_results_bor_2018_2021
NCT03901469	part 1 dose escalation - cohort 1	Part 1 Dose Escalation - Cohort 1	4	SECONDARY	Part 1, Expansion Cohorts A and C: Clinical Benefit Rate (CBR)	From screening up to 18 months	6	False	True	True	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901469	part 1 dose escalation: cohort 1	Part 1 Dose Escalation: Cohort 1	5	SECONDARY	Part 1, Part 2, and Expansion Cohort C: Objective Response Rate (ORR)	From screening up to 18 months	6	False	True	True	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03901469	part 1 dose escalation: cohort 2	Part 1 Dose Escalation: Cohort 2	4	SECONDARY	Part 1, Expansion Cohorts A and C: Clinical Benefit Rate (CBR)	From screening up to 18 months	6	False	True	True	False	False	True	2	2	1	1	f	False	ctg_results_bor_2018_2021
NCT03901469	part 1 dose escalation: cohort 3	Part 1 Dose Escalation: Cohort 3	4	SECONDARY	Part 1, Expansion Cohorts A and C: Clinical Benefit Rate (CBR)	From screening up to 18 months	3	False	True	True	False	False	True	2	2	1	1	f	False	ctg_results_bor_2018_2021
NCT03901469	part 2 stages 1 & 2	Part 2 Stages 1 & 2	2	PRIMARY	Part 2: Clinical Benefit Rate (CBR)	From screening up to 18 months	37	False	True	True	False	False	True	2	2	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03904108	ramucirumab	Ramucirumab	0	PRIMARY	Number of Participants With Objective Response Per RECIST 1.1 as Assessed by Central Imaging	≥18 weeks, up to maximum of 12 months	0	False	False	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03905135	dose escalation - dose level 1, 1mcg/kg interleukin-15 with 10 mg avelumab	Dose Escalation - Dose Level 1, 1mcg/kg Interleukin-15 With 10 mg Avelumab	4	SECONDARY	Overall Response in Participants With Greater Than or Equal to 50% Programmed Death-ligand 1 (PD-L1) Expressing Tumor Cells	From the time the subject began protocol treatment until end of treatment, progression or start of another therapy or approximately 2 years	6	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03905135	dose level 2, 2mcg/kg interleukin-15 with 10 mg avelumab	Dose Level 2, 2mcg/kg Interleukin-15 With 10 mg Avelumab	4	SECONDARY	Overall Response in Participants With Greater Than or Equal to 50% Programmed Death-ligand 1 (PD-L1) Expressing Tumor Cells	From the time the subject began protocol treatment until end of treatment, progression or start of another therapy or approximately 2 years	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2018_2021
NCT03906071	docetaxel	Docetaxel	5	SECONDARY	Objective Response Rate (ORR) Per Central Radiographic Assessment	From randomization until disease progression or start of new anti-cancer therapy (Up to approximately 44 months)	290	True	False	True	False	True	False	2	2	1	1	f	False	ctg_results_bor_2018_2021
