nct	selected_cohorts	sum_selected_denominators	registered_enrollment	enrollment_type	excess
NCT02564744	5	94	100	ACTUAL	-6
NCT02631577	2	32	38	ACTUAL	-6
NCT02640508	1	23	29	ACTUAL	-6
NCT02720510	2	0	6	ACTUAL	-6
NCT02842827	8	39	45	ACTUAL	-6
NCT02880371	6	76	82	ACTUAL	-6
NCT03029598	1	23	29	ACTUAL	-6
NCT03123055	1	22	28	ACTUAL	-6
NCT03207347	2	31	37	ACTUAL	-6
NCT03391973	1	27	33	ACTUAL	-6
NCT03654729	3	285	291	ACTUAL	-6
NCT03814005	3	11	17	ACTUAL	-6
NCT03921866	1	185	191	ACTUAL	-6
NCT04137289	9	104	110	ACTUAL	-6
NCT04376502	1	6	12	ACTUAL	-6
NCT04454489	1	15	21	ACTUAL	-6
NCT04457778	11	52	58	ACTUAL	-6
NCT04699461	2	0	6	ACTUAL	-6
NCT04880863	1	32	38	ACTUAL	-6
NCT05691829	1	13	19	ACTUAL	-6
NCT00019682	2	178	185	ACTUAL	-7
NCT00125034	2	337	344	ACTUAL	-7
NCT00397488	1	71	78	ACTUAL	-7
NCT00539617	1	0	7	ACTUAL	-7
NCT00647426	1	0	7	ACTUAL	-7
NCT00730158	2	26	33	ACTUAL	-7
NCT00796757	1	139	146	ACTUAL	-7
NCT00807495	5	41	48	ACTUAL	-7
NCT00911170	2	840	847	ACTUAL	-7
NCT00929162	2	113	120	ACTUAL	-7
NCT01171898	4	120	127	ACTUAL	-7
NCT01212107	12	87	94	ACTUAL	-7
NCT01332721	1	31	38	ACTUAL	-7
NCT01334515	2	45	52	ACTUAL	-7
NCT01738594	2	0	7	ACTUAL	-7
NCT01752933	2	45	52	ACTUAL	-7
NCT01772004	23	1749	1756	ACTUAL	-7
NCT01788566	1	54	61	ACTUAL	-7
NCT01853644	1	24	31	ACTUAL	-7
NCT01901653	2	75	82	ACTUAL	-7
NCT01905943	12	972	979	ACTUAL	-7
NCT02213133	3	38	45	ACTUAL	-7
NCT02259231	7	34	41	ACTUAL	-7
NCT02329860	2	393	400	ACTUAL	-7
NCT02516813	9	45	52	ACTUAL	-7
NCT02725268	4	234	241	ACTUAL	-7
NCT02901899	1	38	45	ACTUAL	-7
NCT02981342	3	99	106	ACTUAL	-7
NCT03215810	1	13	20	ACTUAL	-7
NCT03251378	7	122	129	ACTUAL	-7
NCT03332667	4	38	45	ACTUAL	-7
NCT03351231	1	0	7	ACTUAL	-7
NCT03372057	3	149	156	ACTUAL	-7
NCT03486314	2	13	20	ACTUAL	-7
NCT03744715	6	0	7	ACTUAL	-7
NCT03985423	1	0	7	ACTUAL	-7
NCT04099888	2	34	41	ACTUAL	-7
NCT04325828	1	24	31	ACTUAL	-7
NCT04565327	1	0	7	ACTUAL	-7
NCT04907539	2	18	25	ACTUAL	-7
NCT05714553	2	12	19	ACTUAL	-7
NCT00298896	1	47	55	ACTUAL	-8
NCT00415636	6	23	31	ACTUAL	-8
NCT00463788	2	173	181	ACTUAL	-8
NCT00548093	2	58	66	ACTUAL	-8
NCT00556712	2	881	889	ACTUAL	-8
NCT00593827	2	168	176	ACTUAL	-8
NCT00630552	5	130	138	ACTUAL	-8
NCT00666926	16	91	99	ACTUAL	-8
NCT00866333	3	41	49	ACTUAL	-8
NCT01282463	3	140	148	ACTUAL	-8
NCT01663857	2	110	118	ACTUAL	-8
NCT01729923	1	19	27	ACTUAL	-8
NCT02018861	10	80	88	ACTUAL	-8
NCT02048722	1	23	31	ACTUAL	-8
NCT02087241	4	14	22	ACTUAL	-8
NCT02115048	2	36	44	ACTUAL	-8
NCT02272413	2	663	671	ACTUAL	-8
NCT02395016	2	82	90	ACTUAL	-8
NCT02583269	1	16	24	ACTUAL	-8
NCT02733042	19	98	106	ACTUAL	-8
NCT02855944	2	341	349	ACTUAL	-8
NCT03525392	5	6	14	ACTUAL	-8
NCT03871829	2	80	88	ACTUAL	-8
NCT03996473	1	0	8	ACTUAL	-8
NCT04056910	1	7	15	ACTUAL	-8
NCT04072445	1	20	28	ACTUAL	-8
NCT04628780	6	29	37	ACTUAL	-8
NCT04984811	1	25	33	ACTUAL	-8
NCT05493501	3	0	8	ACTUAL	-8
NCT00161213	1	35	44	ACTUAL	-9
NCT00379639	5	27	36	ACTUAL	-9
NCT00411450	2	107	116	ACTUAL	-9
NCT00447421	1	0	9	ACTUAL	-9
NCT00490776	1	0	9	ACTUAL	-9
NCT00602030	2	132	141	ACTUAL	-9
NCT00728468	1	7	16	ACTUAL	-9
NCT00753675	3	165	174	ACTUAL	-9
NCT00848510	4	32	41	ACTUAL	-9
NCT01017601	2	50	59	ACTUAL	-9
NCT01032291	2	42	51	ACTUAL	-9
NCT01222715	2	78	87	ACTUAL	-9
NCT01286987	7	104	113	ACTUAL	-9
NCT01351623	1	35	44	ACTUAL	-9
NCT01423604	2	127	136	ACTUAL	-9
NCT01607905	7	183	192	ACTUAL	-9
NCT01773421	3	36	45	ACTUAL	-9
NCT01992653	8	76	85	ACTUAL	-9
NCT02045095	7	20	29	ACTUAL	-9
NCT02073123	3	122	131	ACTUAL	-9
NCT02227108	1	28	37	ACTUAL	-9
NCT02243605	2	81	90	ACTUAL	-9
NCT02448381	2	160	169	ACTUAL	-9
NCT02676778	3	36	45	ACTUAL	-9
NCT02747043	2	247	256	ACTUAL	-9
NCT02839707	3	435	444	ACTUAL	-9
NCT02879617	1	38	47	ACTUAL	-9
NCT03109873	2	0	9	ACTUAL	-9
NCT03188432	1	41	50	ACTUAL	-9
NCT03261947	5	92	101	ACTUAL	-9
NCT03395080	8	102	111	ACTUAL	-9
NCT03797326	8	602	611	ACTUAL	-9
NCT04020185	8	31	40	ACTUAL	-9
NCT04155541	1	31	40	ACTUAL	-9
NCT04439175	1	61	70	ACTUAL	-9
NCT04703322	1	0	9	ACTUAL	-9
NCT05109442	6	103	112	ACTUAL	-9
NCT05267106	2	74	83	ACTUAL	-9
NCT06160609	2	0	9	ACTUAL	-9
NCT00098345	1	30	40	ACTUAL	-10
NCT00191191	2	216	226	ACTUAL	-10
NCT00325234	2	125	135	ACTUAL	-10
NCT00454779	2	103	113	ACTUAL	-10
NCT00503867	1	0	10	ACTUAL	-10
NCT00551421	1	7	17	ACTUAL	-10
NCT00623233	1	42	52	ACTUAL	-10
NCT00630786	2	43	53	ACTUAL	-10
NCT00659425	10	47	57	ACTUAL	-10
NCT00700102	2	810	820	ACTUAL	-10
NCT00871403	2	97	107	ACTUAL	-10
NCT00979212	2	61	71	ACTUAL	-10
NCT01033240	3	162	172	ACTUAL	-10
NCT01253668	1	0	10	ACTUAL	-10
NCT01335009	2	66	76	ACTUAL	-10
NCT01457417	5	22	32	ACTUAL	-10
NCT01588548	6	33	43	ACTUAL	-10
NCT01814826	3	54	64	ACTUAL	-10
NCT02395627	3	28	38	ACTUAL	-10
NCT02472145	2	316	326	ACTUAL	-10
NCT02549937	9	120	130	ACTUAL	-10
NCT02659514	2	57	67	ACTUAL	-10
NCT02729896	3	26	36	ACTUAL	-10
NCT02807636	3	1203	1213	ACTUAL	-10
NCT02915783	1	31	41	ACTUAL	-10
NCT03150862	9	106	116	ACTUAL	-10
NCT03386721	15	246	256	ACTUAL	-10
NCT03761914	3	16	26	ACTUAL	-10
NCT03854227	12	44	54	ACTUAL	-10
NCT04428333	2	107	117	ACTUAL	-10
NCT04495621	2	19	29	ACTUAL	-10
NCT04902885	3	85	95	ACTUAL	-10
NCT05047536	10	51	61	ACTUAL	-10
NCT05169684	2	0	10	ACTUAL	-10
NCT00106353	7	60	71	ACTUAL	-11
NCT00267020	2	119	130	ACTUAL	-11
NCT00508404	2	143	154	ACTUAL	-11
NCT00697346	3	47	58	ACTUAL	-11
NCT00920556	2	13	24	ACTUAL	-11
NCT01091428	4	180	191	ACTUAL	-11
NCT01211483	3	211	222	ACTUAL	-11
NCT01397708	8	15	26	ACTUAL	-11
NCT01421667	5	165	176	ACTUAL	-11
NCT01461538	2	73	84	ACTUAL	-11
NCT02094261	1	199	210	ACTUAL	-11
NCT02457910	2	19	30	ACTUAL	-11
NCT02596971	2	80	91	ACTUAL	-11
NCT02608229	2	7	18	ACTUAL	-11
NCT02826486	2	69	80	ACTUAL	-11
NCT02903914	9	249	260	ACTUAL	-11
NCT03083873	4	53	64	ACTUAL	-11
NCT03583086	5	77	88	ACTUAL	-11
NCT03969420	4	0	11	ACTUAL	-11
NCT04825288	5	65	76	ACTUAL	-11
NCT00058552	2	117	129	ACTUAL	-12
NCT00436436	1	0	12	ACTUAL	-12
NCT00452673	4	40	52	ACTUAL	-12
NCT00669578	2	65	77	ACTUAL	-12
NCT00830518	2	45	57	ACTUAL	-12
NCT00842712	3	220	232	ACTUAL	-12
NCT01680991	2	36	48	ACTUAL	-12
NCT01703754	3	0	12	ACTUAL	-12
NCT01790503	1	53	65	ACTUAL	-12
NCT01962948	1	0	12	ACTUAL	-12
NCT02287233	1	82	94	ACTUAL	-12
NCT02574078	13	329	341	ACTUAL	-12
NCT02648724	3	45	57	ACTUAL	-12
NCT02667886	2	62	74	ACTUAL	-12
NCT02873962	2	60	72	ACTUAL	-12
NCT03098030	3	471	483	ACTUAL	-12
NCT03150810	13	127	139	ACTUAL	-12
NCT03263429	1	17	29	ACTUAL	-12
NCT03575065	2	76	88	ACTUAL	-12
NCT03752177	1	0	12	ACTUAL	-12
NCT04751383	1	0	12	ACTUAL	-12
NCT00413192	4	115	128	ACTUAL	-13
NCT00454805	2	62	75	ACTUAL	-13
NCT00511238	2	299	312	ACTUAL	-13
NCT00679783	7	86	99	ACTUAL	-13
NCT00711594	1	61	74	ACTUAL	-13
NCT00977548	1	26	39	ACTUAL	-13
NCT00985907	1	0	13	ACTUAL	-13
NCT01289821	1	41	54	ACTUAL	-13
NCT01434602	3	73	86	ACTUAL	-13
NCT01498484	4	74	87	ACTUAL	-13
NCT02242942	2	432	445	ACTUAL	-13
NCT02407054	2	129	142	ACTUAL	-13
NCT02805660	7	70	83	ACTUAL	-13
NCT03245450	3	27	40	ACTUAL	-13
NCT03483103	1	61	74	ACTUAL	-13
NCT03941873	2	98	111	ACTUAL	-13
NCT04149574	2	0	13	ACTUAL	-13
NCT04154956	2	376	389	ACTUAL	-13
NCT04540211	2	448	461	ACTUAL	-13
NCT04683939	4	0	13	ACTUAL	-13
NCT00338728	1	45	59	ACTUAL	-14
NCT00355238	3	123	137	ACTUAL	-14
NCT00423735	2	50	64	ACTUAL	-14
NCT00425386	1	46	60	ACTUAL	-14
NCT00530816	3	150	164	ACTUAL	-14
NCT00931606	4	16	30	ACTUAL	-14
NCT01038752	2	0	14	ACTUAL	-14
NCT01075048	2	117	131	ACTUAL	-14
NCT01139775	2	62	76	ACTUAL	-14
NCT01236352	11	84	98	ACTUAL	-14
NCT01288430	10	46	60	ACTUAL	-14
NCT01347645	2	68	82	ACTUAL	-14
NCT01373164	2	156	170	ACTUAL	-14
NCT01463631	1	13	27	ACTUAL	-14
NCT01579578	2	25	39	ACTUAL	-14
NCT01644890	2	422	436	ACTUAL	-14
NCT02082977	10	27	41	ACTUAL	-14
NCT02091960	1	89	103	ACTUAL	-14
NCT02368691	1	18	32	ACTUAL	-14
NCT02383927	4	49	63	ACTUAL	-14
NCT02657889	2	108	122	ACTUAL	-14
NCT02867618	1	0	14	ACTUAL	-14
NCT02915523	2	126	140	ACTUAL	-14
NCT03077698	1	11	25	ACTUAL	-14
NCT03126630	2	35	49	ACTUAL	-14
NCT03330405	10	209	223	ACTUAL	-14
NCT03333915	5	114	128	ACTUAL	-14
NCT03767335	3	48	62	ACTUAL	-14
NCT04047862	19	432	446	ACTUAL	-14
NCT04307134	1	94	108	ACTUAL	-14
NCT04382898	3	61	75	ACTUAL	-14
NCT04941768	1	91	105	ACTUAL	-14
NCT07150104	1	0	14	ACTUAL	-14
NCT00001941	1	19	34	ACTUAL	-15
NCT00658658	5	16	31	ACTUAL	-15
NCT01211262	2	69	84	ACTUAL	-15
NCT01357161	3	121	136	ACTUAL	-15
NCT01670877	6	41	56	ACTUAL	-15
NCT01955837	2	391	406	ACTUAL	-15
NCT01971476	6	7	22	ACTUAL	-15
NCT02423343	2	26	41	ACTUAL	-15
NCT02434081	1	79	94	ACTUAL	-15
NCT02787642	1	26	41	ACTUAL	-15
NCT04191096	2	1236	1251	ACTUAL	-15
NCT00063154	1	35	51	ACTUAL	-16
NCT00304239	2	115	131	ACTUAL	-16
NCT00306891	2	44	60	ACTUAL	-16
NCT00585078	1	24	40	ACTUAL	-16
NCT01084252	14	335	351	ACTUAL	-16
NCT01153763	1	76	92	ACTUAL	-16
NCT01972217	2	142	158	ACTUAL	-16
NCT02087176	1	32	48	ACTUAL	-16
NCT02191891	3	16	32	ACTUAL	-16
NCT02289209	1	32	48	ACTUAL	-16
NCT02322814	4	153	169	ACTUAL	-16
NCT02678780	2	107	123	ACTUAL	-16
NCT02939183	8	45	61	ACTUAL	-16
NCT03382561	2	144	160	ACTUAL	-16
NCT03974022	15	299	315	ACTUAL	-16
NCT04306900	11	169	185	ACTUAL	-16
NCT04513522	1	85	101	ACTUAL	-16
NCT04543188	15	49	65	ACTUAL	-16
NCT04602078	1	66	82	ACTUAL	-16
NCT04702737	1	25	41	ACTUAL	-16
NCT04939701	3	0	16	ACTUAL	-16
NCT00398567	1	28	45	ACTUAL	-17
NCT00748553	1	13	30	ACTUAL	-17
NCT01943461	1	40	57	ACTUAL	-17
NCT02101034	5	79	96	ACTUAL	-17
NCT02538965	1	0	17	ACTUAL	-17
NCT02933255	1	7	24	ACTUAL	-17
NCT02978716	3	85	102	ACTUAL	-17
NCT03184870	18	315	332	ACTUAL	-17
NCT03321981	3	88	105	ACTUAL	-17
NCT03338790	4	275	292	ACTUAL	-17
NCT03666143	1	199	216	ACTUAL	-17
NCT03671330	4	310	327	ACTUAL	-17
NCT03760666	3	0	17	ACTUAL	-17
NCT00403130	1	13	31	ACTUAL	-18
NCT00704730	2	312	330	ACTUAL	-18
NCT00838539	4	45	63	ACTUAL	-18
NCT01517243	1	19	37	ACTUAL	-18
NCT01661972	1	45	63	ACTUAL	-18
NCT01682031	2	0	18	ACTUAL	-18
NCT02108964	8	207	225	ACTUAL	-18
NCT02795988	4	46	64	ACTUAL	-18
NCT02936323	10	71	89	ACTUAL	-18
NCT06056310	1	0	18	ACTUAL	-18
NCT00246012	4	125	144	ACTUAL	-19
NCT00522457	1	0	19	ACTUAL	-19
NCT00537095	2	145	164	ACTUAL	-19
NCT00708942	5	64	83	ACTUAL	-19
NCT00710710	2	70	89	ACTUAL	-19
NCT01001221	1	0	19	ACTUAL	-19
NCT01068782	4	0	19	ACTUAL	-19
NCT01997840	4	84	103	ACTUAL	-19
NCT02278250	18	78	97	ACTUAL	-19
NCT02581215	2	65	84	ACTUAL	-19
NCT02600897	4	95	114	ACTUAL	-19
NCT02761694	12	59	78	ACTUAL	-19
NCT03657043	1	79	98	ACTUAL	-19
NCT05537766	4	0	19	ACTUAL	-19
NCT00112840	1	40	60	ACTUAL	-20
NCT00128102	2	641	661	ACTUAL	-20
NCT00251225	1	29	49	ACTUAL	-20
NCT00361842	2	45	65	ACTUAL	-20
NCT00574288	6	84	104	ACTUAL	-20
NCT00613626	2	54	74	ACTUAL	-20
NCT00984282	2	397	417	ACTUAL	-20
NCT01136733	7	153	173	ACTUAL	-20
NCT01178086	2	661	681	ACTUAL	-20
NCT01871805	3	114	134	ACTUAL	-20
NCT03415854	1	14	34	ACTUAL	-20
NCT04060862	2	0	20	ACTUAL	-20
NCT07150091	2	0	20	ACTUAL	-20
NCT00968981	3	46	67	ACTUAL	-21
NCT01298570	2	160	181	ACTUAL	-21
NCT01702558	2	161	182	ACTUAL	-21
NCT01889238	1	97	118	ACTUAL	-21
NCT02475213	10	125	146	ACTUAL	-21
NCT03189524	1	23	44	ACTUAL	-21
NCT03548207	3	105	126	ACTUAL	-21
NCT04427072	2	1	22	ACTUAL	-21
NCT05650164	1	150	171	ACTUAL	-21
NCT00077376	1	39	61	ACTUAL	-22
NCT00466440	2	86	108	ACTUAL	-22
NCT01132664	5	50	72	ACTUAL	-22
NCT01210495	2	202	224	ACTUAL	-22
NCT01258608	2	79	101	ACTUAL	-22
NCT01609790	2	115	137	ACTUAL	-22
NCT01784861	6	1	23	ACTUAL	-22
NCT01871727	5	90	112	ACTUAL	-22
NCT03123783	4	118	140	ACTUAL	-22
NCT03744676	1	82	104	ACTUAL	-22
NCT04989816	1	73	95	ACTUAL	-22
NCT00154102	2	1198	1221	ACTUAL	-23
NCT00874848	2	67	90	ACTUAL	-23
NCT01125293	1	23	46	ACTUAL	-23
NCT01577745	8	35	58	ACTUAL	-23
NCT01974752	2	129	152	ACTUAL	-23
NCT04539327	1	28	51	ACTUAL	-23
NCT00415363	2	85	109	ACTUAL	-24
NCT00830869	12	92	116	ACTUAL	-24
NCT00982865	4	158	182	ACTUAL	-24
NCT01085630	2	48	72	ACTUAL	-24
NCT01449370	25	101	125	ACTUAL	-24
NCT01798485	2	672	696	ACTUAL	-24
NCT01990352	1	0	24	ACTUAL	-24
NCT02038946	1	92	116	ACTUAL	-24
NCT02049957	4	94	118	ACTUAL	-24
NCT03148795	1	104	128	ACTUAL	-24
NCT03451084	4	0	24	ACTUAL	-24
NCT03580655	1	83	107	ACTUAL	-24
NCT05256381	6	142	166	ACTUAL	-24
NCT00348790	1	0	25	ACTUAL	-25
NCT01527487	2	51	76	ACTUAL	-25
NCT01858389	1	16	41	ACTUAL	-25
NCT01975519	3	86	111	ACTUAL	-25
NCT02432274	8	92	117	ACTUAL	-25
NCT02624986	8	0	25	ACTUAL	-25
NCT02828124	4	0	25	ACTUAL	-25
NCT02982954	4	186	211	ACTUAL	-25
NCT03094169	1	24	49	ACTUAL	-25
NCT03250676	5	126	151	ACTUAL	-25
NCT03484702	6	88	113	ACTUAL	-25
NCT03901469	7	90	115	ACTUAL	-25
NCT03992131	6	0	25	ACTUAL	-25
NCT07217119	3	0	25	ACTUAL	-25
NCT00576758	2	149	175	ACTUAL	-26
NCT00967330	2	156	182	ACTUAL	-26
NCT02130466	7	158	184	ACTUAL	-26
NCT02599324	9	237	263	ACTUAL	-26
NCT02829723	27	166	192	ACTUAL	-26
NCT02834247	1	15	41	ACTUAL	-26
NCT03336216	4	179	205	ACTUAL	-26
NCT00321893	2	198	225	ACTUAL	-27
NCT00382720	3	248	275	ACTUAL	-27
NCT00404495	2	56	83	ACTUAL	-27
NCT01094288	8	14	41	ACTUAL	-27
NCT04079296	4	16	43	ACTUAL	-27
NCT04488003	1	77	104	ACTUAL	-27
NCT00786643	2	20	48	ACTUAL	-28
NCT01300351	2	221	249	ACTUAL	-28
NCT01358721	4	91	119	ACTUAL	-28
NCT01507545	2	126	154	ACTUAL	-28
NCT01687400	2	86	114	ACTUAL	-28
NCT01742286	4	55	83	ACTUAL	-28
NCT01777776	4	0	28	ACTUAL	-28
NCT02279719	3	69	97	ACTUAL	-28
NCT02472977	3	33	61	ACTUAL	-28
NCT02536664	2	477	505	ACTUAL	-28
NCT03061812	2	416	444	ACTUAL	-28
NCT03195478	1	9	37	ACTUAL	-28
NCT03914742	2	39	67	ACTUAL	-28
NCT00130728	2	607	636	ACTUAL	-29
NCT00246090	1	269	298	ACTUAL	-29
NCT01131078	3	277	306	ACTUAL	-29
NCT01231659	1	43	72	ACTUAL	-29
NCT01585987	2	114	143	ACTUAL	-29
NCT02094872	1	20	49	ACTUAL	-29
NCT02714218	2	358	387	ACTUAL	-29
NCT03132922	4	42	71	ACTUAL	-29
NCT04100018	2	1001	1030	ACTUAL	-29
NCT00648648	28	176	206	ACTUAL	-30
NCT00722137	2	457	487	ACTUAL	-30
NCT00931918	2	176	206	ACTUAL	-30
NCT01454076	5	82	112	ACTUAL	-30
NCT02341625	10	96	126	ACTUAL	-30
NCT02348216	7	277	307	ACTUAL	-30
NCT03822117	4	81	111	ACTUAL	-30
NCT03971474	2	136	166	ACTUAL	-30
NCT07217184	3	0	30	ACTUAL	-30
NCT00537381	2	100	131	ACTUAL	-31
NCT01709162	2	0	31	ACTUAL	-31
NCT01903811	2	112	143	ACTUAL	-31
NCT02187042	1	39	70	ACTUAL	-31
NCT02353143	9	40	71	ACTUAL	-31
NCT03323398	9	48	79	ACTUAL	-31
NCT04332653	11	184	215	ACTUAL	-31
NCT00448591	1	2264	2296	ACTUAL	-32
NCT00607724	9	36	68	ACTUAL	-32
NCT00754325	2	68	100	ACTUAL	-32
NCT00765102	1	0	32	ACTUAL	-32
NCT00957580	5	49	81	ACTUAL	-32
NCT01767857	2	611	643	ACTUAL	-32
NCT01927419	2	110	142	ACTUAL	-32
NCT02394795	2	791	823	ACTUAL	-32
NCT03173560	2	311	343	ACTUAL	-32
NCT03207867	17	283	315	ACTUAL	-32
NCT03896503	5	72	104	ACTUAL	-32
NCT00267488	1	37	70	ACTUAL	-33
NCT00426556	4	55	88	ACTUAL	-33
NCT00786994	3	132	165	ACTUAL	-33
NCT01478048	2	152	185	ACTUAL	-33
NCT01565083	2	180	213	ACTUAL	-33
NCT03637764	3	74	107	ACTUAL	-33
NCT00517530	5	100	134	ACTUAL	-34
NCT00545688	4	383	417	ACTUAL	-34
NCT00586105	1	5	39	ACTUAL	-34
NCT01743469	4	167	201	ACTUAL	-34
NCT02463032	2	102	136	ACTUAL	-34
NCT03439046	2	253	287	ACTUAL	-34
NCT04276415	8	0	34	ACTUAL	-34
NCT00538681	2	0	35	ACTUAL	-35
NCT00773383	1	0	35	ACTUAL	-35
NCT00887822	2	167	202	ACTUAL	-35
NCT02588092	10	0	35	ACTUAL	-35
NCT02669264	7	0	35	ACTUAL	-35
NCT03056755	3	348	383	ACTUAL	-35
NCT01072175	12	394	430	ACTUAL	-36
NCT01596751	1	31	67	ACTUAL	-36
NCT02611323	4	97	133	ACTUAL	-36
NCT04703192	1	119	155	ACTUAL	-36
NCT00375752	2	131	168	ACTUAL	-37
NCT02523469	2	30	67	ACTUAL	-37
NCT03585764	4	9	46	ACTUAL	-37
NCT00445068	1	0	38	ACTUAL	-38
NCT01461044	2	190	228	ACTUAL	-38
NCT02489903	3	101	139	ACTUAL	-38
NCT04150029	2	52	90	ACTUAL	-38
NCT04421378	3	36	74	ACTUAL	-38
NCT00195260	11	112	151	ACTUAL	-39
NCT00401843	2	268	307	ACTUAL	-39
NCT00752986	3	0	39	ACTUAL	-39
NCT02554812	25	370	409	ACTUAL	-39
NCT02769962	2	6	45	ACTUAL	-39
NCT01684878	4	168	208	ACTUAL	-40
NCT01703091	2	157	197	ACTUAL	-40
NCT02904226	6	202	242	ACTUAL	-40
NCT03428958	9	71	111	ACTUAL	-40
NCT03706690	2	367	407	ACTUAL	-40
NCT00789373	3	898	939	ACTUAL	-41
NCT01472081	6	153	194	ACTUAL	-41
NCT02458638	1	433	474	ACTUAL	-41
NCT02886585	2	60	101	ACTUAL	-41
NCT03514121	2	54	95	ACTUAL	-41
NCT01801111	1	96	138	ACTUAL	-42
NCT01849874	2	299	341	ACTUAL	-42
NCT01988493	2	75	117	ACTUAL	-42
NCT02308020	4	120	162	ACTUAL	-42
NCT02472964	2	458	500	ACTUAL	-42
NCT04402008	1	0	42	ACTUAL	-42
NCT00004859	2	546	589	ACTUAL	-43
NCT01055496	2	60	103	ACTUAL	-43
NCT03611556	3	170	213	ACTUAL	-43
NCT04028388	2	92	135	ACTUAL	-43
NCT02387216	2	109	153	ACTUAL	-44
NCT04541706	1	56	100	ACTUAL	-44
NCT00447057	2	159	204	ACTUAL	-45
NCT01592370	7	275	320	ACTUAL	-45
NCT05269355	2	314	359	ACTUAL	-45
NCT00942877	1	7	53	ACTUAL	-46
NCT00947856	4	64	110	ACTUAL	-46
NCT03041311	2	61	107	ACTUAL	-46
NCT00323882	3	28	75	ACTUAL	-47
NCT01027598	2	155	202	ACTUAL	-47
NCT01832727	1	18	65	ACTUAL	-47
NCT03311334	3	0	47	ACTUAL	-47
NCT01997333	2	279	327	ACTUAL	-48
NCT03635489	2	52	100	ACTUAL	-48
NCT02980731	1	161	210	ACTUAL	-49
NCT03834493	2	1195	1244	ACTUAL	-49
NCT04607668	2	277	326	ACTUAL	-49
NCT02009449	23	303	353	ACTUAL	-50
NCT02632045	2	119	169	ACTUAL	-50
NCT03560531	8	131	181	ACTUAL	-50
NCT00606021	2	55	106	ACTUAL	-51
NCT02134015	2	94	145	ACTUAL	-51
NCT02181738	3	243	294	ACTUAL	-51
NCT02337946	2	113	164	ACTUAL	-51
NCT03104699	1	160	211	ACTUAL	-51
NCT00087139	3	71	124	ACTUAL	-53
NCT00101400	1	1	54	ACTUAL	-53
NCT00946647	2	60	113	ACTUAL	-53
NCT01016483	2	88	141	ACTUAL	-53
NCT02756611	1	205	258	ACTUAL	-53
NCT00738530	2	595	649	ACTUAL	-54
NCT01246986	5	150	204	ACTUAL	-54
NCT02659020	4	256	310	ACTUAL	-54
NCT00448136	2	28	83	ACTUAL	-55
NCT02030067	1	72	127	ACTUAL	-55
NCT01015833	2	300	356	ACTUAL	-56
NCT01403974	17	5	61	ACTUAL	-56
NCT00073749	1	22	79	ACTUAL	-57
NCT00767520	2	98	155	ACTUAL	-57
NCT02125461	2	656	713	ACTUAL	-57
NCT02285439	2	48	105	ACTUAL	-57
NCT02393248	15	144	201	ACTUAL	-57
NCT00839332	2	99	157	ACTUAL	-58
NCT01449461	6	79	137	ACTUAL	-58
NCT02431260	2	10	69	ACTUAL	-59
NCT03369223	15	297	356	ACTUAL	-59
NCT04849416	1	28	87	ACTUAL	-59
NCT03703375	2	33	93	ACTUAL	-60
NCT00626106	2	95	156	ACTUAL	-61
NCT01204710	2	62	123	ACTUAL	-61
NCT01610336	2	100	161	ACTUAL	-61
NCT02574455	2	468	529	ACTUAL	-61
NCT01628913	2	0	62	ACTUAL	-62
NCT02178722	1	382	444	ACTUAL	-62
NCT03262935	2	374	437	ACTUAL	-63
NCT00596648	2	28	92	ACTUAL	-64
NCT02265510	4	19	83	ACTUAL	-64
NCT00391092	2	359	424	ACTUAL	-65
NCT01379521	2	0	65	ACTUAL	-65
NCT03427814	2	71	136	ACTUAL	-65
NCT03538717	1	91	157	ACTUAL	-66
NCT04822350	1	530	596	ACTUAL	-66
NCT01782690	1	270	338	ACTUAL	-68
NCT00720356	1	46	115	ACTUAL	-69
NCT03735121	2	369	438	ACTUAL	-69
NCT06119217	3	125	194	ACTUAL	-69
NCT02712905	18	46	116	ACTUAL	-70
NCT03834506	2	960	1030	ACTUAL	-70
NCT05184842	1	21	91	ESTIMATED	-70
NCT04179864	4	31	102	ACTUAL	-71
NCT01506609	3	222	294	ACTUAL	-72
NCT02253992	12	160	232	ACTUAL	-72
NCT02500043	2	435	507	ACTUAL	-72
NCT00934856	1	25	98	ACTUAL	-73
NCT01367665	2	1159	1232	ACTUAL	-73
NCT02709512	2	176	249	ACTUAL	-73
NCT03018288	3	17	90	ACTUAL	-73
NCT01546038	6	181	255	ACTUAL	-74
NCT02357810	1	104	178	ACTUAL	-74
NCT03292406	3	12	86	ACTUAL	-74
NCT00371566	2	30	107	ACTUAL	-77
NCT00405587	1	32	109	ACTUAL	-77
NCT00507416	3	425	502	ACTUAL	-77
NCT01225172	2	0	77	ACTUAL	-77
NCT01774786	2	703	780	ACTUAL	-77
NCT03668119	2	135	212	ACTUAL	-77
NCT05551117	4	115	192	ACTUAL	-77
NCT01572727	2	338	416	ACTUAL	-78
NCT02604342	2	41	119	ACTUAL	-78
NCT05654623	2	546	624	ACTUAL	-78
NCT03662659	2	195	274	ACTUAL	-79
NCT00388726	2	682	762	ACTUAL	-80
NCT03099174	4	53	133	ACTUAL	-80
NCT02595450	1	218	299	ACTUAL	-81
NCT03138889	3	81	162	ACTUAL	-81
NCT03431350	5	55	136	ACTUAL	-81
